排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,竞价均价(元),五日线均价(元),平均涨幅%,上涨数,下跌数,平盘数,关注,data_source
239,化学制品,433493822.87,26227739,169,2565052.206331361,30.436178722473063,8.028,0.44,96,52,19,⭐,auto
240,WiFi,432711090.6,9989182,30,14423703.020000001,85.03081732255004,,0.9,25,3,2,⭐,auto
241,航空装备Ⅲ,432236265.17,12208552,45,9605250.337111112,55.88882574396112,9.722,0.85,37,6,2,⭐,auto
242,航空装备Ⅱ,432236265.17,12208552,45,9605250.337111112,55.88882574396112,9.722,0.85,37,6,2,⭐,auto
243,化工原料,429806606.06,20862397,77,5581903.974805195,40.4570636871965,5.356,0.23,46,16,15,⭐,auto
244,塑料,427197840.5,23875288,73,5852025.212328767,33.06573237962096,,0.7,47,11,15,⭐,auto
245,新型城镇化,426434235.0,41005400,101,4222121.138613861,71.16526655295394,3.076,0.36,64,24,13,⭐,auto
246,垂直应用软件,425323636.47999996,20779677,94,4524719.537021277,64.19366829569293,7.922,0.23,49,35,10,⭐,auto
247,流感,422666378.38,31928280,122,3464478.511311475,23.808315082365127,14.568666666666667,0.3,72,30,20,⭐,auto
248,Kimi概念,417753140.39,13446423,16,26109571.274375,75.9620861890577,,0.46,9,6,1,⭐,auto
249,机器视觉,415692461.99,15151634,82,5069420.268170732,48.49955776653342,,0.57,55,18,9,⭐,auto
250,房地产,410575844.03,94674632,94,4367828.1279787235,10.275366381191779,6.648571428571429,0.27,39,27,28,⭐,auto
251,病毒防治,410556015.05,29765699,99,4147030.455050505,26.724793835706606,,0.2,55,31,13,⭐,auto
252,化学制药,408640313.64,24465409,149,2742552.4405369125,41.069314017214964,14.568666666666667,0.03,64,56,29,⭐,auto
253,其他通用设备,400536536.14,36733523,49,8174215.023265306,24.506774807633406,,0.36,34,10,5,⭐,auto
254,有机硅概念,397964797.82,14741089,34,11704846.994705882,48.99958047685597,,0.82,22,10,2,⭐,auto
255,新材料,397744145.0,10480246,82,4850538.353658536,66.69866789529233,,0.74,55,18,9,⭐,auto
256,价值股,393731039.31,32068935,100,3937310.3931,25.20767219056997,44.71866666666667,-0.0,36,39,25,⭐,auto
257,IPv6,389909885.0,16568100,13,29993068.076923076,41.42848235717337,20.712,1.25,10,2,1,⭐,auto
258,微盘股,389001271.12,56962258,397,979852.0683123426,12.715415468841206,5.298,0.41,274,64,58,⭐,auto
259,MicroLED,387747697.28999996,26125591,32,12117115.540312499,39.40954899210693,5.026,1.4,26,1,5,⭐,auto
260,飞行汽车(eVTOL),385412091.4,16371618,80,4817651.1425,49.19213328185324,11.539,0.39,49,21,10,⭐,auto
261,房地产开发,384176552.28,87748955,83,4628633.159999999,10.512600157610537,6.922923076923078,0.35,37,21,25,⭐,auto
262,其他专用设备,383554316.4,17290153,80,4794428.955,70.1374542527427,,0.6,54,14,11,⭐,auto
263,新零售,382255051.45,43501469,151,2531490.406953642,23.190976173859795,6.318666666666667,0.12,66,50,35,⭐,auto
264,稀土永磁,381742277.0,19408065,49,7790658.714285715,41.63247347143397,,0.76,39,8,2,⭐,auto
265,参股保险,369902443.76,39897200,75,4932032.583466667,17.016301503779125,8.156285714285714,-0.01,26,27,22,⭐,auto
266,肝炎概念,368744833.25,21561033,56,6584729.165178572,33.70827406067932,4.992,0.19,25,16,15,⭐,auto
267,红利股,367680187.3,33005958,100,3676801.873,25.408578232503363,13.726,0.03,42,37,21,⭐,auto
268,通用航空,365798854.9,56565984,35,10451395.854285713,27.03461431323087,11.72,0.27,19,12,4,⭐,auto
269,电子竞技,365656284.45,32154063,32,11426758.8890625,17.671938603229716,4.164,0.41,20,6,6,⭐,auto
270,航母概念,364805924.1,12547861,32,11400185.128125,38.27297417850512,17.98,0.74,24,7,1,⭐,auto
271,其他电子Ⅱ,362640182.71000004,9484139,33,10989096.445757577,90.45556799841681,36.834,1.44,29,3,1,⭐,auto
272,其他电子Ⅲ,362640182.71000004,9484139,33,10989096.445757577,90.45556799841681,36.834,1.44,29,3,1,⭐,auto
273,分立器件,360859290.8,3231573,18,20047738.377777778,527.1778026360572,,1.47,15,1,2,⭐,auto
274,航天装备Ⅲ,358559704.0,6449003,9,39839967.11111111,77.88548728969833,,1.09,8,1,0,⭐,auto
275,工程建设,353731251.08,48041168,66,5359564.41030303,24.157602560169025,7.4285,0.26,32,14,20,⭐,auto
276,抽水蓄能,352119405.0,24272955,37,9516740.675675675,26.81205062127519,15.916666666666666,0.61,25,8,4,⭐,auto
277,轻工制造,351857054.06000006,35109983,160,2199106.587875,18.80213522875648,2.512,0.4,96,36,28,⭐,auto
278,腾讯云,348008570.20000005,8388000,20,17400428.51,108.9807339845161,39.775999999999996,0.78,17,2,1,⭐,auto
279,内贸流通,347250449.69000006,33187924,160,2170315.3105625003,18.201550583235182,13.180625,0.11,84,43,33,⭐,auto
280,宠物经济,347108879.14,35568233,63,5509664.748253968,20.90586197254084,,-0.17,35,18,10,⭐,auto
281,麒麟电池,342076293.5,1933760,8,42759536.6875,405.49187657716186,,0.15,4,3,1,⭐,auto
282,科创板做市股,338051590.0,6110078,45,7512257.555555556,161.8059783049089,,0.48,29,11,5,⭐,auto
283,京津冀,336943109.09000003,61823816,59,5710900.154067798,14.69252319965675,10.987,0.22,29,13,17,⭐,auto
284,磷化工,335413084.2,16016960,45,7453624.093333333,47.12793376971965,,0.24,26,15,4,⭐,auto
285,MLCC,334037599.90999997,5814248,18,18557644.43944444,80.03385465628166,36.834,1.89,17,0,1,⭐,auto
286,虚拟机器人,331023605.32000005,7873689,15,22068240.35466667,71.00949021093454,,0.24,5,7,3,⭐,auto
287,显示技术,326966434.29,20784937,47,6956732.644468086,40.22861638736471,7.052,0.85,38,4,5,⭐,auto
288,电子身份证,323910891.47,19502969,38,8523970.828157896,21.475152794368306,,0.69,27,8,3,⭐,auto
289,辅助生殖,321995378.49,20937924,54,5962877.379444445,28.370459779655235,18.447,0.46,31,12,11,⭐,auto
290,集成电路制造,321010954.0,4406831,8,40126369.25,110.39771095020014,,2.48,8,0,0,⭐,auto
291,通信应用增值服务,317184435.0,29908300,17,18657907.94117647,44.60335112424416,,1.5,14,2,1,⭐,auto
292,钙钛矿电池,315860478.4,45890510,43,7345592.520930232,33.28642300528473,,0.41,30,9,4,⭐,auto
293,其他小金属,314824297.98,5184773,14,22487449.855714288,73.8940224853619,,0.86,9,2,3,⭐,auto
294,国资云概念,314380442.12,12093944,20,15719022.106,43.50359269317131,18.477999999999998,0.96,14,5,1,⭐,auto
295,工业大麻,312666939.33,42354277,36,8685192.759166665,11.008434878704321,52.688,-0.43,17,9,10,⭐,auto
296,空气能热泵,312220685.59000003,37704269,35,8920591.016857143,39.3107703031444,27.211,0.4,20,10,5,⭐,auto
297,游戏Ⅱ,309754459.5,19807433,25,12390178.38,28.768333976092446,,0.07,8,13,4,⭐,auto
298,游戏Ⅲ,309754459.5,19807433,25,12390178.38,28.768333976092446,,0.07,8,13,4,⭐,auto
299,财税数字化,303219227.11,12403250,40,7580480.677750001,95.47854947199262,14.436000000000002,0.26,24,12,4,⭐,auto
300,AI语料,302569928.25,41517808,32,9455310.2578125,17.735156920134212,,0.47,22,8,2,⭐,auto
301,换电概念,302476272.0,35840857,40,7561906.8,45.89154755653031,12.518,0.77,29,8,3,⭐,auto
302,数据确权,299132356.09000003,25074326,33,9064616.851212122,17.604945987338976,,0.79,21,7,5,⭐,auto
303,3D玻璃,298862071.06,11350214,15,19924138.070666667,80.77837437637477,4.042,1.43,15,0,0,⭐,auto
304,白酒,295996526.28,20223940,46,6434707.093043477,227.70336100574866,53.334,0.07,14,26,6,⭐,auto
305,影视概念,295318484.0,33201961,62,4763201.354838709,16.435690569778213,5.847999999999999,0.29,37,13,12,⭐,auto
306,体育产业,293443690.2,30084617,70,4192052.717142857,24.220892707363454,6.758,0.41,42,15,13,⭐,auto
307,装配建筑,293372179.94,46192069,87,3372094.0222988506,8.507911087474874,6.5385,0.41,53,13,21,⭐,auto
308,其他电源设备Ⅱ,293171273.26,10244257,31,9457137.847096775,91.79798450425437,,1.12,25,3,3,⭐,auto
309,HJT电池,291504471.75,15640292,39,7474473.634615385,119.7898550326321,,0.28,26,9,4,⭐,auto
310,空间站概念,290204025.0,7951366,20,14510201.25,68.1683271864682,9.722,0.69,18,2,0,⭐,auto
311,建筑材料,287844874.33,18239751,71,4054153.1595774647,48.94403143572315,3.989,0.38,44,16,11,⭐,auto
312,PVDF概念,285810485.95,8447461,16,17863155.371875,37.87072239486005,,0.07,6,7,3,⭐,auto
313,贵金属,284940423.16,8875141,13,21918494.089230772,39.790671015015285,31.77,-1.14,1,12,0,⭐,auto
314,创新医疗服务,281739251.26,14256591,77,3658951.315064935,39.6766839359233,11.951,0.12,37,30,10,⭐,auto
315,谷子经济,279520037.45,26852208,71,3936901.935915493,26.996108251256604,6.95,0.23,39,17,15,⭐,auto
316,家电零部件Ⅲ,278568219.79999995,6800277,30,9285607.326666664,55.12224435096169,8.431999999999999,0.48,23,4,3,⭐,auto
317,家电零部件Ⅱ,278568219.79999995,6800277,30,9285607.326666664,55.12224435096169,8.431999999999999,0.48,23,4,3,⭐,auto
318,东北振兴,276468092.24,53244459,56,4936930.218571429,13.448407825708301,6.1775,0.08,24,21,11,⭐,auto
319,券商概念,275691586.69000006,17801435,55,5012574.303454546,49.45442462140409,4.748,-0.15,9,34,12,⭐,auto
320,工程机械概念,274627670.0,22855463,51,5384856.274509804,31.8425874151983,9.380666666666665,0.73,35,10,6,⭐,auto
321,超超临界发电,273389972.6,36651371,49,5579387.195918368,13.876761977787329,7.469333333333334,0.35,30,5,14,⭐,auto
322,垃圾分类,273041386.71,23770551,97,2814859.6568041234,18.06475001407782,6.929333333333332,0.22,51,26,20,⭐,auto
323,知识产权,270004368.52,14146007,42,6428675.44095238,38.63194636576764,,0.72,26,10,6,⭐,auto
324,医美概念,264054719.15,17297062,75,3520729.5886666668,128.630246478027,8.224666666666666,0.18,39,24,12,⭐,auto
325,铜,260810435.6,13199430,17,15341790.329411764,28.244240257624107,,-0.12,6,7,4,⭐,auto
326,ETC,259638449.24,22936629,42,6181867.839047619,29.56623219146292,,0.71,31,4,7,⭐,auto
327,磁悬浮概念,259075120.5,14278688,29,8933624.844827587,39.26110057676855,,0.35,19,5,5,⭐,auto
328,味蕾经济,257318162.49,17188145,89,2891215.3088764045,259.93312199907473,98.328,0.1,33,41,15,⭐,auto
329,UWB概念,257302062.2,10434141,19,13542213.799999999,74.44680237857027,,0.95,16,1,2,⭐,auto
330,体外诊断概念,256299602.86,16789188,68,3769111.806764706,36.98714349332434,,0.36,41,18,9,⭐,auto
331,创新药,252464776.94,11091025,93,2714675.020860215,55.475985734434374,,0.06,45,34,14,⭐,auto
332,复合集流体,251506193.05,10081025,29,8672627.346551724,54.749331779831095,,0.47,18,8,3,⭐,auto
333,面板,248075033.8,34349538,38,6528290.363157895,21.79431247257579,7.901,0.75,23,7,8,⭐,auto
334,时空大数据,247977476.78,7880477,26,9537595.260769231,76.62428486178837,,1.03,22,3,1,⭐,auto
335,减肥药,247847037.0,8687819,34,7289618.735294118,40.34341109832917,32.274,-0.05,18,14,2,⭐,auto
336,基因测序,247283906.4,25828931,39,6340612.984615385,18.588958023634653,32.274,0.69,27,6,6,⭐,auto
337,模拟芯片设计,243054179.18,3246689,35,6944405.119428571,115.78244595230909,,1.35,30,4,1,⭐,auto
338,工业气体,240624391.0,8437083,27,8912014.481481481,60.33042958172099,16.637999999999998,0.62,16,7,4,⭐,auto
339,化学制剂,238171631.2,13233506,94,2533740.7574468083,44.192290163363374,,0.02,40,35,19,⭐,auto
340,精准医疗,237472441.4,24007336,44,5397100.940909091,15.907382793077435,32.274,0.44,26,10,8,⭐,auto
341,VPN,230096222.6,10447310,19,12110327.505263157,64.96419111907665,,0.87,13,5,1,⭐,auto
342,幽门螺杆菌概念,227966796.2,17347817,51,4469937.180392156,20.608392921458712,32.274,0.26,25,16,10,⭐,auto
343,煤化工概念,227090224.5,19749256,72,3154030.8958333335,24.97757625624057,5.513999999999999,0.14,39,15,18,⭐,auto
344,汽车零部件,226440361.0,8447660,72,3145005.013888889,47.44047291833721,,0.23,41,23,8,⭐,auto
345,医疗器械概念,222474687.0,4884318,86,2586914.965116279,136.24339708453152,,0.25,51,25,10,⭐,auto
346,工程机械,219775315.6,16897996,28,7849118.414285714,21.706627244301544,9.380666666666665,1.1,21,5,2,⭐,auto
347,商贸零售,218551019.69,26084592,99,2207586.0574747473,16.587408899308713,8.36775,0.08,38,37,24,⭐,auto
348,超级品牌,215302358.14,6412219,32,6728198.691875,335.75201048099683,57.852,0.12,9,15,8,⭐,auto
349,化债(AMC)概念,213112074.48,21642975,57,3738808.324210526,17.470445715622787,5.553,0.2,26,17,14,⭐,auto
350,被动元件,209256707.0,5387489,16,13078544.1875,48.46453883874795,,1.98,15,1,0,⭐,auto
351,中药Ⅱ,207206773.8,18501378,64,3237605.840625,18.546415641214907,53.249,0.06,34,20,10,⭐,auto
352,中药Ⅲ,207206773.8,18501378,64,3237605.840625,18.546415641214907,53.249,0.06,34,20,10,⭐,auto
353,光伏电池组件,205870850.0,12848501,21,9803373.80952381,48.6336670773157,,0.7,17,4,0,⭐,auto
354,通信工程及服务,204900171.8,11443626,19,10784219.568421053,51.10119517730928,,0.79,16,1,1,⭐,auto
355,新消费,204165742.3,13153368,79,2584376.484810127,22.534456461157248,4.62,0.23,41,24,14,⭐,auto
356,玻璃玻纤,203833357.0,8547595,15,13588890.466666667,62.02369481527011,,1.09,11,3,1,⭐,auto
357,其他汽车零部件,203305334.06,9445740,52,3909717.962692308,69.30336431878958,,0.23,33,14,5,⭐,auto
358,医疗服务,202157044.99,13393199,53,3814283.867735849,39.78491586561096,6.977,0.17,25,22,6,⭐,auto
359,上海自贸,197160189.0,7482974,34,5798829.088235294,168.81263067712925,,0.55,20,8,6,⭐,auto
360,刀片电池,195906915.26,4342265,12,16325576.271666666,76.8612234926362,,0.21,5,3,4,⭐,auto
361,中俄贸易概念,195736532.8,14294226,76,2575480.694736842,32.57968112164931,10.940999999999999,0.37,47,18,11,⭐,auto
362,破发股,195553238.0,15902159,180,1086406.8777777778,34.070335054531796,,0.27,111,47,22,⭐,auto
363,中药概念,194912714.0,23418388,96,2030340.7708333333,19.907375036602282,,0.19,50,27,19,⭐,auto
364,综合Ⅱ,193775960.0,12008002,17,11398585.88235294,29.58505404643589,8.645,0.61,10,0,7,⭐,auto
365,综合Ⅲ,193775960.0,12008002,17,11398585.88235294,29.58505404643589,8.645,0.61,10,0,7,⭐,auto
366,玻纤制造,190657575.0,6022845,8,23832196.875,65.93582197859172,,1.74,6,1,1,⭐,auto
367,尾气治理,189385213.6,6402310,33,5738945.866666666,45.35754547735188,19.812,0.34,20,9,4,⭐,auto
368,铅锌,187628384.0,12672440,11,17057125.818181816,20.10526328734996,7.756,0.69,8,3,0,⭐,auto
369,EDR概念,185631995.0,4914476,14,13259428.214285715,169.6697873887527,,0.36,9,5,0,⭐,auto
370,数字水印,183411160.07,15232266,18,10189508.892777778,19.22925376253142,,1.82,12,5,1,⭐,auto
371,华为欧拉,181257479.0,5102895,14,12946962.785714285,38.208622218121,,-0.26,5,6,3,⭐,auto
372,土地流转,178106808.5,27345210,44,4047882.0113636362,11.487985579198112,6.183999999999999,0.57,27,9,8,⭐,auto
373,智慧灯杆,177781373.5,8232187,26,6837745.134615385,54.940551842822835,5.715999999999999,1.04,20,3,3,⭐,auto
374,房屋检测,177393116.0,16691648,37,4794408.540540541,12.371815761328639,3.7159999999999997,0.47,21,8,8,⭐,auto
375,银行,176755038.0,21205028,42,4208453.285714285,14.483363106346081,11.342,-0.15,3,21,18,⭐,auto
376,磨具磨料,175631138.0,10287630,12,14635928.166666666,30.91703490994859,,2.43,10,1,1,⭐,auto
377,电子车牌,173615336.9,16355093,18,9645296.494444445,11.986168937124587,,0.97,15,1,2,⭐,auto
378,环境治理,173063577.56,43795574,96,1802745.5995833334,15.079721012686894,,0.1,49,30,17,⭐,auto
379,地下管网,172079724.2,20069301,48,3584994.2541666664,12.0464028355447,,0.87,34,11,3,⭐,auto
380,拼多多概念,171820675.25,9898562,28,6136452.6875,27.81603776645907,,0.26,15,10,3,⭐,auto
381,专业工程,171423096.64,16292126,37,4633056.665945945,35.649795150654214,18.018,0.41,21,6,10,⭐,auto
382,风电设备,168619767.6,6484501,30,5620658.92,61.84655656408342,,0.33,17,10,3,⭐,auto
383,纳米银,163818727.94,7205333,7,23402675.419999998,40.28515594839504,,-0.17,3,4,0,⭐,auto
384,化学原料,163816888.67000002,12973368,58,2824429.115,19.81551296198415,9.409,0.12,31,11,16,⭐,auto
385,C2M概念,162040530.79000002,15646493,37,4379473.805135136,18.525719937446397,,0.25,20,10,7,⭐,auto
386,PLC概念,160839551.61,5249021,10,16083955.161000002,54.08965907262204,,1.11,6,3,1,⭐,auto
387,生物疫苗,160816768.0,10697111,66,2436617.696969697,26.316955670163388,18.633,0.15,35,19,12,⭐,auto
388,光伏发电,159507225.0,27223098,13,12269786.538461538,6.22355488235721,,0.75,9,2,2,⭐,auto
389,基础建设,154437747.44,32878913,44,3509948.805454545,8.005584106214286,4.0809999999999995,0.1,22,11,11,⭐,auto
390,全息技术,154344080.0,3018800,11,14031280.0,116.91216601906598,7.717999999999999,0.53,9,1,1,⭐,auto
391,培育钻石,151521497.64,9293951,15,10101433.175999999,34.936840721946034,17.951999999999998,1.83,9,6,0,⭐,auto
392,医废处理,151045666.8,36566128,31,4872440.86451613,7.613952024051045,7.154999999999999,0.2,17,7,7,⭐,auto
393,机器人,150505957.0,3035291,17,8853291.588235294,122.8913590551768,,0.56,12,3,2,⭐,auto
394,维生素,146063130.44,11064112,31,4711713.88516129,21.203802201094334,,0.39,18,10,3,⭐,auto
395,原料药,144657667.2,9016259,41,3528235.7853658535,39.95121654444875,,0.02,19,15,7,⭐,auto
396,农业种植,144623619.37,15773837,77,1878228.822987013,20.87246941566914,98.328,0.18,36,23,18,⭐,auto
397,建筑节能,144382644.34,13500859,45,3208503.2075555557,16.637320263465398,2.8810000000000002,0.09,29,12,4,⭐,auto
398,统一大市场,144046877.21,19917503,40,3601171.93025,11.255385187511347,7.1819999999999995,0.13,18,12,10,⭐,auto
399,氦气概念,142606642.0,6067077,15,9507109.466666667,51.96901746673201,,0.2,9,6,0,⭐,auto
400,红利破净股,141704889.0,20009495,39,3633458.6923076925,8.739829598049647,11.673,-0.03,12,17,10,⭐,auto
401,膜材料,141154067.0,5828589,20,7057703.35,45.261715657686295,,0.43,14,3,3,⭐,auto
402,能源及重型设备,140799021.0,11287682,55,2559982.2,34.502906220925354,,0.18,34,11,10,⭐,auto
403,蓄电池及其他电池,140064027.0,6084676,9,15562669.666666666,32.128447167451505,,0.73,6,1,2,⭐,auto
404,ERP概念,139636114.64,6325413,22,6347096.119999999,27.071700105413367,,-0.01,11,8,3,⭐,auto
405,单抗概念,137986068.0,5928663,49,2816042.2040816327,50.171215339126476,20.602666666666668,0.07,28,11,10,⭐,auto
406,旅游概念,137823031.7,22262345,52,2650442.917307692,10.452343742152642,6.0715,0.05,21,23,8,⭐,auto
407,食品安全,136432644.0,13113106,47,2902822.212765957,24.639618837654428,7.180999999999999,0.45,30,9,8,⭐,auto
408,氟化工,135977213.95,4323061,10,13597721.395,33.6683994515134,,0.03,5,4,1,⭐,auto
409,冰雪经济,133673324.34,11632447,42,3182698.1985714287,15.130847032399013,6.045999999999999,0.23,22,10,10,⭐,auto
410,环保设备Ⅱ,132532768.0,8210742,26,5097414.153846154,18.559733496182616,16.637999999999998,0.22,14,5,7,⭐,auto
411,股权转让,130608990.6,15569364,39,3348948.476923077,12.985776841552285,5.487,0.69,27,5,7,⭐,auto
412,汽车一体化压铸,130176223.81,5757083,29,4488835.303793103,56.40226721699449,,0.45,19,6,4,⭐,auto
413,金属新材料,129550197.4,4410099,32,4048443.66875,55.80058994033381,,0.96,25,4,3,⭐,auto
414,钨,128536118.0,2579900,4,32134029.5,52.765987585995084,,-0.15,2,2,0,⭐,auto
415,碳基材料,128503399.0,5995274,19,6763336.7894736845,37.86036232761439,,0.91,12,3,4,⭐,auto
416,生物制品,127329022.0,5710897,54,2357944.8518518517,47.89309643040688,18.356666666666666,0.19,30,19,5,⭐,auto
417,海绵城市,127056780.2,19013720,36,3529355.0055555557,7.888652397489293,3.28,0.68,21,8,7,⭐,auto
418,页岩气,125219241.0,24340972,30,4173974.7,25.11193692221789,,0.46,22,3,5,⭐,auto
419,MLOps概念,125100226.0,5483038,10,12510022.6,46.301994544438315,,0.49,7,3,0,⭐,auto
420,快递概念,124335009.21000001,15017092,40,3108375.23025,18.418501724378487,,0.29,23,9,7,⭐,auto
421,服装家纺,124214706.5,15109568,60,2070245.1083333334,17.354454871815037,,-0.03,32,24,4,⭐,auto
422,基建市政工程,123091791.44,25697913,26,4734299.67076923,6.839551365661722,5.544,0.38,13,3,10,⭐,auto
423,汽车电子电气系统,121819275.36,5617733,39,3123571.163076923,51.306949608528676,,0.35,28,9,2,⭐,auto
424,电网自动化设备,121417601.0,4493645,26,4669907.730769231,40.929760370739,26.156,1.02,23,2,1,⭐,auto
425,汽车整车,121098071.0,7456318,24,5045752.958333333,60.76926111878363,12.3,0.03,9,8,7,⭐,auto
426,钒电池,120653324.0,25332323,22,5484242.0,11.150977176061891,6.714,0.45,15,3,4,⭐,auto
427,核污染防治,120548532.0,8296961,30,4018284.4,28.54047041510219,,0.5,24,2,4,⭐,auto
428,零售概念,119563652.44999999,10561593,62,1928446.0072580643,33.40605302258396,8.461333333333334,0.03,24,26,12,⭐,auto
429,首发经济,117156292.25,9598034,40,2928907.30625,21.673743927889625,5.6295,0.51,26,8,6,⭐,auto
430,医疗器械,116910356.0,3871307,89,1313599.5056179776,60.99302454161897,,0.33,56,20,13,⭐,auto
431,环氧丙烷,113693617.46000001,6160308,20,5684680.873000001,47.50609782770474,,0.39,13,5,2,⭐,auto
432,稀土,112710071.0,2180623,4,28177517.75,55.426358599933806,,0.82,4,0,0,⭐,auto
433,屏下摄像,109889019.8,12460970,9,12209891.08888889,20.951376067165544,16.778,0.62,6,0,3,⭐,auto
434,白银,109421476.0,4022100,3,36473825.333333336,38.80587798139371,46.908,-0.37,1,2,0,⭐,auto
435,医药生物,108335665.0,2719527,72,1504662.013888889,69.20086340432543,,0.11,40,25,7,⭐,auto
436,电机Ⅱ,108302334.28,4628738,25,4332093.3712,35.31092065143991,,0.35,16,6,3,⭐,auto
437,电机Ⅲ,108302334.28,4628738,25,4332093.3712,35.31092065143991,,0.35,16,6,3,⭐,auto
438,其他专业工程,107329446.0,8444700,18,5962747.0,51.15340186028725,18.018,0.64,13,2,3,⭐,auto
439,民爆概念,106718411.66,16716200,22,4850836.893636364,25.148612858803865,,0.03,14,6,2,⭐,auto
440,电子纸概念,105582442.8,24366870,12,8798536.9,6.767037348675552,5.997,0.58,8,1,3,⭐,auto
441,配电设备,103193810.0,6033493,25,4127752.4,20.270769781830904,,0.6,15,5,5,⭐,auto
442,酿酒概念,101903827.0,2282044,35,2911537.9142857143,631.1440175634425,98.328,-0.11,7,21,7,⭐,auto
443,生态农业,101895941.0,12099271,39,2612716.435897436,16.95103811537694,6.674000000000001,-0.0,18,10,11,⭐,auto
444,影视院线,101492534.0,13695700,18,5638474.111111111,9.69600471341074,,0.31,10,5,3,⭐,auto
445,其他金属新材料,100804163.0,3426188,18,5600231.277777778,56.5582396411684,,1.35,14,2,2,⭐,auto
446,风电零部件,100654763.6,3716207,25,4026190.5439999998,86.06774022532204,,0.22,13,9,3,⭐,auto
447,家居用品,100284005.66,11008413,73,1373753.5021917808,19.534153354230906,,0.4,42,16,15,⭐,auto
448,CRO,99074485.94,3410878,37,2677688.809189189,61.33831595953169,,0.16,20,15,2,⭐,auto
449,土壤修复,98741653.0,9672795,34,2904166.2647058824,18.664035463027947,,0.33,17,8,9,⭐,auto
450,航海装备Ⅱ,98590873.0,3118200,10,9859087.3,40.52143620119887,,0.23,6,3,1,⭐,auto
451,航海装备Ⅲ,98590873.0,3118200,10,9859087.3,40.52143620119887,,0.23,6,3,1,⭐,auto
452,化妆品概念,98192268.25,6432491,56,1753433.361607143,35.59819806164524,,-0.01,24,26,6,⭐,auto
453,电视广播Ⅱ,96383938.0,17419537,13,7414149.076923077,6.009141230564785,7.531999999999999,0.36,8,3,2,⭐,auto
454,电视广播Ⅲ,96383938.0,17419537,13,7414149.076923077,6.009141230564785,7.531999999999999,0.36,8,3,2,⭐,auto
455,调味品概念,95793508.53,8411826,32,2993547.1415625,13.068384836707889,7.176,0.32,15,10,7,⭐,auto
456,其他自动化设备,94501413.32,1439602,26,3634669.743076923,221.95585979640668,,0.25,19,5,2,⭐,auto
457,地面兵装Ⅱ,94158851.0,6178038,12,7846570.916666667,21.788502341962516,17.951999999999998,0.61,8,3,1,⭐,auto
458,地面兵装Ⅲ,94158851.0,6178038,12,7846570.916666667,21.788502341962516,17.951999999999998,0.61,8,3,1,⭐,auto
459,水务及水治理,93688835.0,34728711,51,1837035.9803921569,10.759265107700399,8.453999999999999,0.01,25,16,10,⭐,auto
460,化学纤维,92959482.59,5354787,26,3575364.7150000003,48.10461238085619,5.41,0.25,15,8,3,⭐,auto
461,影视动漫制作,92356537.0,12872100,14,6596895.5,9.442180978375141,,0.31,7,4,3,⭐,auto
462,GDR,91611659.02,4334773,11,8328332.638181818,24.029482495056776,,0.22,5,4,2,⭐,auto
463,逆变器,89380764.0,863227,9,9931196.0,122.47746024640713,,0.49,5,4,0,⭐,auto
464,钢铁,88809062.75999999,16684358,44,2018387.7899999998,13.722409029090626,,0.16,21,8,15,⭐,auto
465,免疫治疗,86710844.0,10290264,44,1970701.0,14.740402461747347,5.6546666666666665,0.12,21,15,8,⭐,auto
466,彩票概念,86599699.0,6951700,19,4557878.894736842,16.20315008150317,,0.04,7,7,5,⭐,auto
467,沪企改革,86514641.0,9152226,39,2218324.128205128,13.926599835165474,,0.13,20,10,9,⭐,auto
468,专业服务,86402501.0,2859422,30,2880083.3666666667,48.91438377183086,,0.78,22,2,6,⭐,auto
469,机床工具,86139201.5,4300410,18,4785511.194444444,60.18089942481067,6.236,0.15,6,6,6,⭐,auto
470,白酒Ⅲ,85926429.0,930844,19,4522443.631578947,743.9138504244137,98.328,-0.24,2,15,2,⭐,auto
471,医疗研发外包,85164638.94,1909453,29,2936711.687586207,69.72927711660866,,0.09,14,13,2,⭐,auto
472,CAR-T细胞疗法,85000741.15,3435236,23,3695684.397826087,49.93127145452283,4.992,0.11,12,6,5,⭐,auto
473,航空机场,84864598.0,27011026,13,6528046.0,7.124352022854098,12.495000000000001,-0.72,0,10,3,⭐,auto
474,非金属材料Ⅲ,83837325.64,1391948,7,11976760.805714285,65.1266052083815,,1.4,5,0,2,⭐,auto
475,独家药品,83604954.8,9443308,43,1944301.2744186046,15.378719140656123,52.688,0.05,18,14,11,⭐,auto
476,DRG/DIP,83455515.52,5932677,18,4636417.528888889,17.116995345718763,7.922,0.25,8,7,3,⭐,auto
477,风力发电,80601228.92,13183084,15,5373415.261333333,7.662938083842804,10.996,0.17,6,4,5,⭐,auto
478,纺织制造,78141355.0,6163100,31,2520688.870967742,37.64550408640853,,0.43,17,6,8,⭐,auto
479,热力服务,77825583.0,7182780,18,4323643.5,14.304007564950208,,0.38,12,4,2,⭐,auto
480,燃气Ⅱ,77470432.1,6517364,29,2671394.2103448273,18.01320003144787,4.708,0.26,15,6,8,⭐,auto
481,贸易Ⅲ,77080134.12,9476268,15,5138675.608,8.486704810741447,11.974,0.29,8,3,4,⭐,auto
482,检测服务,76787673.0,2421922,21,3656555.8571428573,50.53354760392336,,0.83,15,1,5,⭐,auto
