排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,平均涨幅%,上涨数,下跌数,平盘数,关注
216,3D摄像头,322416997.82,7064007,9,35824110.868888885,-0.76,0,9,0,⭐
217,家电零部件Ⅲ,319382074.4,33255298,31,10302647.561290322,-0.22,8,18,5,⭐
218,家电零部件Ⅱ,319382074.4,33255298,31,10302647.561290322,-0.22,8,18,5,⭐
219,空间站概念,317537231.0,8214942,20,15876861.55,-0.16,4,14,2,⭐
220,网红经济,316766321.4,24308490,99,3199659.812121212,-0.21,27,59,13,⭐
221,自动化设备,313864722.7,6628034,79,3972971.1734177214,-0.26,24,48,5,⭐
222,其他计算机设备,310156121.8,8937829,60,5169268.696666667,-0.32,11,43,5,⭐
223,碳交易,308030585.0,23944893,97,3175573.0412371135,-0.15,21,57,19,⭐
224,小红书概念,307292124.27,21470571,73,4209481.154383562,-0.35,19,39,14,⭐
225,WiFi,307019500.70000005,6995774,30,10233983.356666667,-1.08,5,24,1,⭐
226,反内卷概念,303056546.6,27999568,99,3061177.2383838384,-0.02,40,42,17,⭐
227,虚拟电厂,301060487.90999997,30385314,66,4561522.544090909,-0.27,20,37,7,⭐
228,蓄电池及其他电池,300297720.6,10037324,9,33366413.400000002,-0.96,4,5,0,⭐
229,通用航空,299486941.0,14265051,34,8808439.44117647,0.12,14,18,2,⭐
230,华为海思,298521314.85,10428052,38,7855824.075,-0.48,9,28,1,⭐
231,长期破净,294703594.27,60269350,192,1534914.5534895833,-0.05,47,74,67,⭐
232,底盘与发动机系统,292394153.12,13512212,91,3213122.5617582416,-0.5,21,63,7,⭐
233,快手概念,291197152.83,19143376,32,9099911.0259375,-0.42,4,21,7,⭐
234,金属制品,290011739.0,17598311,70,4143024.842857143,-0.4,18,43,7,⭐
235,TOPCon电池,289175122.0,33044246,44,6572161.863636363,0.03,21,15,8,⭐
236,新材料,286337401.0,7409424,82,3491919.524390244,0.14,40,33,7,⭐
237,生态农业,285719044.65999997,19212312,39,7326129.3502564095,0.22,10,18,11,⭐
238,工业大麻,283242210.2,15344510,36,7867839.172222222,0.11,8,18,10,⭐
239,PEEK材料概念,283220353.84000003,8077956,41,6907813.508292683,-0.1,14,21,6,⭐
240,化学制品,280634972.0,13088983,168,1670446.261904762,-0.12,56,77,34,⭐
241,纸包装,279625062.2,13011210,19,14717108.536842104,0.49,5,7,7,⭐
242,腾讯云,278790118.0,4150500,20,13939505.9,-1.16,2,14,4,⭐
243,航空装备Ⅲ,278378791.99,10177098,46,6051712.869347827,0.17,23,20,3,⭐
244,航空装备Ⅱ,278378791.99,10177098,46,6051712.869347827,0.17,23,20,3,⭐
245,飞行汽车(eVTOL),275919954.89,9294745,80,3448999.436125,-0.19,24,43,13,⭐
246,电子纸概念,275230123.0,83442635,13,21171547.923076924,-0.18,2,9,2,⭐
247,海南自贸,274869569.15999997,26485356,82,3352067.9165853653,-0.13,18,41,23,⭐
248,内贸流通,271729045.88,30576705,162,1677339.789382716,-0.24,31,93,37,⭐
249,新型城镇化,264000880.53,21663241,99,2666675.560909091,0.02,31,48,19,⭐
250,华为昇腾,262794143.1,12617223,46,5712916.154347826,-0.38,8,36,1,⭐
251,低价股,261115710.56,108672879,143,1825983.98993007,-0.21,28,57,58,⭐
252,超超临界发电,259410137.76999998,25737317,49,5294084.444285714,-0.19,17,29,3,⭐
253,移动支付,259153468.6,13164491,67,3867962.2179104476,-0.21,14,42,11,⭐
254,刀片电池,253848635.2,4598538,12,21154052.933333334,0.42,7,3,2,⭐
255,参股保险,248450467.56,27148112,74,3357438.750810811,-0.09,22,39,13,⭐
256,稀土永磁,244883616.9,15312707,50,4897672.338,-0.08,25,24,1,⭐
257,减速器,243822293.36,9797026,76,3208188.070526316,-0.22,20,49,7,⭐
258,智谱AI概念,242534642.39999998,12314076,32,7579207.574999999,-0.55,3,25,4,⭐
259,尾气治理,241887907.0,7724610,33,7329936.575757576,-0.23,9,21,3,⭐
260,其他通用设备,239805073.0,7792332,49,4893981.081632653,-0.62,10,29,9,⭐
261,煤化工概念,239057100.53,14416149,72,3320237.507361111,-0.31,15,41,16,⭐
262,工业气体,237764946.0,7744111,27,8806109.111111112,0.0,11,9,7,⭐
263,氟化工概念,236339905.0,12022987,36,6564997.361111111,0.14,17,14,5,⭐
264,复合集流体,233796611.0,7507007,29,8061952.1034482755,-0.14,10,18,1,⭐
265,时空大数据,231684931.0,4527901,26,8910958.884615384,-0.18,8,17,1,⭐
266,光伏电池组件,231443982.0,31341641,21,11021142.0,0.56,14,6,1,⭐
267,国资云概念,230269323.0,7340500,20,11513466.15,-1.05,3,17,0,⭐
268,IPO受益,223543500.0,12505300,54,4139694.4444444445,-0.11,14,26,14,⭐
269,广告营销,222490833.95999998,13165733,30,7416361.131999999,-0.31,7,18,4,⭐
270,装配建筑,220189557.54999998,36319320,87,2530914.454597701,0.1,29,40,16,⭐
271,生物识别,220004335.8,11481151,50,4400086.716,-0.45,7,34,7,⭐
272,IGBT概念,214453807.35,14389312,40,5361345.18375,-0.05,13,24,3,⭐
273,化学制药,213648492.0,14217078,150,1424323.28,-0.17,44,84,19,⭐
274,数据安全,212805233.87,9647181,81,2627225.109506173,-0.26,15,60,6,⭐
275,显示技术,211914645.0,16850669,48,4414888.4375,-0.27,9,36,3,⭐
276,AI语料,211644788.76,12405059,32,6613899.64875,-0.38,5,25,2,⭐
277,合成生物,209386832.32,11722805,112,1869525.2885714285,-0.13,32,62,18,⭐
278,其他电源设备Ⅱ,209141216.4,5552024,31,6746490.851612903,-0.78,4,24,2,⭐
279,化工原料,208374268.8,12819425,77,2706159.335064935,0.11,36,29,12,⭐
280,机器人执行器,207376009.0,4076011,35,5925028.828571429,-0.12,8,24,3,⭐
281,被动元件概念,205493663.95,5361854,28,7339059.426785714,-0.39,8,19,1,⭐
282,通信服务,204877799.91,14148561,39,5253276.92076923,-0.65,11,25,3,⭐
283,新零售,204586693.71,30803414,151,1354878.7662913909,-0.04,45,82,24,⭐
284,医美概念,204218940.06,15894339,75,2722919.2008,-0.3,9,41,24,⭐
285,病原体防治,202343737.6,15827202,168,1204427.0095238094,-0.18,42,101,22,⭐
286,光模块,199460928.0,14322705,94,2121924.765957447,-0.29,22,57,15,⭐
287,跨境支付,198578584.0,16734795,61,3255386.62295082,-0.22,12,37,12,⭐
288,高带宽内存,193028042.86,2516650,27,7149186.772592593,-0.46,7,17,3,⭐
289,价值股,191179261.0,13053842,100,1911792.61,-0.06,32,40,28,⭐
290,其他电子Ⅲ,189286014.01,8344191,33,5735939.818484848,-0.66,2,27,4,⭐
291,其他电子Ⅱ,189286014.01,8344191,33,5735939.818484848,-0.66,2,27,4,⭐
292,换电概念,187502060.15,6052734,40,4687551.50375,-0.34,12,24,4,⭐
293,北交所概念,186128449.0,11828900,25,7445137.96,-0.01,6,13,6,⭐
294,空气能热泵,184411735.0,5467300,35,5268906.714285715,-0.54,12,18,5,⭐
295,养老概念,183459912.86,20301048,127,1444566.2429921262,-0.24,25,78,24,⭐
296,UWB概念,182749593.14999998,12928318,19,9618399.639473682,-0.45,3,14,2,⭐
297,MLCC,182056398.45,4545702,18,10114244.358333332,-0.7,3,15,0,⭐
298,风电设备,181944561.0,8424393,30,6064818.7,-0.28,10,18,2,⭐
299,全息技术,180672097.6,8097588,11,16424736.145454545,0.09,4,5,2,⭐
300,次新股,180487887.2,4274742,51,3538978.180392157,-0.49,11,36,3,⭐
301,磷化工,172767081.6,24954894,45,3839268.48,0.25,22,16,7,⭐
302,火力发电,169953659.76999998,21727495,31,5482376.121612903,0.08,14,10,7,⭐
303,雅下水电概念,168899181.0,20677266,52,3248061.173076923,-0.14,18,22,12,⭐
304,纳米银,167408247.0,5890800,7,23915463.85714286,-0.36,1,6,0,⭐
305,机器视觉,166262630.0,5513006,82,2027593.0487804879,-0.33,17,57,6,⭐
306,建筑材料,165092384.0,11514416,71,2325244.8450704226,0.07,23,31,17,⭐
307,微盘股,163214580.68,17333028,399,409059.09944862156,-0.19,123,203,71,⭐
308,制冷空调设备,159794931.23000002,5975223,17,9399701.837058825,-1.49,2,12,2,⭐
309,创业板综,159531344.2,2437918,99,1611427.719191919,-0.21,24,62,12,⭐
310,氦气概念,158816915.0,7092247,15,10587794.333333334,0.11,8,6,1,⭐
311,科创板做市股,156939904.0,3263055,45,3487553.422222222,-0.0,17,25,3,⭐
312,味蕾经济,156538182.0,11341181,90,1739313.1333333333,0.0,30,43,17,⭐
313,红利股,154112873.6,15812202,100,1541128.736,-0.09,31,44,25,⭐
314,商贸零售,149200413.87,22205764,101,1477231.8204950495,-0.22,20,54,27,⭐
315,京津冀,147031239.06,17700667,59,2492054.899322034,-0.13,17,30,12,⭐
316,垃圾分类,146464674.8,13682652,97,1509945.1010309278,-0.11,30,47,20,⭐
317,汽车零部件,143037214.0,6201624,72,1986627.9722222222,-0.4,21,44,7,⭐
318,创新医疗服务,141642987.0,6990959,77,1839519.3116883116,-0.26,16,53,7,⭐
319,券商概念,140253721.0,12364566,54,2597291.1296296297,-0.29,6,32,16,⭐
320,化学制剂,139997808.0,9299116,95,1473661.1368421053,-0.22,26,53,14,⭐
