排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,平均涨幅%,上涨数,下跌数,平盘数,关注,data_source
68,商业地产,0.0,0.0,11,0.0,-0.04,4,4,3,⭐,auto
69,风电设备,0.0,0.0,29,0.0,-3.19,13,7,9,⭐,auto
70,金属制品,0.0,0.0,69,0.0,-6.71,36,24,9,⭐,auto
71,大众出版,0.0,0.0,18,0.0,-0.4,8,7,3,⭐,auto
72,电子化学品Ⅲ,0.0,0.0,35,0.0,-1.82,24,6,4,⭐,auto
73,电机Ⅱ,0.0,0.0,24,0.0,0.3,10,2,12,⭐,auto
74,航海装备Ⅱ,0.0,0.0,10,0.0,-0.0,6,3,1,⭐,auto
75,垂直应用软件,0.0,0.0,93,0.0,-2.3,48,28,17,⭐,auto
76,光伏电池组件,0.0,0.0,18,0.0,0.28,10,2,6,⭐,auto
77,种植业,0.0,0.0,19,0.0,0.82,9,5,5,⭐,auto
78,一般零售,0.0,0.0,58,0.0,-1.43,24,14,20,⭐,auto
79,其他汽车零部件,0.0,0.0,53,0.0,0.27,24,16,13,⭐,auto
80,海洋捕捞,0.0,0.0,2,0.0,-0.21,0,1,1,⭐,auto
81,林业Ⅲ,0.0,0.0,4,0.0,-0.26,1,1,2,⭐,auto
82,轻工制造,0.0,0.0,155,0.0,-0.18,75,47,33,⭐,auto
83,通用设备,0.0,0.0,163,0.0,-5.15,93,49,21,⭐,auto
84,汽车电子电气系统,0.0,0.0,42,0.0,-8.85,19,15,8,⭐,auto
85,特种纸,0.0,0.0,12,0.0,-7.16,4,6,2,⭐,auto
86,家居用品,0.0,0.0,73,0.0,0.28,37,16,20,⭐,auto
87,林业Ⅱ,0.0,0.0,4,0.0,-0.26,1,1,2,⭐,auto
88,工程机械,0.0,0.0,30,0.0,0.2,17,7,6,⭐,auto
89,农药,0.0,0.0,29,0.0,0.04,13,10,6,⭐,auto
90,稀土,0.0,0.0,4,0.0,0.06,2,1,1,⭐,auto
91,棉纺,0.0,0.0,8,0.0,0.68,5,2,1,⭐,auto
92,黑色家电,0.0,0.0,9,0.0,-0.15,3,4,2,⭐,auto
93,其他电源设备Ⅱ,0.0,0.0,29,0.0,0.57,18,6,5,⭐,auto
94,肉鸡养殖,0.0,0.0,6,0.0,-0.04,3,3,0,⭐,auto
95,轮胎轮毂,0.0,0.0,19,0.0,-0.09,10,6,3,⭐,auto
96,化学制药,0.0,0.0,160,0.0,-2.77,70,61,29,⭐,auto
97,炭黑,0.0,0.0,6,0.0,-16.69,2,2,2,⭐,auto
98,风电零部件,0.0,0.0,24,0.0,-4.05,11,6,7,⭐,auto
99,汽车零部件,0.0,0.0,75,0.0,-3.63,33,24,18,⭐,auto
100,通信工程及服务,0.0,0.0,20,0.0,1.14,13,1,6,⭐,auto
101,园林工程,0.0,0.0,23,0.0,0.27,14,8,1,⭐,auto
102,原料药,0.0,0.0,44,0.0,-4.29,19,21,4,⭐,auto
103,农用机械,0.0,0.0,9,0.0,0.2,5,1,3,⭐,auto
104,物业管理,0.0,0.0,7,0.0,-0.45,3,2,2,⭐,auto
105,房地产服务,0.0,0.0,10,0.0,-9.71,5,3,2,⭐,auto
106,摩托车,0.0,0.0,9,0.0,0.67,7,1,1,⭐,auto
107,互联网电商,0.0,0.0,17,0.0,0.62,9,3,5,⭐,auto
108,铁路运输,0.0,0.0,7,0.0,-0.01,3,3,1,⭐,auto
109,保健品,0.0,0.0,10,0.0,0.28,4,6,0,⭐,auto
110,底盘与发动机系统,0.0,0.0,98,0.0,-1.43,52,26,20,⭐,auto
111,水务及水治理,0.0,0.0,50,0.0,-9.78,16,21,13,⭐,auto
112,化学制剂,0.0,0.0,102,0.0,-2.59,47,38,17,⭐,auto
113,饲料,0.0,0.0,16,0.0,0.32,8,2,6,⭐,auto
114,热力服务,0.0,0.0,17,0.0,0.63,6,8,3,⭐,auto
115,中药Ⅲ,0.0,0.0,68,0.0,0.18,28,20,20,⭐,auto
116,卫浴电器,0.0,0.0,3,0.0,0.47,3,0,0,⭐,auto
117,环境治理,0.0,0.0,93,0.0,-6.13,38,35,20,⭐,auto
118,汽车,0.0,0.0,292,0.0,-2.36,144,89,59,⭐,auto
119,硅料硅片,0.0,0.0,5,0.0,1.03,3,1,1,⭐,auto
120,动力煤,0.0,0.0,16,0.0,-0.3,4,10,2,⭐,auto
121,消费电子零部件及组装,0.0,0.0,85,0.0,-1.52,49,18,18,⭐,auto
122,工程咨询服务Ⅱ,0.0,0.0,41,0.0,0.18,24,10,7,⭐,auto
123,教育运营及其他,0.0,0.0,2,0.0,-59.98,0,2,0,⭐,auto
124,通信服务,0.0,0.0,39,0.0,1.15,26,4,9,⭐,auto
125,中药Ⅱ,0.0,0.0,68,0.0,0.18,28,20,20,⭐,auto
126,能源及重型设备,0.0,0.0,53,0.0,-3.96,21,21,11,⭐,auto
127,商贸零售,0.0,0.0,101,0.0,-1.71,42,27,32,⭐,auto
128,纺织化学制品,0.0,0.0,12,0.0,-1.59,6,5,1,⭐,auto
129,耐火材料,0.0,0.0,4,0.0,-5.32,0,3,1,⭐,auto
130,照明设备Ⅲ,0.0,0.0,12,0.0,0.73,5,4,3,⭐,auto
131,化妆品制造及其他,0.0,0.0,7,0.0,-14.61,2,4,1,⭐,auto
132,学历教育,0.0,0.0,2,0.0,0.0,0,0,2,⭐,auto
133,制冷空调设备,0.0,0.0,19,0.0,0.21,11,4,3,⭐,auto
134,超市,0.0,0.0,8,0.0,0.04,2,2,4,⭐,auto
135,空调,0.0,0.0,3,0.0,-0.0,0,1,2,⭐,auto
136,照明设备Ⅱ,0.0,0.0,12,0.0,0.73,5,4,3,⭐,auto
137,汽车经销商,0.0,0.0,4,0.0,-24.92,1,2,1,⭐,auto
138,化学纤维,0.0,0.0,25,0.0,-4.05,11,8,6,⭐,auto
139,多业态零售,0.0,0.0,14,0.0,-0.2,6,3,5,⭐,auto
140,通信应用增值服务,0.0,0.0,16,0.0,1.38,12,2,2,⭐,auto
141,广告媒体,0.0,0.0,3,0.0,-33.41,0,2,1,⭐,auto
142,农业综合Ⅱ,0.0,0.0,3,0.0,2.14,3,0,0,⭐,auto
143,氟化工,0.0,0.0,11,0.0,0.63,9,0,2,⭐,auto
144,小金属,0.0,0.0,23,0.0,1.42,17,3,3,⭐,auto
145,食品加工,0.0,0.0,30,0.0,0.27,12,14,4,⭐,auto
146,高速公路,0.0,0.0,19,0.0,0.02,7,8,4,⭐,auto
147,非白酒,0.0,0.0,17,0.0,-6.06,5,9,3,⭐,auto
148,资产管理,0.0,0.0,4,0.0,0.05,3,1,0,⭐,auto
149,专业连锁Ⅱ,0.0,0.0,8,0.0,-0.21,2,4,2,⭐,auto
150,被动元件,0.0,0.0,15,0.0,0.72,12,2,1,⭐,auto
151,锂电池,0.0,0.0,28,0.0,0.44,16,5,7,⭐,auto
152,地面兵装Ⅱ,0.0,0.0,11,0.0,0.46,7,0,4,⭐,auto
153,地面兵装Ⅲ,0.0,0.0,11,0.0,0.46,7,0,4,⭐,auto
154,医疗耗材,0.0,0.0,46,0.0,-8.5,17,19,10,⭐,auto
155,零食,0.0,0.0,13,0.0,0.56,5,5,3,⭐,auto
156,煤炭开采,0.0,0.0,27,0.0,-0.16,8,13,6,⭐,auto
157,汽车服务,0.0,0.0,8,0.0,-12.36,3,2,3,⭐,auto
158,预加工食品,0.0,0.0,11,0.0,0.56,4,3,4,⭐,auto
159,动物保健Ⅱ,0.0,0.0,10,0.0,0.33,5,2,3,⭐,auto
160,定制家居,0.0,0.0,14,0.0,0.1,6,5,3,⭐,auto
161,院线,0.0,0.0,3,0.0,-1.47,0,3,0,⭐,auto
162,专业连锁Ⅲ,0.0,0.0,8,0.0,-0.21,2,4,2,⭐,auto
163,其他家电Ⅲ,0.0,0.0,3,0.0,0.04,2,1,0,⭐,auto
164,医院,0.0,0.0,16,0.0,1.14,9,3,4,⭐,auto
165,医药生物,0.0,0.0,71,0.0,-9.66,27,34,10,⭐,auto
166,其他家电Ⅱ,0.0,0.0,3,0.0,0.04,2,1,0,⭐,auto
167,农产品加工,0.0,0.0,21,0.0,-4.8,10,7,4,⭐,auto
168,环保设备Ⅱ,0.0,0.0,28,0.0,-2.74,18,9,1,⭐,auto
169,广告营销,0.0,0.0,31,0.0,-3.19,16,13,2,⭐,auto
170,电视广播Ⅱ,0.0,0.0,14,0.0,0.14,7,4,3,⭐,auto
171,通信,0.0,0.0,118,0.0,0.02,78,22,18,⭐,auto
172,铁路公路,0.0,0.0,33,0.0,-0.01,13,14,6,⭐,auto
173,医疗器械,0.0,0.0,85,0.0,-11.53,30,33,22,⭐,auto
174,其他橡胶制品,0.0,0.0,10,0.0,0.89,8,1,1,⭐,auto
175,电视广播Ⅲ,0.0,0.0,14,0.0,0.14,7,4,3,⭐,auto
176,防水材料,0.0,0.0,4,0.0,1.47,2,1,1,⭐,auto
177,汽车综合服务,0.0,0.0,4,0.0,0.2,2,0,2,⭐,auto
178,轨交设备Ⅲ,0.0,0.0,30,0.0,-7.51,9,10,11,⭐,auto
179,啤酒,0.0,0.0,7,0.0,0.08,2,2,3,⭐,auto
180,橡胶,0.0,0.0,18,0.0,-5.18,11,4,3,⭐,auto
181,航空机场,0.0,0.0,13,0.0,0.13,7,3,3,⭐,auto
182,原材料供应链服务,0.0,0.0,12,0.0,0.77,4,4,4,⭐,auto
183,其他数字媒体,0.0,0.0,2,0.0,0.7,1,0,1,⭐,auto
184,其他石化,0.0,0.0,14,0.0,-0.14,4,4,6,⭐,auto
185,纺织鞋类制造,0.0,0.0,1,0.0,0.05,1,0,0,⭐,auto
186,医疗研发外包,0.0,0.0,28,0.0,-4.44,5,17,6,⭐,auto
187,IT服务Ⅱ,0.0,0.0,121,0.0,-0.53,72,30,19,⭐,auto
188,膜材料,0.0,0.0,20,0.0,0.56,8,6,6,⭐,auto
189,物流,0.0,0.0,46,0.0,0.56,20,13,13,⭐,auto
190,纺织制造,0.0,0.0,32,0.0,-3.22,13,12,7,⭐,auto
191,IT服务Ⅲ,0.0,0.0,121,0.0,-0.53,72,30,19,⭐,auto
192,煤炭,0.0,0.0,34,0.0,-0.16,8,16,10,⭐,auto
193,清洁小家电,0.0,0.0,9,0.0,-0.51,4,2,3,⭐,auto
194,其他纺织,0.0,0.0,16,0.0,-6.39,6,8,2,⭐,auto
195,塑料,0.0,0.0,74,0.0,-3.83,36,22,16,⭐,auto
196,其他农产品加工,0.0,0.0,9,0.0,-0.58,4,4,1,⭐,auto
197,传媒,0.0,0.0,102,0.0,-1.85,51,37,14,⭐,auto
198,油田服务,0.0,0.0,7,0.0,-0.69,3,2,2,⭐,auto
199,辅料,0.0,0.0,3,0.0,-0.85,0,1,2,⭐,auto
200,其他运输设备,0.0,0.0,8,0.0,0.21,5,1,2,⭐,auto
201,化妆品,0.0,0.0,16,0.0,-6.45,8,6,2,⭐,auto
202,焦煤,0.0,0.0,11,0.0,0.03,4,3,4,⭐,auto
203,保险Ⅲ,0.0,0.0,5,0.0,0.2,4,0,1,⭐,auto
204,彩电,0.0,0.0,4,0.0,-0.22,1,3,0,⭐,auto
205,线下药店,0.0,0.0,8,0.0,0.33,4,1,3,⭐,auto
206,综合乘用车,0.0,0.0,5,0.0,-0.17,2,2,1,⭐,auto
207,非金属材料Ⅲ,0.0,0.0,6,0.0,1.07,4,2,0,⭐,auto
208,金融信息服务,0.0,0.0,3,0.0,0.02,1,0,2,⭐,auto
209,电信运营商,0.0,0.0,3,0.0,0.07,1,1,1,⭐,auto
210,电网自动化设备,0.0,0.0,28,0.0,-2.95,19,6,3,⭐,auto
211,医疗服务,0.0,0.0,53,0.0,-1.95,18,20,15,⭐,auto
212,港口,0.0,0.0,18,0.0,0.34,8,2,8,⭐,auto
213,旅游零售Ⅲ,0.0,0.0,1,0.0,-2.22,0,1,0,⭐,auto
214,会展服务,0.0,0.0,3,0.0,-0.46,1,2,0,⭐,auto
215,旅游零售Ⅱ,0.0,0.0,1,0.0,-2.22,0,1,0,⭐,auto
216,粮油加工,0.0,0.0,7,0.0,-14.22,4,2,1,⭐,auto
217,化学制品,0.0,0.0,170,0.0,-0.97,94,49,27,⭐,auto
218,粮食种植,0.0,0.0,2,0.0,-0.7,0,1,1,⭐,auto
219,其他小金属,0.0,0.0,13,0.0,1.84,10,2,1,⭐,auto
220,无机盐,0.0,0.0,10,0.0,-8.57,8,1,1,⭐,auto
221,基础建设,0.0,0.0,48,0.0,0.27,25,13,10,⭐,auto
222,建筑材料,0.0,0.0,72,0.0,-0.17,37,18,17,⭐,auto
223,国际工程,0.0,0.0,4,0.0,2.76,3,0,1,⭐,auto
224,综合电力设备商,0.0,0.0,2,0.0,0.18,2,0,0,⭐,auto
225,厨卫电器,0.0,0.0,9,0.0,-11.24,5,2,2,⭐,auto
226,医药商业,0.0,0.0,29,0.0,0.03,10,7,12,⭐,auto
227,多元金融,0.0,0.0,27,0.0,-3.62,11,9,7,⭐,auto
228,涤纶,0.0,0.0,10,0.0,-10.47,2,5,3,⭐,auto
229,水泥,0.0,0.0,22,0.0,0.17,11,4,7,⭐,auto
230,综合包装,0.0,0.0,5,0.0,-1.91,1,4,0,⭐,auto
231,基础化工,0.0,0.0,160,0.0,-1.01,88,41,31,⭐,auto
232,医药流通,0.0,0.0,21,0.0,-0.08,6,6,9,⭐,auto
233,光伏辅材,0.0,0.0,15,0.0,-6.33,6,5,4,⭐,auto
234,氯碱,0.0,0.0,15,0.0,-0.05,4,6,5,⭐,auto
235,人力资源服务,0.0,0.0,3,0.0,0.1,1,1,1,⭐,auto
236,水力发电,0.0,0.0,10,0.0,-0.05,4,3,3,⭐,auto
237,面板,0.0,0.0,37,0.0,0.43,24,8,5,⭐,auto
238,化学工程,0.0,0.0,7,0.0,-0.52,2,3,2,⭐,auto
239,其他养殖,0.0,0.0,3,0.0,1.74,2,1,0,⭐,auto
240,跨境物流,0.0,0.0,12,0.0,1.23,6,2,4,⭐,auto
241,专业工程,0.0,0.0,38,0.0,-4.63,18,11,9,⭐,auto
242,生活用纸,0.0,0.0,9,0.0,-0.52,3,5,1,⭐,auto
243,其他专业工程,0.0,0.0,18,0.0,-10.96,9,7,2,⭐,auto
244,教育出版,0.0,0.0,11,0.0,0.11,6,4,1,⭐,auto
245,信托,0.0,0.0,1,0.0,0.31,1,0,0,⭐,auto
246,综合Ⅱ,0.0,0.0,17,0.0,1.61,8,5,4,⭐,auto
247,光伏主材,0.0,0.0,3,0.0,-0.19,1,1,1,⭐,auto
248,文化用品,0.0,0.0,5,0.0,2.35,4,0,1,⭐,auto
249,食品及饲料添加剂,0.0,0.0,25,0.0,-0.05,11,9,5,⭐,auto
250,生物制品,0.0,0.0,53,0.0,-1.83,24,18,11,⭐,auto
251,美容护理,0.0,0.0,32,0.0,-3.42,12,12,8,⭐,auto
252,综合电商,0.0,0.0,3,0.0,0.0,0,0,3,⭐,auto
253,品牌化妆品,0.0,0.0,9,0.0,-0.09,6,2,1,⭐,auto
254,综合Ⅲ,0.0,0.0,17,0.0,1.61,8,5,4,⭐,auto
255,印刷包装机械,0.0,0.0,10,0.0,-9.47,4,4,2,⭐,auto
256,人工景区,0.0,0.0,5,0.0,-0.56,1,2,2,⭐,auto
257,电网设备,0.0,0.0,87,0.0,-4.92,53,19,15,⭐,auto
258,银行,0.0,0.0,43,0.0,-0.03,11,13,19,⭐,auto
259,乘用车,0.0,0.0,8,0.0,-0.5,2,5,1,⭐,auto
260,国有大型银行Ⅲ,0.0,0.0,6,0.0,0.01,1,1,4,⭐,auto
261,快递,0.0,0.0,5,0.0,-0.12,0,2,3,⭐,auto
262,化学原料,0.0,0.0,57,0.0,-1.51,26,19,12,⭐,auto
263,诊断服务,0.0,0.0,5,0.0,0.29,2,0,3,⭐,auto
264,其他生物制品,0.0,0.0,39,0.0,-2.71,15,16,8,⭐,auto
265,白色家电,0.0,0.0,9,0.0,-0.4,2,2,5,⭐,auto
266,公交,0.0,0.0,7,0.0,-0.09,3,3,1,⭐,auto
267,血液制品,0.0,0.0,3,0.0,0.1,1,2,0,⭐,auto
268,基建市政工程,0.0,0.0,25,0.0,0.27,11,5,9,⭐,auto
269,配电设备,0.0,0.0,26,0.0,-3.44,13,8,5,⭐,auto
270,玻璃制造,0.0,0.0,7,0.0,0.76,6,1,0,⭐,auto
271,铜,0.0,0.0,17,0.0,-0.08,8,5,4,⭐,auto
272,涂料,0.0,0.0,1,0.0,-4.99,0,1,0,⭐,auto
273,电池,0.0,0.0,94,0.0,-0.89,55,21,18,⭐,auto
274,印染,0.0,0.0,4,0.0,-0.98,1,1,2,⭐,auto
275,农商行Ⅲ,0.0,0.0,10,0.0,0.12,5,2,3,⭐,auto
276,白酒Ⅲ,0.0,0.0,18,0.0,-0.96,3,12,3,⭐,auto
277,燃气Ⅱ,0.0,0.0,31,0.0,-1.1,11,14,6,⭐,auto
278,厨房小家电,0.0,0.0,9,0.0,-0.59,3,4,2,⭐,auto
279,个护用品,0.0,0.0,13,0.0,-0.33,4,5,4,⭐,auto
280,饰品,0.0,0.0,16,0.0,-6.65,5,8,3,⭐,auto
281,火电设备,0.0,0.0,4,0.0,-1.3,1,3,0,⭐,auto
282,焦炭Ⅱ,0.0,0.0,7,0.0,-0.13,0,3,4,⭐,auto
283,电能综合服务,0.0,0.0,16,0.0,0.41,7,3,6,⭐,auto
284,调味发酵品Ⅲ,0.0,0.0,14,0.0,0.25,6,4,4,⭐,auto
285,调味发酵品Ⅱ,0.0,0.0,14,0.0,0.25,6,4,4,⭐,auto
286,旅游及景区,0.0,0.0,25,0.0,-0.28,7,13,5,⭐,auto
287,股份制银行Ⅲ,0.0,0.0,9,0.0,-0.02,4,2,3,⭐,auto
288,贸易Ⅲ,0.0,0.0,17,0.0,-5.68,7,5,5,⭐,auto
289,聚氨酯,0.0,0.0,7,0.0,-0.27,3,2,2,⭐,auto
290,先进封装,0.0,0.0,29,0.0,3.09,23,4,2,⭐,auto
291,AI芯片,0.0,0.0,37,0.0,1.6,31,4,2,⭐,auto
292,第四代半导体,0.0,0.0,5,0.0,2.68,4,0,1,⭐,auto
293,PLC概念,0.0,0.0,9,0.0,0.7,7,2,0,⭐,auto
294,卫星互联网,0.0,0.0,83,0.0,-0.47,52,15,16,⭐,auto
295,高带宽内存,0.0,0.0,25,0.0,2.75,25,0,0,⭐,auto
296,汽车芯片,0.0,0.0,69,0.0,-0.0,46,14,9,⭐,auto
297,彩票概念,0.0,0.0,19,0.0,1.52,9,3,7,⭐,auto
298,氮化镓,0.0,0.0,47,0.0,-0.92,33,11,3,⭐,auto
299,拼多多概念,0.0,0.0,29,0.0,1.15,16,6,7,⭐,auto
300,历史新高,0.0,0.0,42,0.0,1.63,27,8,7,⭐,auto
301,空间站概念,0.0,0.0,20,0.0,0.67,11,4,5,⭐,auto
302,航天航空,0.0,0.0,48,0.0,-4.49,23,14,11,⭐,auto
303,北斗导航,0.0,0.0,69,0.0,-2.39,38,16,15,⭐,auto
304,基金重仓,0.0,0.0,103,0.0,1.06,72,21,10,⭐,auto
305,铜缆高速连接,0.0,0.0,36,0.0,-5.01,21,12,3,⭐,auto
306,虚拟机器人,0.0,0.0,14,0.0,-0.0,8,3,3,⭐,auto
307,TOPCon电池,0.0,0.0,44,0.0,0.76,25,8,11,⭐,auto
308,百元股,0.0,0.0,254,0.0,-0.22,174,54,26,⭐,auto
309,MLCC,0.0,0.0,19,0.0,0.89,12,4,3,⭐,auto
310,大飞机,0.0,0.0,95,0.0,-0.68,51,31,13,⭐,auto
311,人形机器人,0.0,0.0,225,0.0,-1.38,142,48,35,⭐,auto
312,百日新高,0.0,0.0,140,0.0,1.21,73,43,24,⭐,auto
313,钙钛矿电池,0.0,0.0,43,0.0,-2.12,23,10,10,⭐,auto
314,机器视觉,0.0,0.0,85,0.0,-3.01,53,21,11,⭐,auto
315,微盘股,0.0,0.0,415,0.0,-0.55,226,109,80,⭐,auto
316,军民融合,0.0,0.0,171,0.0,-1.12,92,47,32,⭐,auto
317,商业航天,0.0,0.0,272,0.0,0.02,162,70,40,⭐,auto
318,复合集流体,0.0,0.0,30,0.0,1.39,17,8,5,⭐,auto
319,玻璃基板,0.0,0.0,32,0.0,2.41,27,2,3,⭐,auto
320,同步磁阻电机,0.0,0.0,6,0.0,0.78,4,2,0,⭐,auto
321,工业母机,0.0,0.0,78,0.0,-2.09,47,22,9,⭐,auto
322,华为海思,0.0,0.0,34,0.0,1.77,23,5,6,⭐,auto
323,存储芯片,0.0,0.0,98,0.0,2.5,88,8,2,⭐,auto
324,半导体概念,0.0,0.0,269,0.0,-0.79,195,43,31,⭐,auto
325,时空大数据,0.0,0.0,24,0.0,-4.98,14,7,3,⭐,auto
326,通用航空,0.0,0.0,32,0.0,0.45,23,4,5,⭐,auto
327,体育产业,0.0,0.0,68,0.0,0.83,37,22,9,⭐,auto
328,国产芯片,0.0,0.0,290,0.0,0.24,219,47,24,⭐,auto
329,次新股,0.0,0.0,53,0.0,-0.79,26,16,11,⭐,auto
330,LED概念,0.0,0.0,95,0.0,1.23,56,25,14,⭐,auto
331,3D打印,0.0,0.0,65,0.0,-2.23,43,15,7,⭐,auto
332,第三代半导体,0.0,0.0,90,0.0,1.8,64,17,9,⭐,auto
333,近期新高,0.0,0.0,155,0.0,1.05,80,49,26,⭐,auto
334,军工,0.0,0.0,387,0.0,-1.77,219,104,64,⭐,auto
335,机器人执行器,0.0,0.0,34,0.0,-0.04,18,6,10,⭐,auto
336,华为欧拉,0.0,0.0,14,0.0,0.68,9,4,1,⭐,auto
337,WiFi,0.0,0.0,27,0.0,-2.24,21,4,2,⭐,auto
338,毫米波概念,0.0,0.0,50,0.0,1.27,33,8,9,⭐,auto
339,最近多板,0.0,0.0,178,0.0,-0.04,90,56,32,⭐,auto
340,减速器,0.0,0.0,80,0.0,-1.23,44,15,21,⭐,auto
341,混合现实,0.0,0.0,30,0.0,0.89,19,5,6,⭐,auto
342,鸡肉概念,0.0,0.0,18,0.0,0.66,12,5,1,⭐,auto
343,培育钻石,0.0,0.0,15,0.0,-6.58,6,6,3,⭐,auto
344,猪肉概念,0.0,0.0,39,0.0,0.17,18,12,9,⭐,auto
345,生物识别,0.0,0.0,48,0.0,1.05,35,6,7,⭐,auto
