排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,平均涨幅%,上涨数,下跌数,平盘数,关注
322,流感,187516734.25,16345107,123,1524526.2947154471,-0.26,36,73,14,⭐
323,智谱AI概念,185506690.99,10219526,32,5797084.0934375,-0.14,11,16,5,⭐
324,彩电,185491256.49,17022943,4,46372814.1225,-1.53,1,3,0,⭐
325,钙钛矿电池,183990879.47,18735316,43,4278857.662093023,-0.08,16,22,4,⭐
326,装配建筑,183003054.8,33634971,87,2103483.388505747,-0.52,23,47,17,⭐
327,化学原料,182651201.0,16500363,57,3204407.035087719,-1.01,11,40,6,⭐
328,增强现实,181558300.5,7302642,44,4126325.0113636362,0.15,20,20,4,⭐
329,其他电源设备Ⅱ,181046644.58,5405189,31,5840214.341290323,0.08,10,18,3,⭐
330,股份制银行Ⅲ,180898252.0,16781950,9,20099805.777777776,0.27,3,4,2,⭐
331,炼油化工,180816508.0,11126100,10,18081650.8,-1.27,3,6,1,⭐
332,汽车零部件,180512908.0,7266056,72,2507123.722222222,-0.18,28,37,7,⭐
333,分立器件,179889802.0,2629794,18,9993877.888888888,0.28,11,7,0,⭐
334,中俄贸易概念,176654699.32,16287097,76,2324403.9384210524,-0.15,26,41,8,⭐
335,通用航空,176182493.32999998,13918724,35,5033785.523714285,-0.43,11,20,4,⭐
336,新消费,175937508.54,12743045,78,2255609.0838461537,-0.39,21,51,6,⭐
337,游戏Ⅱ,173029941.81,12067512,25,6921197.6724000005,-0.48,4,20,1,⭐
338,游戏Ⅲ,173029941.81,12067512,25,6921197.6724000005,-0.48,4,20,1,⭐
339,航空装备Ⅲ,171625236.73000002,9826289,46,3730983.4071739134,-0.78,15,27,3,⭐
340,航空装备Ⅱ,171625236.73000002,9826289,46,3730983.4071739134,-0.78,15,27,3,⭐
341,宠物经济,169151461.0,7021950,62,2728249.370967742,-0.16,21,31,9,⭐
342,破发股,167430814.0,20629440,184,909950.0760869565,-0.32,64,100,16,⭐
343,玻璃玻纤,165361725.0,7604620,15,11024115.0,-0.02,7,8,0,⭐
344,光伏发电,163863327.0,26193888,13,12604871.307692308,-1.0,3,10,0,⭐
345,配电设备,163796469.19,9181837,26,6299864.199615384,-0.69,7,17,2,⭐
346,VPN,162603852.0,4368678,19,8558097.47368421,0.05,8,9,1,⭐
347,有机硅概念,162020634.16,6115029,34,4765312.769411765,-0.48,11,22,1,⭐
348,建筑节能,159652479.5,12200655,45,3547832.8777777776,-0.54,14,26,5,⭐
349,玻纤制造,156604272.0,6019365,8,19575534.0,0.35,4,4,0,⭐
350,钢铁,156548165.74,21438798,43,3640655.0172093026,-0.09,13,22,8,⭐
351,上海自贸,155862986.0,10164984,33,4723120.787878788,0.17,13,15,5,⭐
352,北交所概念,154941697.8,15258188,25,6197667.9120000005,-0.44,3,20,2,⭐
353,Kimi概念,154647439.46,8252899,16,9665464.96625,-0.28,5,11,0,⭐
354,逆变器,154297863.0,1581954,9,17144207.0,-3.13,0,9,0,⭐
355,贵金属,153703950.0,5536600,13,11823380.76923077,-1.12,2,11,0,⭐
356,辅助生殖,152650280.0,12125253,54,2826857.037037037,-0.35,17,32,5,⭐
357,数字水印,151890496.44,13214720,18,8438360.913333334,0.37,6,10,2,⭐
358,京津冀,151637540.1,16868608,59,2570127.7983050845,-0.43,17,33,9,⭐
359,肝炎概念,150253606.2,7531619,57,2636028.178947368,-0.29,12,38,7,⭐
360,光伏电池组件,148966417.8,21833439,21,7093638.9428571435,-0.17,2,16,3,⭐
361,3D玻璃,148517982.0,11614400,15,9901198.8,-0.52,3,10,2,⭐
362,铜,147134538.0,7957124,17,8654972.823529411,-0.37,4,13,0,⭐
363,原料药,145661686.0,12325218,41,3552724.048780488,-0.32,14,26,1,⭐
364,能源及重型设备,142931569.0,8288990,56,2552349.4464285714,-0.3,17,35,4,⭐
365,财税数字化,142520210.06,6337475,40,3563005.2515000002,-0.6,10,28,2,⭐
366,面板,142288284.8,22174159,38,3744428.547368421,-0.19,10,20,8,⭐
367,土地流转,140786500.0,17303267,44,3199693.1818181816,-0.46,11,28,4,⭐
368,商贸零售,140742443.65,20443903,101,1393489.541089109,-0.3,27,51,23,⭐
369,快递概念,140147312.0,15224522,39,3593520.8205128205,0.18,17,15,7,⭐
370,服装家纺,139119233.5,16252050,59,2357953.1101694917,0.86,28,22,8,⭐
371,风力发电,136436024.0,20753600,15,9095734.933333334,-1.14,0,13,2,⭐
372,EDR概念,136401534.0,1782200,13,10492425.692307692,0.08,5,4,3,⭐
373,减肥药,133954321.1,4836142,34,3939832.9735294115,-0.37,11,20,3,⭐
374,AI语料,132061103.16,14281744,32,4126909.47375,-0.17,12,18,2,⭐
375,土壤修复,131772062.0,17432326,34,3875648.882352941,-0.49,11,20,3,⭐
376,减速器,131445749.6,7994386,76,1729549.3368421053,-0.28,23,45,7,⭐
377,ETC,131130348.0,13348500,42,3122151.1428571427,-0.43,12,25,5,⭐
378,化债(AMC)概念,130942390.8,15250393,56,2338256.9785714285,-0.49,9,37,10,⭐
379,体外诊断概念,130374259.0,6515368,67,1945884.462686567,-0.2,16,40,8,⭐
380,GDR,128261438.0,7643000,11,11660130.727272727,0.24,5,6,0,⭐
381,物流,127627562.0,15083099,45,2836168.0444444446,0.08,17,19,9,⭐
382,C2M概念,127622154.0,21596900,37,3449247.4054054054,0.2,11,21,5,⭐
383,化妆品概念,127160083.0,11579183,56,2270715.7678571427,0.22,20,26,10,⭐
384,交运设备,126973380.0,10339343,44,2885758.6363636362,-0.16,18,20,6,⭐
385,生态农业,126641700.6,14838985,38,3332676.331578947,-0.81,7,29,2,⭐
386,中药Ⅲ,125433672.6,10497134,64,1959901.134375,-0.5,18,35,11,⭐
387,中药Ⅱ,125433672.6,10497134,64,1959901.134375,-0.5,18,35,11,⭐
388,旅游概念,125256121.5,19217450,51,2456002.382352941,-0.42,8,36,7,⭐
389,医疗服务,123853625.04,7027432,53,2336860.8498113207,-0.49,13,33,6,⭐
390,红利破净股,123214553.0,16208274,39,3159347.512820513,-0.19,6,21,12,⭐
391,知识产权,122922894.0,8706271,42,2926735.5714285714,-0.04,18,24,0,⭐
392,空间站概念,122570699.96000001,3433274,20,6128534.998000001,-0.06,9,11,0,⭐
393,屏下摄像,117799155.0,9866800,9,13088795.0,-1.53,2,6,1,⭐
394,汽车整车,117480248.0,8251656,24,4895010.333333333,0.02,7,10,7,⭐
395,虚拟机器人,117337725.46,4765921,15,7822515.030666666,0.28,9,6,0,⭐
396,零售概念,117134119.0,8979918,62,1889259.9838709678,0.26,21,23,18,⭐
397,航天装备Ⅲ,117101494.0,2203737,9,13011277.111111112,-0.7,2,7,0,⭐
398,工业大麻,115573936.6,9121220,36,3210387.1277777776,-0.24,8,21,7,⭐
399,纳米银,115002506.0,7754900,7,16428929.42857143,-1.12,2,5,0,⭐
400,机器人执行器,114660128.6,2347937,35,3276003.674285714,-0.34,10,22,3,⭐
401,通信工程及服务,113949686.0,11547830,19,5997351.894736842,-0.58,8,9,2,⭐
402,钨,113806587.0,2352100,4,28451646.75,-1.94,0,4,0,⭐
403,页岩气,113772807.24000001,16437823,30,3792426.9080000003,-0.66,7,20,3,⭐
404,海绵城市,112961693.52,17431557,36,3137824.82,-0.43,11,20,5,⭐
405,电机Ⅱ,112574531.6,7558321,25,4502981.2639999995,-0.26,6,13,6,⭐
406,电机Ⅲ,112574531.6,7558321,25,4502981.2639999995,-0.26,6,13,6,⭐
407,食品安全,111571232.0,9121737,47,2373856.0,-0.17,20,25,2,⭐
408,智慧灯杆,110842237.0,10308708,26,4263162.961538462,0.12,9,15,2,⭐
409,抗菌面料,110304408.5,4719430,16,6894025.53125,0.26,7,6,3,⭐
410,影视院线,108272112.16,23620784,18,6015117.342222222,-0.84,5,11,2,⭐
411,煤炭,108248417.0,13881800,32,3382763.03125,-1.0,5,24,3,⭐
412,核污染防治,107161911.8,6311099,30,3572063.7266666666,-0.32,7,19,4,⭐
413,蓄电池及其他电池,107097658.64,6428199,9,11899739.848888889,-1.67,2,6,1,⭐
414,汽车电子电气系统,105932677.36,5494874,39,2716222.4964102563,-0.41,10,25,4,⭐
415,医疗器械概念,105756187.0,2683748,85,1244190.4352941175,0.07,38,37,8,⭐
416,环氧丙烷,104274736.0,4693720,20,5213736.8,-0.51,4,13,3,⭐
417,钒电池,104027794.5,18918525,22,4728536.113636363,-0.61,3,15,4,⭐
418,工程机械概念,103732326.25,9453437,51,2033967.181372549,-0.23,11,33,5,⭐
419,其他通用设备,102593793.0,6662995,48,2137370.6875,-0.36,16,29,1,⭐
420,家居用品,102251682.49,6340160,72,1420162.2568055554,-0.04,24,38,10,⭐
421,基因测序,99781871.97999999,11569702,39,2558509.537948718,-0.36,12,21,5,⭐
422,轨交设备Ⅲ,98445920.0,9348458,30,3281530.6666666665,0.12,13,15,2,⭐
423,影视动漫制作,97964556.16,22695284,14,6997468.297142857,-0.91,5,9,0,⭐
424,生物疫苗,97239321.2,8029688,66,1473323.0484848486,-0.2,19,39,8,⭐
425,民爆概念,96703908.0,8396500,22,4395632.181818182,-0.77,4,15,3,⭐
426,其他汽车零部件,96306329.88,4295573,52,1852044.8053846152,-0.1,21,28,3,⭐
427,单抗概念,95506420.1,4828759,49,1949110.6142857142,-0.28,13,34,2,⭐
428,煤炭开采,95430916.0,10452700,25,3817236.64,-0.98,5,18,2,⭐
429,股权转让,93819874.76,12715600,39,2405637.8143589743,-0.28,12,22,5,⭐
430,碳基材料,90433386.58,5815933,19,4759651.925263158,-0.4,5,13,1,⭐
431,首发经济,90346973.0,8315646,40,2258674.325,-0.15,10,25,5,⭐
432,第四代半导体,90314231.0,12415733,5,18062846.2,0.01,3,2,0,⭐
433,专业工程,89973598.6,9763598,37,2431718.881081081,-0.27,12,21,4,⭐
434,幽门螺杆菌概念,86851977.0,8833610,50,1737039.54,0.13,16,25,8,⭐
435,化学纤维,85882449.0,14328176,26,3303171.1153846155,-1.0,8,16,2,⭐
436,代糖概念,85175156.0,2979180,15,5678343.733333333,-0.6,1,9,5,⭐
437,医废处理,84555112.0,11638000,31,2727584.2580645164,-0.19,10,14,7,⭐
438,动力煤,84047373.0,8811500,15,5603158.2,-1.57,1,13,1,⭐
439,电子身份证,83531621.53999999,5966050,38,2198200.5668421052,-0.43,10,23,4,⭐
440,基础建设,83467514.36,15760054,44,1896988.9627272727,-0.66,9,26,8,⭐
441,通信应用增值服务,83262445.0,3687100,17,4897790.882352941,-0.27,3,11,3,⭐
442,彩票概念,83104451.0,9020400,19,4373918.47368421,-0.28,6,10,3,⭐
443,预制菜概念,80266471.0,14120000,61,1315843.786885246,-0.32,17,33,11,⭐
444,CRO,80005202.2,2792960,37,2162302.7621621625,-0.54,10,24,1,⭐
445,冰雪经济,79525234.5,8203669,42,1893457.9642857143,-0.09,11,25,6,⭐
446,乘用车,78953864.0,3375856,8,9869233.0,0.01,2,4,2,⭐
447,纺织化学制品,78790046.0,10474600,13,6060772.769230769,-0.19,3,7,3,⭐
448,造纸印刷,78368258.0,11717130,35,2239093.0857142857,0.03,14,15,6,⭐
449,纺织制造,78081125.0,11211768,31,2518745.9677419355,-0.6,6,22,3,⭐
450,全息技术,77476475.0,1794800,11,7043315.909090909,0.34,6,4,1,⭐
451,专业服务,77279602.0,7236706,30,2575986.7333333334,0.04,10,18,1,⭐
452,空气能热泵,77087266.0,3571700,35,2202493.314285714,0.06,12,17,6,⭐
453,电视广播Ⅲ,76202090.0,7765000,13,5861699.230769231,0.33,3,9,1,⭐
454,电视广播Ⅱ,76202090.0,7765000,13,5861699.230769231,0.33,3,9,1,⭐
455,医疗研发外包,76086684.2,2031455,29,2623678.7655172413,-0.56,8,19,1,⭐
456,地下管网,74645904.41,8515130,48,1555123.0085416667,-0.07,19,22,7,⭐
457,人造肉,74195154.0,6920300,18,4121953.0,-0.21,6,11,1,⭐
458,风电零部件,73683593.8,3154880,25,2947343.752,-0.37,7,15,3,⭐
459,纸包装,73644364.0,4704400,18,4091353.5555555555,-0.08,8,8,2,⭐
460,沪企改革,72797933.0,5689810,39,1866613.6666666667,-0.36,9,22,8,⭐
461,REITs概念,72262568.0,8975713,24,3010940.3333333335,-0.56,8,10,6,⭐
462,生物制品,71630847.0,3576926,54,1326497.1666666667,-0.51,14,38,2,⭐
463,电能综合服务,70599081.5,11685054,16,4412442.59375,-0.81,3,13,0,⭐
464,医疗器械,70484362.0,2912602,89,791959.1235955056,-0.1,35,44,7,⭐
465,基建市政工程,70243508.36,11978354,26,2701673.3984615384,-0.62,3,17,6,⭐
466,医药生物,70053084.0,1623631,71,986663.1549295775,-0.22,23,41,4,⭐
467,膜材料,69540849.8,5031696,20,3477042.4899999998,-0.15,6,10,4,⭐
468,特色药,69393844.6,5601097,40,1734846.1149999998,-0.55,8,28,4,⭐
469,独家药品,69018184.6,6200260,43,1605074.060465116,-0.4,9,29,5,⭐
470,电网自动化设备,68807837.1,2342752,26,2646455.2730769226,-0.05,8,13,5,⭐
471,环保设备Ⅱ,68623334.03999999,4813519,26,2639359.001538461,-0.26,8,16,1,⭐
472,其他自动化设备,68445168.3,967843,25,2737806.732,0.06,13,10,1,⭐
473,猪肉概念,68327613.0,13765700,35,1952217.5142857144,-0.35,10,21,4,⭐
474,ERP概念,68161506.0,5779052,21,3245786.0,-0.32,7,14,0,⭐
475,镍,68134924.0,1035800,1,68134924.0,1.54,1,0,0,⭐
476,多元金融,68026301.72,8727124,27,2519492.656296296,-0.66,8,16,3,⭐
477,精准医疗,67268592.82,5550272,44,1528831.6549999998,-0.37,11,28,5,⭐
478,调味品概念,66949387.0,6488200,32,2092168.34375,-0.1,7,17,8,⭐
479,地摊经济,66386420.0,5839800,30,2212880.6666666665,-0.17,10,15,5,⭐
480,热力服务,65089952.0,7980600,18,3616108.4444444445,-0.87,2,14,2,⭐
481,电动乘用车,64814368.0,2234956,3,21604789.333333332,0.48,2,1,0,⭐
482,超跌股,64412569.0,18190885,12,5367714.083333333,-3.01,2,8,2,⭐
483,工程机械,62184534.0,5865023,28,2220876.214285714,-0.08,11,13,4,⭐
484,氮肥,62077796.0,11587200,6,10346299.333333334,-1.54,0,5,1,⭐
485,金属新材料,61801718.0,1698706,32,1931303.6875,-0.02,11,20,0,⭐
486,净水概念,61356491.0,4070799,21,2921737.6666666665,-0.03,10,8,3,⭐
487,维生素,61140159.0,6459040,30,2038005.3,-0.1,10,18,2,⭐
488,CAR-T细胞疗法,60970961.0,2965253,23,2650911.347826087,-0.12,9,11,3,⭐
489,粮食概念,60898625.0,8739300,27,2255504.6296296297,-0.82,6,21,0,⭐
490,水务及水治理,59963419.0,7813688,52,1153142.673076923,-0.23,18,28,6,⭐
491,一般零售,59514007.65,9935083,58,1026103.5801724137,-0.14,14,25,19,⭐
492,免疫治疗,59259162.0,5935592,44,1346799.1363636365,-0.6,9,33,2,⭐
493,饰品,58811715.0,10950500,14,4200836.785714285,-0.49,2,9,3,⭐
494,租售同权,57502946.0,5293019,16,3593934.125,-0.27,6,5,5,⭐
495,阿兹海默,56888033.0,7139082,21,2708953.9523809524,-0.79,4,16,1,⭐
496,其他家居用品,56735105.34,3531038,24,2363962.7225,0.11,7,15,2,⭐
497,美容护理,56450821.44,2877562,30,1881694.048,0.16,12,11,7,⭐
498,房屋检测,56253955.8,9260170,37,1520377.1837837838,-0.33,11,22,4,⭐
499,统一大市场,55525748.0,11922000,39,1423737.1282051282,0.33,15,16,7,⭐
500,电子纸概念,55197010.0,12073446,13,4245923.846153846,0.02,6,5,2,⭐
501,油气开采Ⅱ,54962704.0,5428700,5,10992540.8,-0.6,0,4,1,⭐
502,油气开采Ⅲ,54962704.0,5428700,5,10992540.8,-0.6,0,4,1,⭐
503,裸眼3D,54743912.0,7077768,24,2280996.3333333335,0.05,7,15,2,⭐
504,农药,54487624.27,3797007,31,1757665.299032258,-0.42,9,20,2,⭐
505,检测服务,54128311.0,4974206,21,2577538.619047619,0.03,7,12,1,⭐
506,资源开采概念,52837691.0,6882500,19,2780931.1052631577,-0.43,4,15,0,⭐
507,汽车一体化压铸,51814203.6,3051996,28,1850507.2714285715,-0.16,9,16,3,⭐
508,钛白粉概念,51539354.0,5312800,12,4294946.166666667,-0.69,2,10,0,⭐
509,供销社概念,50769186.0,6476100,14,3626370.4285714286,-0.63,3,11,0,⭐
510,调味发酵品Ⅲ,50511819.0,4932900,14,3607987.0714285714,-0.22,3,9,2,⭐
511,调味发酵品Ⅱ,50511819.0,4932900,14,3607987.0714285714,-0.22,3,9,2,⭐
512,生物质能发电,49996222.9,6077170,29,1724007.6862068966,-0.16,6,18,5,⭐
513,钾肥,49849524.0,1371700,4,12462381.0,0.99,3,1,0,⭐
514,培育钻石,49668980.0,1932026,15,3311265.3333333335,0.72,9,5,1,⭐
515,种植业,49591195.0,3942200,19,2610062.8947368423,-0.14,8,11,0,⭐
516,其他专业工程,47653718.6,5365098,19,2508090.4526315792,-0.03,7,10,2,⭐
517,其他生物制品,47559907.0,1862243,35,1358854.4857142856,-0.42,10,23,2,⭐
518,非金属材料Ⅲ,47516541.0,980682,7,6788077.285714285,-0.74,3,4,0,⭐
519,磨具磨料,46544053.0,1959110,12,3878671.0833333335,0.61,9,3,0,⭐
520,复合肥,46221415.0,8174500,9,5135712.777777778,-0.59,1,8,0,⭐
521,MLOps概念,46196911.44,2675563,10,4619691.143999999,-0.28,2,7,1,⭐
522,快递,46113473.0,5207485,4,11528368.25,2.04,2,1,1,⭐
523,厨房小家电,44921885.0,3342200,9,4991320.555555556,-0.02,5,3,1,⭐
524,其他金属新材料,44014059.0,1172992,18,2445225.5,0.28,5,12,0,⭐
525,草甘膦,43632471.0,4537860,13,3356343.923076923,-0.71,2,9,2,⭐
526,户外露营,42373459.5,6779850,26,1629748.4423076923,0.37,10,11,4,⭐
527,其他纺织,40587683.0,7208768,15,2705845.533333333,-0.32,3,12,0,⭐
528,地面兵装Ⅲ,40404362.0,1938639,12,3367030.1666666665,0.05,5,5,2,⭐
529,地面兵装Ⅱ,40404362.0,1938639,12,3367030.1666666665,0.05,5,5,2,⭐
530,食品及饲料添加剂,40089677.0,3132997,22,1822258.0454545454,-0.18,5,13,4,⭐
531,PLC概念,39715791.86,815514,10,3971579.1859999998,-0.11,5,4,1,⭐
532,旅游酒店,39160121.0,3134800,34,1151768.2647058824,-0.36,2,27,5,⭐
533,水力发电,39071098.0,3708100,10,3907109.8,-0.45,2,8,0,⭐
534,化妆品,38440484.0,1395700,14,2745748.8571428573,0.74,6,4,4,⭐
535,互联网电商,38238873.0,6823500,18,2124381.8333333335,-0.46,7,10,1,⭐
536,工程咨询服务Ⅱ,38182211.8,2859950,41,931273.4585365853,-0.28,16,23,2,⭐
537,白银,37670985.0,1372900,3,12556995.0,-0.58,1,2,0,⭐
538,饲料,37581504.0,6181600,16,2348844.0,-0.61,3,11,2,⭐
539,改性塑料,37382241.25,1553411,19,1967486.3815789474,-1.32,3,13,2,⭐
540,医院,36846626.84,4425170,15,2456441.7893333337,-0.74,1,11,3,⭐
541,清洁小家电,36490812.0,1004400,8,4561351.5,0.11,5,2,1,⭐
542,稀土,36460807.0,730900,4,9115201.75,-0.45,0,3,1,⭐
543,国有大型银行Ⅲ,36064684.0,5163100,6,6010780.666666667,-0.23,0,6,0,⭐
544,医疗耗材,35676120.0,2681561,50,713522.4,-0.03,22,25,2,⭐
545,其他化学原料,35448971.0,2822200,14,2532069.3571428573,-0.66,6,7,1,⭐
546,房屋建设Ⅱ,35054111.0,4965419,8,4381763.875,-0.28,2,3,3,⭐
547,原材料供应链服务,35030471.0,5653756,12,2919205.9166666665,-0.09,5,4,3,⭐
548,啤酒概念,34954826.0,2613300,19,1839727.6842105263,-0.14,6,9,3,⭐
549,特种纸,34191248.0,7065630,12,2849270.6666666665,0.17,4,5,3,⭐
550,品牌化妆品,33782064.0,993900,8,4222758.0,1.27,4,1,3,⭐
551,地热能,33729136.0,2028500,9,3747681.777777778,-0.45,3,6,0,⭐
552,社区团购,33051572.0,5050200,37,893285.7297297297,-0.2,8,26,3,⭐
553,无机盐,32641345.0,1795600,10,3264134.5,-0.97,3,6,1,⭐
554,娱乐用品,32263239.12,1776308,18,1792402.1733333333,0.05,5,11,1,⭐
555,棉纺,32148497.0,3456600,8,4018562.125,-1.46,1,6,1,⭐
556,商用车,32144719.0,3227900,13,2472670.6923076925,0.0,4,5,4,⭐
557,毛发医疗,32051555.44,3873601,18,1780641.968888889,0.36,6,10,2,⭐
558,氯碱,30538298.0,4577000,14,2181307.0,-0.88,1,9,4,⭐
559,机床工具,30409875.0,1226603,18,1689437.5,-0.22,4,11,3,⭐
560,电子车牌,30133555.0,4821400,18,1674086.388888889,0.09,5,10,3,⭐
561,水产概念,30115163.0,3545100,16,1882197.6875,-0.36,3,11,2,⭐
562,涤纶,29388849.0,8483400,10,2938884.9,-0.79,2,6,2,⭐
563,保险Ⅲ,29255312.0,715000,5,5851062.4,-0.18,1,4,0,⭐
564,数字阅读,29192208.0,2486700,19,1536432.0,-0.12,3,13,3,⭐
565,食品加工,29087361.0,4115600,24,1211973.375,-0.35,7,12,5,⭐
566,国际工程,29017142.0,2654100,4,7254285.5,-2.06,0,4,0,⭐
567,免税概念,28749513.0,2481600,18,1597195.1666666667,-0.11,3,8,7,⭐
568,综合电力设备商,28458452.0,1131900,2,14229226.0,0.01,1,0,1,⭐
569,机器人,27501482.2,770668,17,1617734.2470588235,-0.06,7,7,2,⭐
570,饮料乳品,26852865.77,2508753,26,1032802.5296153846,-0.0,7,13,6,⭐
571,铁路公路,26495019.0,4251000,33,802879.3636363636,0.1,15,10,8,⭐
572,制冷空调设备,26152207.0,1655100,17,1538365.1176470588,0.27,9,5,3,⭐
573,商用载货车,25798332.0,2734600,8,3224791.5,0.05,3,4,1,⭐
574,白色家电,25549666.0,801200,10,2554966.6,-0.37,0,9,1,⭐
575,印刷包装机械,25388889.66,1507126,10,2538888.966,-0.45,3,7,0,⭐
576,光伏主材,25315599.0,1431300,3,8438533.0,-0.51,1,2,0,⭐
577,轮胎轮毂,25315074.0,2762500,21,1205479.7142857143,-0.11,7,11,3,⭐
578,光伏辅材,25178941.0,1155910,16,1573683.8125,-0.29,6,8,2,⭐
579,盲盒经济,24860483.0,1344600,12,2071706.9166666667,0.21,4,6,2,⭐
580,聚氨酯,24806079.0,1157370,8,3100759.875,0.12,4,2,2,⭐
581,重组蛋白,24091547.0,976298,16,1505721.6875,-0.5,5,10,1,⭐
582,退税商店,24076315.0,2157100,12,2006359.5833333333,0.17,3,3,6,⭐
583,鸡肉概念,24028965.0,2174600,20,1201448.25,-0.21,7,13,0,⭐
584,航空机场,23458897.0,7384000,13,1804530.5384615385,-0.26,3,8,2,⭐
585,医药商业,22781066.0,2924900,30,759368.8666666667,-0.32,7,18,5,⭐
586,综合环境治理,22737401.0,4185247,15,1515826.7333333334,-0.31,4,10,1,⭐
587,DRG/DIP,22588894.759999998,1769650,18,1254938.5977777776,0.06,6,9,3,⭐
588,金融信息服务,21878039.0,1635700,3,7292679.666666667,1.77,3,0,0,⭐
589,旅游及景区,21289557.0,2323300,23,925632.9130434783,-0.36,1,19,3,⭐
590,其他石化,21211156.0,3934000,14,1515082.5714285714,-0.46,3,8,3,⭐
591,农产品加工,20822791.6,2518570,22,946490.5272727273,-0.4,3,14,5,⭐
592,大气治理,20720441.44,1207408,6,3453406.9066666667,-0.42,1,4,1,⭐
593,举牌,20453836.0,1893200,4,5113459.0,0.12,2,1,1,⭐
594,空调,19607094.0,331700,3,6535698.0,-0.34,0,3,0,⭐
595,大众出版,19507569.0,2575500,18,1083753.8333333333,0.34,9,5,4,⭐
596,水泥,18080604.0,2088700,23,786113.2173913043,-0.23,10,9,4,⭐
597,乳品,18078763.0,2201800,18,1004375.7222222222,-0.29,1,11,6,⭐
598,粘胶,17946808.0,3998600,3,5982269.333333333,-1.49,1,2,0,⭐
599,跨境物流,16804273.0,1222458,11,1527661.1818181819,-0.25,3,5,3,⭐
600,非白酒,16733493.0,1798300,15,1115566.2,-1.02,6,7,1,⭐
601,专业连锁Ⅱ,16624926.0,1418420,7,2374989.4285714286,-1.28,0,7,0,⭐
602,专业连锁Ⅲ,16624926.0,1418420,7,2374989.4285714286,-1.28,0,7,0,⭐
603,会展服务,16122505.0,1437500,3,5374168.333333333,1.16,2,1,0,⭐
604,铁矿石,15976054.0,558738,5,3195210.8,0.51,3,2,0,⭐
605,医药流通,15816142.0,2528900,22,718915.5454545454,-0.34,5,14,3,⭐
606,橡胶,15653292.0,960600,17,920781.8823529412,-0.64,3,10,3,⭐
607,贸易Ⅲ,15070451.0,2009100,16,941903.1875,-0.3,6,8,2,⭐
608,肝素概念,15019247.0,1356400,13,1155326.6923076923,-0.3,3,10,0,⭐
609,工程机械器件,14816577.0,319800,9,1646286.3333333333,-0.24,4,4,1,⭐
610,定制家居,14405028.0,819160,14,1028930.5714285715,-0.52,5,6,3,⭐
611,综合乘用车,14139496.0,1140900,5,2827899.2,-0.26,0,3,2,⭐
612,零食,14094172.0,1572700,11,1281288.3636363635,-1.38,0,11,0,⭐
613,宠物食品,14048665.0,382500,3,4682888.333333333,-1.25,0,3,0,⭐
614,可燃冰,13986896.0,1621200,9,1554099.5555555555,-0.96,0,9,0,⭐
615,水泥制造,13768548.0,1449100,14,983467.7142857143,-0.3,5,5,4,⭐
616,血液制品,13650645.0,981800,6,2275107.5,-1.72,0,6,0,⭐
617,高速公路,13621340.0,2352500,20,681067.0,0.21,12,5,3,⭐
618,油田服务,13526848.0,1520500,7,1932406.857142857,-0.51,1,6,0,⭐
619,园林工程,13224006.0,3781700,18,734667.0,-0.73,6,9,2,⭐
620,自然景区,13086752.0,1147100,12,1090562.6666666667,-0.2,1,8,3,⭐
621,其他农产品加工,13016413.6,1688770,10,1301641.3599999999,-0.54,1,7,2,⭐
622,焦炭Ⅲ,12817501.0,3429100,7,1831071.5714285714,-1.04,0,6,1,⭐
623,焦炭Ⅱ,12817501.0,3429100,7,1831071.5714285714,-1.04,0,6,1,⭐
624,预加工食品,12534059.0,770100,10,1253405.9,0.2,5,3,2,⭐
625,农用机械,12036908.0,1934600,8,1504613.5,0.21,3,4,1,⭐
626,其他种植业,12002491.0,1437800,5,2400498.2,-0.01,3,2,0,⭐
627,摩托车,11971215.0,634900,8,1496401.875,-0.35,2,4,2,⭐
628,熔盐储能,11797704.0,882200,9,1310856.0,-0.01,1,4,4,⭐
629,照明设备Ⅱ,11681385.0,1223800,12,973448.75,0.3,5,4,3,⭐
630,照明设备Ⅲ,11681385.0,1223800,12,973448.75,0.3,5,4,3,⭐
631,教育出版,11538679.0,1299500,10,1153867.9,-0.6,0,10,0,⭐
632,电信运营商,11498352.0,1540384,3,3832784.0,0.02,1,2,0,⭐
633,农商行Ⅲ,11434980.0,2374634,10,1143498.0,-0.11,1,3,6,⭐
634,个护用品,11389233.0,845700,13,876094.8461538461,-0.37,5,5,3,⭐
635,焦煤,11383543.0,1641200,10,1138354.3,-0.1,4,5,1,⭐
636,旅游零售Ⅱ,11294186.0,257800,2,5647093.0,-0.09,0,1,1,⭐
637,旅游零售Ⅲ,11294186.0,257800,2,5647093.0,-0.09,0,1,1,⭐
638,同步磁阻电机,10895471.0,770824,7,1556495.857142857,-0.24,2,2,3,⭐
639,林业Ⅲ,10758674.0,1071400,3,3586224.6666666665,-0.96,0,3,0,⭐
640,林业Ⅱ,10758674.0,1071400,3,3586224.6666666665,-0.96,0,3,0,⭐
641,瓷砖地板,10416150.67,590343,12,868012.5558333333,-0.36,3,8,1,⭐
642,院线,10307556.0,925500,4,2576889.0,-0.6,0,2,2,⭐
643,低碳冶金,10181466.5,2616925,8,1272683.3125,-0.38,1,5,2,⭐
