排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,平均涨幅%,上涨数,下跌数,平盘数,关注
128,破净股,743714823.45,123380546,283,2627967.574028269,-0.26,61,143,78,⭐
129,数据要素,720844543.46,48522467,153,4711402.244836601,-0.15,48,88,15,⭐
130,油气资源,717397441.24,66344790,145,4947568.560275862,-0.19,40,94,11,⭐
131,AI智能体,713201168.28,58686681,135,5282971.616888889,-0.28,35,83,17,⭐
132,可控核聚变,707528098.6800001,33181642,75,9433707.9824,-0.15,25,40,9,⭐
133,次新股,704723308.11,5262481,53,13296666.190754717,0.3,24,25,4,⭐
134,华为海思,695842818.73,18359976,38,18311653.124473684,0.5,18,18,2,⭐
135,氢能源,690072065.0,51810014,90,7667467.388888889,-0.4,21,57,12,⭐
136,核能核电,689534926.4,54369365,185,3727215.818378378,-0.3,43,108,32,⭐
137,电子烟,677655727.46,15309912,50,13553114.5492,-0.35,15,32,3,⭐
138,AIGC概念,664875408.49,46811219,109,6099774.389816514,-0.42,37,59,13,⭐
139,中盘价值,656920348.56,44841221,122,5384593.020983606,-0.38,33,72,17,⭐
140,天然气,651659507.24,57239971,121,5385615.7623140495,-0.22,33,79,9,⭐
141,汽车,650942976.8399999,37443778,283,2300151.8616254414,-0.2,91,156,36,⭐
142,数据安全,647623588.0,24163748,81,7995352.9382716045,-0.31,29,45,5,⭐
143,通用设备,641075325.3,12072600,168,3815924.5553571424,-0.03,74,80,11,⭐
144,化学制品,640529379.52,37291934,168,3812674.878095238,-0.26,54,92,22,⭐
145,IT服务Ⅱ,632252919.2,32817356,120,5268774.326666667,-0.35,37,76,7,⭐
146,IT服务Ⅲ,632252919.2,32817356,120,5268774.326666667,-0.35,37,76,7,⭐
147,深圳特区,617344127.1899999,12397567,98,6299429.869285714,-0.07,42,41,14,⭐
148,华为昇腾,614849372.75,20743943,46,13366290.711956521,-0.05,22,22,2,⭐
149,通信线缆及配套,613945092.2,13340947,11,55813190.2,0.58,5,3,3,⭐
150,绿色电力,609573492.9,81617319,99,6157308.009090909,-0.6,16,72,11,⭐
151,石墨烯,603922513.6,34965321,66,9150341.115151515,-0.52,15,41,8,⭐
152,黄金概念,601886980.04,48430461,71,8477281.409014083,-0.05,17,45,9,⭐
153,海洋经济,601572867.1,33136507,96,6266384.032291667,-0.49,23,60,12,⭐
154,燃料电池概念,595380977.64,38782856,139,4283316.38589928,-0.38,39,81,19,⭐
155,在线教育,589630792.25,34878053,110,5360279.929545455,-0.32,23,73,14,⭐
156,铜缆高速连接,574960215.98,11119827,36,15971117.110555556,0.37,13,15,8,⭐
157,北斗导航,556046394.97,26095811,71,7831639.365774648,-0.17,23,40,7,⭐
158,3D打印,553454735.2900001,27007681,69,8021083.120144929,-0.28,20,38,10,⭐
159,新型工业化,548675654.25,22448305,97,5656450.043814433,-0.08,41,47,8,⭐
160,大飞机,546454424.12,26372474,98,5576065.552244898,-0.33,32,52,13,⭐
161,工业金属,542741753.3,32073013,58,9357616.436206896,-0.3,15,37,6,⭐
162,柔性屏(折叠屏),540924665.1400001,20855536,74,7309792.772162164,0.01,35,32,7,⭐
163,价值股,521978797.24,39878363,100,5219787.9724,-0.35,31,54,15,⭐
164,MicroLED,516251378.49,34421696,32,16132855.5778125,0.51,16,14,2,⭐
165,水利建设,513246854.15999997,57337379,107,4796699.571588784,-0.32,36,64,6,⭐
166,内贸流通,510551419.06,39327808,162,3151551.969506173,-0.26,51,85,26,⭐
167,长期破净,506459202.98,87337465,190,2665574.752526316,-0.18,38,102,49,⭐
168,碳化硅,503879304.0,23921123,42,11997126.285714285,0.06,20,22,0,⭐
169,MLCC,503096801.98,11083653,18,27949822.332222223,0.5,9,7,2,⭐
170,光模块,500189392.98,35122207,94,5321163.755106383,-0.54,22,61,11,⭐
171,高带宽内存,496742530.0,7756287,27,18397871.48148148,0.71,18,8,1,⭐
172,化工原料,496273526.52,29521574,76,6529914.822631579,-0.26,26,41,9,⭐
173,网红经济,494696632.93,42305692,99,4996935.686161616,-0.21,31,57,11,⭐
174,氟化工概念,492066062.78,16285132,36,13668501.743888889,-0.56,14,15,7,⭐
175,传媒,487567853.55,50522897,99,4924927.8136363635,-0.35,23,66,10,⭐
176,能源金属,480353563.0,7256000,11,43668505.72727273,0.07,6,5,0,⭐
177,基础化工,479548447.0,37032170,160,2997177.79375,-0.44,45,90,24,⭐
178,混合现实,479074160.56,12981721,30,15969138.685333334,-0.12,15,14,1,⭐
179,氮化镓,476025233.3,15914477,47,10128196.453191489,0.21,24,22,1,⭐
180,锂电池,467864355.46,9497793,27,17328309.46148148,-0.06,8,18,1,⭐
181,反内卷概念,465855080.53,42040226,98,4753623.270714286,-0.54,28,58,12,⭐
182,计算机设备,460683909.26,17180344,84,5484332.253095238,-0.16,33,36,13,⭐
183,雄安新区,460531774.9,46499189,147,3132869.2170068026,-0.28,43,79,25,⭐
184,新材料,457715585.0,10225119,81,5650809.691358024,0.48,34,40,6,⭐
185,超级电容,454183070.84000003,20675573,31,14651066.801290324,-0.27,12,17,2,⭐
186,碳交易,454074373.74,42303404,97,4681179.11072165,-0.43,30,60,7,⭐
187,互联网服务,449435618.22,21691370,96,4681621.023125,-0.52,33,58,5,⭐
188,电网设备,443946150.19,21480549,87,5102829.312528736,-0.63,22,56,9,⭐
189,乡村振兴,441393198.0,62213375,140,3152808.557142857,-0.7,39,86,14,⭐
190,化学制药,430621301.35,30225892,150,2870808.675666667,-0.16,44,92,13,⭐
191,味蕾经济,430383117.0,14621682,90,4782034.633333334,-0.25,23,56,11,⭐
192,被动元件概念,428801805.67,9889899,28,15314350.2025,0.6,16,10,2,⭐
193,其他计算机设备,428696664.76,14979741,60,7144944.412666666,-0.08,25,25,9,⭐
194,煤化工概念,427025482.0,41887270,71,6014443.408450704,-0.87,10,50,11,⭐
195,电子化学品Ⅲ,426021506.95,11429214,33,12909742.634848485,0.91,23,8,2,⭐
196,安防概念,425954027.51,25912655,109,3907835.114770642,-0.13,43,54,11,⭐
197,PPP模式,425908186.8,65743559,146,2917179.361643836,-0.44,41,82,22,⭐
198,其他电子Ⅲ,420511954.31,11462648,32,13140998.5721875,0.75,17,9,6,⭐
199,其他电子Ⅱ,420511954.31,11462648,32,13140998.5721875,0.75,17,9,6,⭐
200,蚂蚁概念,418109732.0,25810395,61,6854257.901639344,-0.3,14,38,9,⭐
201,抽水蓄能,409628471.3,38238693,37,11071039.764864866,-0.6,6,29,2,⭐
202,ChatGPT概念,408524729.83000004,24663541,67,6097384.027313434,-0.45,21,41,5,⭐
203,蓝宝石,404461254.95,21208788,18,22470069.719444443,0.14,7,11,0,⭐
204,跨境支付,400516149.18,31510591,61,6565838.511147541,-0.31,14,36,10,⭐
205,超级品牌,395701795.6,5011276,32,12365681.1125,0.01,12,15,5,⭐
206,东北振兴,394019943.66999996,39414160,56,7036070.42267857,-0.6,16,33,7,⭐
207,白酒,392245066.37,11910499,47,8345639.71,-0.67,8,35,4,⭐
208,病原体防治,389992207.45,25940306,167,2335282.679341317,-0.1,47,105,13,⭐
209,虚拟电厂,386824323.9,34221980,65,5951143.444615385,-0.92,15,41,9,⭐
210,小金属,384227483.8,7259280,24,16009478.491666667,-0.66,4,18,2,⭐
211,小红书概念,381337647.85,31292221,72,5296356.220138889,0.19,28,36,8,⭐
212,玻璃基板,377705016.0,13233928,34,11108971.05882353,0.21,20,10,4,⭐
213,垂直应用软件,377495108.0,14707505,93,4059087.1827956988,-0.49,30,54,9,⭐
214,碳纤维,376021798.40999997,16553919,39,9641584.574615384,-0.74,12,23,4,⭐
215,新型城镇化,374791946.76,38899729,101,3710811.3540594056,-0.6,26,63,11,⭐
216,轻工制造,374016535.61,30161764,158,2367193.2633544304,-0.03,51,86,20,⭐
217,WiFi,370567395.95,8384147,30,12352246.531666666,0.46,15,14,1,⭐
218,创业板综,365972462.99,7611605,98,3734412.887653061,-0.06,33,58,6,⭐
219,氦气概念,363928338.0,17707743,15,24261889.2,1.41,10,4,1,⭐
220,铁路基建,363440939.0,23552868,120,3028674.4916666667,-0.29,35,59,26,⭐
221,短剧互动游戏,358276276.9,42850350,35,10236465.054285714,-0.57,6,25,4,⭐
222,冷链物流,356908432.04999995,22988087,111,3215391.2797297295,-0.24,35,58,17,⭐
223,合成生物,356450567.1,18716057,112,3182594.349107143,-0.13,35,63,14,⭐
224,微利股,351563777.25,28245101,98,3587385.4821428573,-0.38,22,63,12,⭐
225,军工电子Ⅱ,341613151.67999995,9267982,62,5509889.543225805,-0.23,23,35,4,⭐
226,工业气体,340293879.0,11479391,27,12603477.0,0.3,12,12,3,⭐
227,养老概念,338378354.47999996,27936437,125,2707026.83584,-0.62,29,79,17,⭐
228,IGBT概念,336794113.15999997,16210182,39,8635746.49128205,0.17,18,15,6,⭐
229,红利股,335960373.0,37085430,100,3359603.73,-0.27,23,56,21,⭐
230,酿酒概念,334840363.0,4783200,36,9301121.194444444,-0.77,7,26,2,⭐
231,稀土永磁,332963424.1,15419480,50,6659268.482000001,-0.22,12,32,6,⭐
232,火力发电,327470014.0,51879934,31,10563548.838709677,-1.2,1,28,2,⭐
233,移动支付,326737763.0,16101488,67,4876683.0298507465,-0.22,25,33,9,⭐
234,房地产,325923690.6,50258261,92,3542648.8108695657,-0.16,30,40,22,⭐
235,荣耀概念,324940801.96000004,17156833,55,5908014.581090909,0.0,23,24,8,⭐
236,电子竞技,324527828.81,29632212,32,10141494.6503125,-0.31,10,18,4,⭐
237,房地产开发,321766104.6,49407961,82,3923976.885365854,-0.2,26,39,17,⭐
238,工业母机,319468424.06,9409316,79,4043904.1020253166,-0.37,27,42,10,⭐
239,白酒Ⅲ,317958859.0,2937000,20,15897942.95,-0.61,1,18,1,⭐
240,超导概念,312568376.0,11549636,18,17364909.777777776,0.25,8,8,1,⭐
241,集成电路制造,310298875.0,4111135,8,38787359.375,1.49,7,1,0,⭐
242,传感器,307848221.0,8784539,91,3382947.4835164836,0.03,39,44,7,⭐
243,科创板做市股,307317931.0,5474255,45,6829287.355555556,-0.05,16,26,3,⭐
244,湖北自贸,304940342.44,7827502,28,10890726.515714286,-0.26,10,16,2,⭐
245,影视概念,298199764.97,48980705,63,4733329.602698413,-0.25,12,45,6,⭐
246,自动化设备,297759789.21000004,4780869,78,3817433.1950000003,0.18,43,25,7,⭐
247,数字孪生,292702163.44,17199058,83,3526532.089638554,-0.14,25,50,7,⭐
248,快手概念,291069933.55,23941818,32,9095935.4234375,-0.22,9,22,1,⭐
249,综合Ⅱ,290093171.0,37897800,17,17064304.17647059,-0.26,8,6,3,⭐
250,综合Ⅲ,290093171.0,37897800,17,17064304.17647059,-0.26,8,6,3,⭐
251,显示技术,287012161.49,24945084,48,5979420.031041667,0.01,18,22,8,⭐
252,虚拟现实,284254042.32,12260992,96,2960979.6075,0.02,39,49,8,⭐
253,多模态AI,282951291.22,11180734,63,4491290.336825397,-0.68,18,39,6,⭐
254,IPv6,281561462.0,9825085,13,21658574.0,-0.77,2,11,0,⭐
255,参股保险,279508498.88,36214608,74,3777141.8767567566,-0.27,17,48,9,⭐
256,银行,279026263.48,29729812,42,6643482.463809525,0.07,10,21,11,⭐
257,低价股,276420289.74,125191223,143,1933009.0191608393,-0.56,19,75,48,⭐
258,航海装备Ⅱ,275854395.2,4359776,10,27585439.52,-1.32,2,7,1,⭐
259,航海装备Ⅲ,275854395.2,4359776,10,27585439.52,-1.32,2,7,1,⭐
260,微盘股,274085638.8,26266351,399,686931.4255639098,-0.13,169,187,42,⭐
261,PEEK材料概念,274038042.15999997,8778870,41,6683854.686829267,-0.91,6,34,1,⭐
262,塑料,273425413.57,14344219,73,3745553.610547945,-0.49,22,38,12,⭐
263,IPO受益,271902147.0,16325825,54,5035224.944444444,-0.43,15,28,11,⭐
264,磷化工,267603556.3,21148761,45,5946745.695555556,-0.84,9,34,1,⭐
265,超超临界发电,265665541.82,29885506,49,5421745.7514285715,-0.77,6,38,5,⭐
266,化学制剂,264496137.25,15012964,95,2784169.8657894735,-0.03,26,58,10,⭐
267,UWB概念,263941206.72,9440926,19,13891642.458947368,-0.33,5,13,1,⭐
268,数字货币,260409978.16,24185680,82,3175731.4409756097,-0.41,24,46,11,⭐
269,铅锌,259306374.0,12634817,11,23573306.727272727,-0.06,3,6,2,⭐
270,磁悬浮概念,256972483.20999998,12264581,29,8861120.110689655,-0.64,6,18,5,⭐
271,3D摄像头,256379680.84,6473502,9,28486631.204444446,-0.08,4,4,1,⭐
272,航天航空,255908532.73000002,11432056,50,5118170.6546,-0.9,15,32,2,⭐
273,海南自贸,255692919.85,31890869,82,3118206.339634146,-0.28,16,47,19,⭐
274,腾讯云,250442059.06,9855640,20,12522102.953,-0.46,6,9,5,⭐
275,谷子经济,248337627.97,40323177,72,3449133.7218055557,-0.21,21,44,7,⭐
276,拼多多概念,247960189.49,19072075,28,8855721.053214286,-0.55,11,16,0,⭐
277,机器视觉,247280448.77,11543277,82,3015615.228902439,-0.12,33,39,9,⭐
278,体育产业,246751807.5,23676550,70,3525025.8214285714,0.07,22,38,9,⭐
279,国资云概念,245392196.65,13922216,20,12269609.8325,-0.6,7,12,1,⭐
280,尾气治理,243958702.0,13760539,33,7392687.939393939,0.02,9,18,5,⭐
281,创新医疗服务,243518835.98,12428675,77,3162582.285454545,-0.34,20,48,7,⭐
282,换电概念,243435001.85,11693305,40,6085875.04625,-0.48,15,22,3,⭐
283,新零售,240365639.42000002,28958806,150,1602437.5961333334,-0.0,41,78,31,⭐
284,华为欧拉,240069670.0,6597868,14,17147833.57142857,-0.7,7,7,0,⭐
285,其他小金属,228360581.8,3905180,14,16311470.12857143,-0.41,4,9,1,⭐
286,航母概念,225558288.93,8799664,32,7048696.5290625,-0.49,7,21,4,⭐
287,金属制品,225341262.94,16495913,69,3265815.4049275364,-0.46,22,40,7,⭐
288,医美概念,225335449.56,16447320,75,3004472.6608,0.0,22,43,10,⭐
289,HJT电池,224553613.76999998,15848179,39,5757784.968461538,0.11,10,24,5,⭐
290,建筑材料,222318503.0,14524986,71,3131246.5211267606,-0.32,27,35,9,⭐
291,TOPCon电池,221721081.26999998,25170312,44,5039115.483409091,-0.03,12,26,5,⭐
292,家电零部件Ⅱ,220814813.0,7572000,31,7123058.483870967,-0.26,10,19,2,⭐
293,家电零部件Ⅲ,220814813.0,7572000,31,7123058.483870967,-0.26,10,19,2,⭐
294,燃气Ⅱ,220074447.0,15163700,29,7588774.0344827585,0.17,10,17,2,⭐
295,环境治理,218863374.38,20447939,97,2256323.447216495,0.13,32,53,12,⭐
296,创新药,217419620.0,11301184,93,2337845.376344086,-0.09,24,61,7,⭐
297,农业种植,217413439.0,26221456,76,2860703.1447368423,-0.5,24,46,6,⭐
298,底盘与发动机系统,213657523.38,14788734,91,2347884.872307692,-0.31,25,53,13,⭐
299,时空大数据,213349604.0,10362676,26,8205754.0,-0.33,11,13,2,⭐
300,券商概念,213052420.77,17718365,54,3945415.199444445,-0.06,23,24,7,⭐
301,雅下水电概念,211921697.0,22295544,52,4075417.25,-0.51,13,31,8,⭐
302,飞行汽车(eVTOL),209717475.22,8350338,79,2654651.5850632912,-0.27,20,47,12,⭐
303,PVDF概念,209672957.62,6485454,16,13104559.85125,0.21,8,6,2,⭐
304,通信服务,208710483.0,16775314,39,5351550.846153846,-0.4,12,22,5,⭐
305,集成电路封测,208095340.0,4786391,12,17341278.333333332,1.09,9,3,0,⭐
306,生物识别,206655100.0,10048846,50,4133102.0,-0.01,21,25,4,⭐
307,风电设备,205602134.10000002,8464438,30,6853404.470000001,-0.1,11,15,4,⭐
308,工程建设,204820017.36,26085173,66,3103333.5963636367,-0.44,14,38,13,⭐
309,其他专用设备,203269812.95,6776915,79,2573035.606962025,-0.08,34,36,9,⭐
310,病毒防治,200151081.45,13932289,99,2021728.0954545452,-0.12,25,64,9,⭐
311,被动元件,198544066.0,6734778,16,12409004.125,0.9,10,5,1,⭐
312,刀片电池,195355174.1,4153253,12,16279597.841666667,-0.1,4,6,2,⭐
313,模拟芯片设计,192577921.16,2831559,35,5502226.318857143,0.16,17,14,3,⭐
314,复合集流体,191432291.0,9630963,29,6601113.482758621,1.2,17,11,1,⭐
315,黑色家电,191098379.49,17561297,10,19109837.949,-0.61,2,6,2,⭐
316,中药概念,190916527.25,22468902,96,1988713.8255208333,-0.37,25,52,19,⭐
317,麒麟电池,190174666.0,949100,8,23771833.25,0.21,4,3,1,⭐
318,垃圾分类,190071343.44,19546179,96,1979909.8275,-0.19,32,53,11,⭐
319,广告营销,189574015.39000002,17101494,30,6319133.846333334,-0.58,4,23,3,⭐
320,氟化工,188814167.62,5826032,10,18881416.762000002,-0.16,5,2,3,⭐
321,数据确权,188243868.0,15978980,33,5704359.636363637,0.09,8,23,1,⭐
