排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,平均涨幅%,上涨数,下跌数,平盘数,关注,data_source
53,机器人概念,1891805058.76,96225197,265,7138887.014188679,-0.29,72,165,25,⭐,auto
54,权重股,1888614825.85,27574057,50,37772296.517,-0.5,17,28,5,⭐,auto
55,云计算,1883513819.94,60461815,136,13849366.323088236,0.15,58,68,10,⭐,auto
56,固态电池,1877098541.0900002,55879373,200,9385492.70545,-0.48,41,148,11,⭐,auto
57,央国企改革,1838503419.0,230296577,371,4955534.822102426,-0.14,113,198,58,⭐,auto
58,AI应用,1830953476.8999999,105080787,196,9341599.371938774,0.49,95,84,17,⭐,auto
59,人形机器人,1820544737.55,57966646,228,7984845.340131579,-0.3,63,148,16,⭐,auto
60,数字芯片设计,1804382667.83,8185697,51,35380052.310392156,-1.62,0,51,0,⭐,auto
61,小盘股,1765274700.0,88905549,394,4480392.639593909,-0.35,97,243,54,⭐,auto
62,百度概念,1693376006.5299997,97723508,147,11519564.670272106,0.01,56,77,13,⭐,auto
63,小金属概念,1687698591.3500001,83670353,110,15342714.466818184,-0.54,16,87,7,⭐,auto
64,AH股,1645014241.0,149228894,100,16450142.41,-0.16,31,57,12,⭐,auto
65,液冷概念,1632922407.86,39290521,93,17558305.460860215,-0.88,15,72,6,⭐,auto
66,有色金属,1613040759.06,61244956,138,11688701.152608695,-0.63,16,112,10,⭐,auto
67,电网概念,1579486934.33,80930421,217,7278741.632857143,-0.37,51,152,12,⭐,auto
68,区块链,1576568642.27,119361951,197,8002886.508984772,0.04,80,101,15,⭐,auto
69,网络安全,1570692761.0,86475699,129,12175912.875968993,0.08,58,62,9,⭐,auto
70,AI眼镜,1524909611.17,27998301,116,13145772.510086207,-0.85,20,90,6,⭐,auto
71,证金持股,1511555071.28,131513804,188,8040186.549361702,-0.18,50,104,34,⭐,auto
72,工业互联,1502057185.04,72483866,193,7782679.71523316,-0.35,54,123,15,⭐,auto
73,军民融合,1470497871.92,85067208,173,8499987.698959539,-0.48,37,118,18,⭐,auto
74,核能核电,1455429488.8,184923157,186,7824889.724731183,-0.31,32,131,23,⭐,auto
75,破增发价股,1436526765.45,169789168,599,2398208.289565943,-0.08,196,287,116,⭐,auto
76,第三代半导体,1429384398.29,86142516,95,15046151.560947368,-0.98,13,78,4,⭐,auto
77,历史新高,1412276264.9,19415660,41,34445762.55853659,-1.01,11,28,2,⭐,auto
78,贬值受益,1333250030.7,43861772,172,7751453.666860465,-0.36,52,95,22,⭐,auto
79,上证50_,1303762639.0,28844497,50,26075252.78,-0.31,17,25,8,⭐,auto
80,AIGC概念,1299423986.1200001,79035960,109,11921320.973577984,0.43,55,43,11,⭐,auto
81,量子科技,1298709285.44,33484938,52,24975178.566153847,-0.58,13,36,2,⭐,auto
82,信创,1297813754.96,30690949,89,14582177.022022473,0.32,45,37,7,⭐,auto
83,股权激励,1278188264.8,34874116,212,6029189.928301887,-0.26,65,128,19,⭐,auto
84,元宇宙概念,1276528162.62,81219687,142,8989634.948028168,0.11,49,74,18,⭐,auto
85,锂矿概念,1272321354.3,35285636,37,34387063.629729725,-0.26,10,23,4,⭐,auto
86,AIPC,1258882381.03,13320627,42,29973390.02452381,-1.05,5,33,4,⭐,auto
87,英伟达概念,1253480447.29,22168172,60,20891340.788166665,-0.92,12,43,5,⭐,auto
88,无人机,1197479767.91,43323694,214,5595699.85004673,-0.25,54,146,14,⭐,auto
89,特高压,1156161565.75,94485416,84,13763828.163690476,-0.44,22,59,3,⭐,auto
90,数字经济,1139612598.3200002,81575202,176,6475071.581363637,-0.01,64,83,28,⭐,auto
91,海工装备,1126904013.0,91529543,72,15651444.625,-0.42,10,53,9,⭐,auto
92,中特估,1094274917.24,110921432,81,13509566.879506173,-0.09,29,35,17,⭐,auto
93,智能电网,1091860959.92,54076125,186,5870220.214623656,-0.3,45,129,11,⭐,auto
94,大盘价值,1080255447.54,169565575,101,10695598.490495048,-0.01,34,49,18,⭐,auto
95,独角兽,1068507207.14,52986931,104,10274107.760961538,-0.3,34,65,5,⭐,auto
96,国产软件,1063054103.53,74920837,223,4767058.760224215,0.08,101,97,25,⭐,auto
97,钠离子电池,1051942603.9599999,40285376,69,15245544.984927535,-0.31,19,45,4,⭐,auto
98,先进封装,1050501272.66,12809104,30,35016709.08866666,-1.56,3,27,0,⭐,auto
99,F5G概念,1044700845.0,15115144,25,41788033.8,-1.18,2,19,4,⭐,auto
100,AI智能体,1039947959.99,84677659,135,7703318.222148148,0.22,67,53,15,⭐,auto
101,电商概念,1023219869.3899999,128413250,290,3528344.377206896,-0.16,89,146,55,⭐,auto
102,北斗导航,1015776474.28,85254045,71,14306710.905352112,-0.25,16,49,6,⭐,auto
103,智慧城市,999016737.12,73704733,203,4921264.714876847,-0.11,69,117,17,⭐,auto
104,可控核聚变,996007279.2,78975312,75,13280097.056,-0.52,15,55,5,⭐,auto
105,光刻机(胶),994285719.0,21373383,92,10807453.467391305,-0.8,16,74,2,⭐,auto
106,卫星互联网,990740179.2299999,54272671,87,11387818.152068965,-0.74,18,64,5,⭐,auto
107,在线教育,988205935.66,76696020,110,8983690.324181817,0.23,50,48,11,⭐,auto
108,电池,987312463.4200001,27008715,94,10503324.07893617,-0.61,18,74,2,⭐,auto
109,绿色电力,981919553.22,169992582,99,9918379.325454546,-0.14,25,55,19,⭐,auto
110,MiniLED,958398615.99,68083614,66,14521191.151363637,-0.71,9,53,4,⭐,auto
111,ChatGPT概念,951917243.5799999,61036328,67,14207720.053432835,0.0,30,31,5,⭐,auto
112,无线耳机,934939749.82,23740880,81,11542466.047160495,-0.76,8,70,3,⭐,auto
113,数据安全,934701227.9200001,56724629,80,11683765.349000001,0.13,38,38,4,⭐,auto
114,参股银行,925777581.13,81290248,228,4060427.987412281,-0.2,54,129,45,⭐,auto
115,消费电子零部件及组装,922457692.6000001,24236942,79,11676679.653164558,-0.42,15,58,6,⭐,auto
116,海洋经济,921768462.9399999,86726496,96,9601754.822291667,-0.38,19,61,16,⭐,auto
117,电力,920945741.7,138110466,108,8527275.386111112,-0.15,23,65,20,⭐,auto
118,汽车芯片,917860491.5999999,14380499,69,13302325.96521739,-1.05,7,60,2,⭐,auto
119,茅指数,898507992.54,10473052,42,21393047.441428572,-0.35,9,27,6,⭐,auto
120,PPP模式,895265927.84,123901807,146,6131958.409863014,-0.33,41,76,29,⭐,auto
121,参股券商,874924178.6400001,51648398,127,6889166.760944882,-0.05,34,66,27,⭐,auto
122,LED概念,874217527.14,23898047,96,9106432.574375,-0.59,21,69,6,⭐,auto
123,央视50_,865720281.28,19277451,50,17314405.6256,-0.03,18,25,7,⭐,auto
124,6G概念,848705631.04,22470666,34,24961930.32470588,-0.58,7,26,1,⭐,auto
125,数据要素,843967127.6300001,51746506,154,5480306.02357143,0.15,65,68,21,⭐,auto
126,传媒,842406358.86,52702048,99,8509155.14,0.43,42,43,14,⭐,auto
127,公用事业,830025151.15,127125907,94,8830054.799468085,0.03,32,43,19,⭐,auto
128,鸿蒙概念,828833576.8900001,62423067,118,7024013.363474577,-0.22,36,67,15,⭐,auto
129,稀缺资源,822511251.3399999,46775756,78,10545016.042820511,-0.29,22,48,8,⭐,auto
130,通信线缆及配套,822243513.35,24990966,11,74749410.30454546,-1.25,1,9,1,⭐,auto
131,参股新三板,820238595.78,46833476,104,7886909.574807692,-0.2,28,64,12,⭐,auto
132,AI芯片,803069130.0999999,11689818,38,21133398.160526313,-1.05,5,33,0,⭐,auto
133,计算机设备,773029580.88,24049169,85,9094465.657411765,-0.39,26,51,8,⭐,auto
134,3D打印,763792533.54,20712549,69,11069457.007826086,-0.52,15,47,7,⭐,auto
135,养老金,760831772.04,29087803,197,3862090.213401015,-0.31,43,120,34,⭐,auto
136,华为海思,750371667.58,19048352,38,19746622.83105263,-0.38,7,27,4,⭐,auto
137,毫米波概念,749496227.04,14533357,45,16655471.712,-0.69,7,36,2,⭐,auto
138,其他计算机设备,741836273.88,22791246,61,12161250.39147541,-0.52,17,37,7,⭐,auto
139,燃料电池概念,740856996.12,35007245,139,5329906.446906474,-0.39,30,93,16,⭐,auto
140,雅下水电概念,695266502.0,136216642,52,13370509.653846154,-0.03,11,35,6,⭐,auto
141,汽车,694884595.74,39480656,285,2438191.5640000002,-0.18,94,158,32,⭐,auto
142,低价股,688998278.15,274195773,137,5029184.512043796,-0.46,30,60,47,⭐,auto
143,氟化工概念,687425183.09,19554550,36,19095143.97472222,-0.48,9,23,4,⭐,auto
144,柔性屏(折叠屏),687316063.26,22485096,74,9288054.908918919,-0.81,8,63,3,⭐,auto
145,水利建设,683154566.9,98211832,107,6384622.120560748,-0.39,27,64,16,⭐,auto
146,工业母机,678869829.9799999,25098619,79,8593288.987088606,-0.21,22,52,5,⭐,auto
147,IT服务Ⅱ,675650241.47,34303672,120,5630418.678916667,0.17,47,55,17,⭐,auto
148,IT服务Ⅲ,675650241.47,34303672,120,5630418.678916667,0.17,47,55,17,⭐,auto
149,小红书概念,671979815.45,37022182,72,9333052.992361112,0.13,31,28,13,⭐,auto
150,雄安新区,670415666.6,59323074,147,4560650.793197279,-0.06,40,80,27,⭐,auto
151,低空经济,660942356.99,30197326,183,3611706.8687978145,-0.32,49,113,21,⭐,auto
152,氢能源,649262893.0,87409376,90,7214032.144444444,-0.37,27,48,15,⭐,auto
153,玻璃基板,644033111.8000001,19947561,34,18942150.347058825,-0.95,4,29,1,⭐,auto
154,超导概念,633642573.0,64417783,18,35202365.166666664,-0.43,3,14,1,⭐,auto
155,网红经济,624626681.38,44257623,99,6309360.417979798,-0.1,35,47,17,⭐,auto
156,国防军工,622705078.94,20908799,138,4512355.644492754,-0.43,31,97,10,⭐,auto
157,快手概念,611852878.3,32558464,32,19120402.446875,0.45,16,14,2,⭐,auto
158,通用设备,611837079.1600001,17285291,168,3641887.3759523816,-0.44,50,105,13,⭐,auto
159,黄金概念,598950994.97,42700572,70,8556442.785285715,-0.37,12,52,6,⭐,auto
160,互联网服务,598184508.11,22576461,96,6231088.626145833,0.2,39,46,11,⭐,auto
161,火力发电,597801171.06,94199090,31,19283908.743870966,0.16,6,20,5,⭐,auto
162,宁组合,592534521.65,6355301,24,24688938.402083334,-0.54,5,19,0,⭐,auto
163,新型工业化,589904499.21,20631514,97,6081489.68257732,-0.28,29,59,9,⭐,auto
164,网络游戏,582188577.34,36071672,66,8821039.05060606,0.07,22,38,6,⭐,auto
165,传感器,579863738.47,13116924,91,6372128.994175824,-0.4,20,61,9,⭐,auto
166,短剧互动游戏,575461462.5400001,36332304,35,16441756.07257143,0.75,19,13,3,⭐,auto
167,动力电池回收,574419386.8199999,22020336,41,14010228.946829267,-0.6,10,31,0,⭐,auto
168,广告营销,571647913.4,30675662,30,19054930.446666665,0.94,21,6,3,⭐,auto
169,石墨烯,571265857.0,29024284,66,8655543.287878787,-0.62,10,49,6,⭐,auto
170,深圳特区,569564051.1899999,11953937,98,5811878.073367346,-0.39,21,67,10,⭐,auto
171,多模态AI,565134340.97,19331213,63,8970386.364603175,0.37,30,30,3,⭐,auto
172,铜缆高速连接,558526643.85,11825947,36,15514628.995833334,-1.02,4,29,3,⭐,auto
173,高带宽内存,556140473.0,7309992,27,20597795.296296295,-1.41,1,26,0,⭐,auto
174,光模块,541060499.65,27895917,94,5755962.762234042,0.1,46,30,18,⭐,auto
175,移动支付,530182988.0,18207407,68,7796808.647058823,-0.3,16,42,10,⭐,auto
176,海南自贸,525838186.4,105376256,82,6412660.809756097,-0.29,27,36,19,⭐,auto
177,病原体防治,522534671.32,26430719,166,3147799.224819277,0.25,89,50,25,⭐,auto
178,自动化设备,521465518.80999994,9027539,80,6518318.985125,-0.68,13,61,5,⭐,auto
179,综合Ⅱ,521208419.6,22915272,17,30659318.8,-0.31,2,10,5,⭐,auto
180,综合Ⅲ,521208419.6,22915272,17,30659318.8,-0.31,2,10,5,⭐,auto
181,养老概念,510872728.49,41532049,127,4022619.9093700787,-0.15,50,46,31,⭐,auto
182,装配建筑,505348716.48,79815228,87,5808605.936551725,-0.25,19,49,19,⭐,auto
183,虚拟电厂,502660886.76,77328756,66,7616074.041818182,-0.12,18,41,6,⭐,auto
184,微利股,497123409.96000004,72149724,98,5072687.856734694,-0.18,26,58,14,⭐,auto
185,PVDF概念,495826111.38,13040562,16,30989131.96125,-0.64,4,11,1,⭐,auto
186,安防概念,490887908.9,45499262,109,4503558.797247706,-0.19,38,62,9,⭐,auto
187,碳化硅,487652845.4,15047080,42,11610782.033333333,-0.82,4,37,1,⭐,auto
188,中盘价值,486019131.14,35724320,122,3983763.37,-0.07,37,70,15,⭐,auto
189,工程建设,483980327.9,89864941,66,7333035.271212121,-0.58,14,44,8,⭐,auto
190,智谱AI概念,481582513.08,31110582,32,15049453.53375,-0.16,11,16,5,⭐,auto
191,电子烟,477587235.1,11196468,51,9364455.590196079,-0.76,2,46,3,⭐,auto
192,次新股,468410847.05,4762559,53,8837940.510377359,-0.68,14,35,4,⭐,auto
193,Kimi概念,466966861.5,31561980,16,29185428.84375,0.2,12,4,0,⭐,auto
194,长期破净,465929966.85,93694649,192,2426718.5773437503,-0.13,46,84,61,⭐,auto
195,破净股,465837906.35,85633148,279,1669669.915232975,-0.08,72,124,82,⭐,auto
196,碳交易,462669070.0,36800681,97,4769784.226804123,-0.24,32,52,13,⭐,auto
197,油气资源,456649154.78999996,42872629,144,3171174.686041666,-0.01,50,62,31,⭐,auto
198,小金属,453702657.0,8695114,24,18904277.375,-0.87,2,21,1,⭐,auto
199,反内卷概念,452259587.0,33357254,98,4614893.744897959,-0.08,26,48,24,⭐,auto
200,蚂蚁概念,451755691.04999995,22857887,61,7405831.000819671,-0.01,17,35,9,⭐,auto
201,乡村振兴,448596370.04,63154676,140,3204259.7860000003,0.04,57,56,27,⭐,auto
202,华为昇腾,448294080.53000003,17538776,46,9745523.489782609,-0.32,18,26,2,⭐,auto
203,虚拟现实,445939387.0,10549761,96,4645201.947916667,-0.54,26,60,10,⭐,auto
204,垂直应用软件,445786947.47,37603067,94,4742414.334787235,-0.08,41,43,10,⭐,auto
205,并购重组概念,444998913.58,30526828,93,4784934.554623656,-0.17,26,55,12,⭐,auto
206,工业金属,442241541.24,32483162,58,7624854.159310345,-0.86,3,49,6,⭐,auto
207,铁路基建,441950434.86,27303677,120,3682920.2905,-0.18,31,72,16,⭐,auto
208,数字货币,441515671.1,50041394,82,5384337.452439025,-0.3,22,49,11,⭐,auto
209,无线充电,431272022.84000003,11843992,40,10781800.571,-0.53,9,30,1,⭐,auto
210,基础化工,422280352.0,19229534,162,2606668.839506173,-0.16,55,83,24,⭐,auto
211,湖北自贸,418478455.8,11481514,28,14945659.135714287,-0.13,9,17,2,⭐,auto
212,超级电容,411133211.48,14973278,30,13704440.382666668,-0.55,6,23,1,⭐,auto
213,大飞机,409554167.43999994,20187875,99,4136910.7822222216,-0.54,19,73,7,⭐,auto
214,天然气,408549478.78999996,35428190,121,3376441.973471074,0.04,45,48,28,⭐,auto
215,化学制药,404370984.64,52256066,149,2713899.225771812,0.03,61,60,26,⭐,auto
216,跨境支付,404244411.4,32023797,61,6626957.563934426,0.04,27,24,10,⭐,auto
217,碳纤维,404092481.4,14833192,39,10361345.676923076,-0.22,13,23,3,⭐,auto
218,锂电池,398527105.32,5693117,27,14760263.16,-0.67,5,22,0,⭐,auto
219,抽水蓄能,392599091.4,31823252,37,10610786.254054053,-0.3,9,24,4,⭐,auto
220,肝炎概念,391292190.0,17253702,56,6987360.535714285,0.31,33,16,7,⭐,auto
221,氮化镓,386352266.49999994,13821817,47,8220260.989361701,-0.8,8,37,2,⭐,auto
222,面板,384780520.76,74509798,38,10125803.177894736,-0.52,7,30,1,⭐,auto
223,被动元件概念,381753307.5,7760270,28,13634046.69642857,-0.41,4,23,0,⭐,auto
224,病毒防治,376750475.53999996,21064231,99,3805560.3589898986,0.32,61,20,17,⭐,auto
225,电子化学品Ⅲ,375470122.0,9943147,33,11377882.484848484,-1.16,7,26,0,⭐,auto
226,荣耀概念,373065482.6,13507198,55,6783008.774545455,-0.63,7,45,3,⭐,auto
227,北交所概念,372211201.36,19939317,25,14888448.0544,0.32,8,13,4,⭐,auto
228,能源金属,372072452.3,8550751,11,33824768.39090909,-0.11,4,7,0,⭐,auto
229,辅助生殖,370690182.0,16904451,54,6864633.0,0.27,25,23,6,⭐,auto
230,IGBT概念,370100707.52,17436164,40,9252517.688,-0.82,7,31,2,⭐,auto
231,通信服务,368735178.64,34148607,39,9454748.17025641,0.19,12,22,5,⭐,auto
232,蓝宝石,364858943.65999997,11777240,18,20269941.31444444,-0.89,2,16,0,⭐,auto
233,电网设备,362700679.4,16108970,86,4217449.760465116,-0.32,26,53,7,⭐,auto
234,其他电子Ⅱ,361664940.0,11543306,33,10959543.636363637,-0.62,8,25,0,⭐,auto
235,其他电子Ⅲ,361664940.0,11543306,33,10959543.636363637,-0.62,8,25,0,⭐,auto
236,超超临界发电,361380720.99,72243692,49,7375116.7548979595,-0.35,8,35,6,⭐,auto
237,房地产,357202962.75,62729555,94,3800031.5186170214,-0.06,30,41,23,⭐,auto
238,新零售,356939661.0,42711262,151,2363838.8145695366,-0.14,51,67,33,⭐,auto
239,流感,355520369.06,21936754,122,2914101.385737705,0.28,67,33,22,⭐,auto
240,金属制品,353790460.15999997,20410237,69,5127397.973333333,-0.33,20,39,10,⭐,auto
241,IPO受益,351350292.76,27991816,55,6388187.141090909,0.03,10,31,14,⭐,auto
242,内贸流通,347677438.6,35878114,160,2172983.99125,-0.19,53,81,26,⭐,auto
243,房地产开发,347122110.75,58609755,83,4182194.1054216865,-0.02,26,36,21,⭐,auto
244,TOPCon电池,342211644.0,26929598,44,7777537.363636363,-0.33,9,29,6,⭐,auto
245,减肥药,338719073.92,12206077,34,9962325.703529412,0.24,15,15,4,⭐,auto
246,腾讯云,334796594.0,7799100,20,16739829.7,-0.05,9,10,1,⭐,auto
247,冷链物流,333405186.24,22596325,112,2976832.02,-0.25,40,49,23,⭐,auto
248,化工原料,331857947.4,15668350,77,4309843.472727273,-0.06,30,34,13,⭐,auto
249,数字孪生,331688397.1,18111353,83,3996245.7481927713,-0.11,29,39,14,⭐,auto
250,创业板综,323233490.51,4297431,100,3232334.9051,-0.37,27,63,9,⭐,auto
251,新材料,321685278.0,8441899,82,3922991.1951219514,-0.6,16,60,6,⭐,auto
252,WiFi,314018499.4,7145898,30,10467283.313333333,-0.8,4,23,3,⭐,auto
253,维生素,306840993.52,47419815,31,9898096.56516129,0.21,14,8,9,⭐,auto
254,其他专用设备,304338601.23,13754277,80,3804232.5153750004,-0.43,22,51,7,⭐,auto
255,基础建设,302034633.0,73751930,44,6864423.4772727275,-0.35,12,26,6,⭐,auto
256,MicroLED,299485172.24,18863280,32,9358911.6325,-0.69,3,27,2,⭐,auto
257,集成电路封测,298323570.0,6826497,12,24860297.5,-1.43,1,11,0,⭐,auto
258,新型城镇化,297920961.74,32506449,101,2949712.4924752475,-0.25,35,53,13,⭐,auto
259,价值股,293790364.05,21396390,100,2937903.6405,-0.08,32,46,22,⭐,auto
260,航空装备Ⅲ,291874103.4,7904925,45,6486091.1866666665,-0.28,17,27,1,⭐,auto
261,航空装备Ⅱ,291874103.4,7904925,45,6486091.1866666665,-0.28,17,27,1,⭐,auto
262,影视概念,283956413.7,30562696,62,4579942.156451613,0.12,25,26,11,⭐,auto
263,VPN,283500267.5,29576149,19,14921066.710526315,-0.69,9,10,0,⭐,auto
264,白酒,279529999.0,21346880,46,6076739.108695652,0.14,15,20,11,⭐,auto
265,HJT电池,278025999.58,15846540,39,7128871.784102564,-0.56,9,23,7,⭐,auto
266,混合现实,276440555.98,10593968,30,9214685.199333334,-0.86,3,24,3,⭐,auto
267,稀土永磁,274664594.58,11227043,49,5605399.889387755,-0.7,3,43,3,⭐,auto
268,虚拟机器人,273535474.8,8033150,15,18235698.32,0.58,4,10,1,⭐,auto
269,合成生物,270435974.28,13208345,112,2414606.9132142854,-0.25,43,50,17,⭐,auto
270,化学制品,269103617.48,17964360,169,1592329.097514793,-0.3,45,102,21,⭐,auto
271,减速器,268097099.14,16781220,76,3527593.409736842,-0.25,20,48,8,⭐,auto
272,集成电路制造,267714824.0,3374397,8,33464353.0,-1.74,1,7,0,⭐,auto
273,轻工制造,267396745.0,27097500,160,1671229.65625,-0.1,53,83,22,⭐,auto
274,电子竞技,265046903.60000002,28749327,32,8282715.737500001,0.34,10,17,5,⭐,auto
275,机器人执行器,262293149.54,5291300,35,7494089.986857142,0.05,18,16,1,⭐,auto
276,化债(AMC)概念,260577872.54,25687150,57,4571541.623508772,-0.11,12,31,14,⭐,auto
277,体育产业,259420706.68,26362344,70,3706010.0954285716,-0.27,22,33,15,⭐,auto
278,科创板做市股,259376794.0,3554965,45,5763928.755555555,-0.25,13,28,3,⭐,auto
279,AI语料,259286752.68,26968641,32,8102711.02125,0.87,18,8,6,⭐,auto
280,ETC,258017411.96,48845420,42,6143271.713333334,-0.17,10,22,10,⭐,auto
281,航天航空,257701361.2,8501159,49,5259211.453061224,-0.21,17,30,2,⭐,auto
282,塑料,254550502.0,10630382,73,3486993.178082192,-0.25,17,48,8,⭐,auto
283,基建市政工程,253187397.0,65641084,26,9737976.807692308,0.02,8,13,5,⭐,auto
284,被动元件,251671198.0,6088290,16,15729449.875,-0.09,4,12,0,⭐,auto
285,贵金属,250698831.22,8342553,13,19284525.478461538,-0.8,2,10,1,⭐,auto
286,谷子经济,250121899.56,21067284,71,3522843.655774648,0.3,25,37,9,⭐,auto
287,3D玻璃,250105063.6,12296099,15,16673670.906666666,-1.06,0,13,2,⭐,auto
288,分立器件,249511392.2,1987117,18,13861744.01111111,-1.2,2,15,1,⭐,auto
289,幽门螺杆菌概念,248624055.12,14608435,51,4874981.472941177,0.28,21,22,8,⭐,auto
290,京津冀,247601454.76,31886647,59,4196634.826440678,-0.5,8,38,13,⭐,auto
291,建筑材料,244543068.04,18388776,71,3444268.5639436617,-0.47,11,49,11,⭐,auto
292,参股保险,242651982.0,29644764,75,3235359.76,-0.21,15,45,15,⭐,auto
293,底盘与发动机系统,241790913.0,11063432,92,2628162.097826087,-0.21,23,55,14,⭐,auto
294,生物识别,241334095.4,8377449,50,4826681.908,-0.16,14,29,7,⭐,auto
295,原料药,240815038.32,42206515,41,5873537.52,-0.21,14,17,10,⭐,auto
296,中药Ⅲ,240406107.26000002,14895143,64,3756345.4259375003,0.19,35,16,13,⭐,auto
297,中药Ⅱ,240406107.26000002,14895143,64,3756345.4259375003,0.19,35,16,13,⭐,auto
298,通用航空,236774299.0,20187360,35,6764979.971428571,-0.51,7,23,5,⭐,auto
299,知识产权,236449345.34999996,10800238,42,5629746.317857142,-0.03,21,17,4,⭐,auto
300,数字水印,232520954.5,32073861,18,12917830.805555556,-0.93,7,9,2,⭐,auto
