排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,平均涨幅%,上涨数,下跌数,平盘数,关注,data_source
442,油气开采Ⅱ,177373500.0,9015000.0,4,44343375.0,-3.21,0,4,0,⭐,auto
443,油气开采Ⅲ,177373500.0,9015000.0,4,44343375.0,-3.21,0,4,0,⭐,auto
444,独家药品,176614152.93,15717600.0,35,5046118.655142858,-0.07,21,12,2,⭐,auto
445,工程咨询服务Ⅱ,176010262.56,8452600.0,39,4513083.655384615,0.62,32,6,1,⭐,auto
446,金属新材料,175934546.0,4052200.0,31,5675307.935483871,-2.13,25,6,0,⭐,auto
447,其他通用设备,175304862.0,9911300.0,56,3130443.964285714,0.32,41,12,3,⭐,auto
448,时空大数据,174513005.0,13589800.0,25,6980520.2,0.41,23,2,0,⭐,auto
449,生态农业,171748385.5,24596400.0,43,3994148.5,0.17,28,12,3,⭐,auto
450,空间站概念,171650268.0,6736000.0,19,9034224.631578946,0.69,19,0,0,⭐,auto
451,C2M概念,169912239.73,24527600.0,42,4045529.517380952,0.05,23,15,4,⭐,auto
452,维生素,169666243.05,17454500.0,35,4847606.944285715,0.07,23,11,1,⭐,auto
453,房屋建设Ⅱ,168784912.0,15574300.0,10,16878491.2,-0.3,6,2,2,⭐,auto
454,其他生物制品,167327124.0,4678400.0,39,4290439.076923077,0.02,25,14,0,⭐,auto
455,游戏Ⅲ,167257603.57,9101800.0,22,7602618.344090909,1.13,21,1,0,⭐,auto
456,游戏Ⅱ,167257603.57,9101800.0,22,7602618.344090909,1.13,21,1,0,⭐,auto
457,旅游及景区,166815828.56,19055700.0,30,5560527.618666667,-0.9,3,25,2,⭐,auto
458,人造肉,164881605.26,12527300.0,18,9160089.18111111,0.27,11,6,1,⭐,auto
459,工业大麻,164013169.73000002,14753000.0,33,4970096.052424243,-0.25,20,10,3,⭐,auto
460,化学工程,163790124.0,34385000.0,5,32758024.8,1.39,4,1,0,⭐,auto
461,基础建设,162723163.54,29887300.0,47,3462194.96893617,0.27,34,8,5,⭐,auto
462,幽门螺杆菌概念,162203230.82000002,16780400.0,50,3244064.6164000006,0.16,29,18,3,⭐,auto
463,调味发酵品Ⅱ,161219390.04,11538900.0,17,9483493.531764705,-0.23,5,11,1,⭐,auto
464,调味发酵品Ⅲ,161219390.04,11538900.0,17,9483493.531764705,-0.23,5,11,1,⭐,auto
465,医药生物,159122865.0,4030900.0,67,2374968.1343283583,0.27,49,16,2,⭐,auto
466,快递概念,159045172.0,22339500.0,36,4417921.444444444,0.22,21,9,6,⭐,auto
467,造纸印刷,158534484.94,20566200.0,51,3108519.3125490197,0.24,34,15,2,⭐,auto
468,食品加工,158503446.34,48129800.0,25,6340137.8536,-0.05,16,7,2,⭐,auto
469,电子身份证,157181649.15,11218400.0,32,4911926.5359375,0.6,31,1,0,⭐,auto
470,电网自动化设备,154571158.7,5694500.0,22,7025961.759090909,1.28,21,0,1,⭐,auto
471,CAR-T细胞疗法,152913852.96,4276600.0,18,8495214.053333335,0.57,12,4,2,⭐,auto
472,贵金属,152836118.0,4951100.0,10,15283611.8,1.07,10,0,0,⭐,auto
473,保险Ⅲ,150926960.0,3444100.0,6,25154493.333333332,0.14,3,2,1,⭐,auto
474,财税数字化,150476403.8,8974700.0,34,4425776.582352942,-0.08,31,3,0,⭐,auto
475,医疗耗材,150386114.0,16188400.0,50,3007722.28,0.26,36,12,2,⭐,auto
476,REITs概念,149963929.0,24031000.0,23,6520170.826086956,0.06,13,5,5,⭐,auto
477,碳基材料,148925905.6,6524300.0,13,11455838.892307691,1.42,10,2,1,⭐,auto
478,交运设备,145081944.4,13985100.0,50,2901638.8880000003,0.36,38,7,5,⭐,auto
479,农药,143758025.55,11590900.0,35,4107372.158571429,0.25,20,11,4,⭐,auto
480,非白酒,141788274.0,16047200.0,18,7877126.333333333,-11.81,3,15,0,⭐,auto
481,航天装备Ⅲ,136839717.0,5164500.0,8,17104964.625,1.36,8,0,0,⭐,auto
482,纺织制造,136186022.2,14287600.0,30,4539534.073333333,0.18,17,9,4,⭐,auto
483,氮肥,135895927.68,19151900.0,6,22649321.28,-1.66,0,6,0,⭐,auto
484,聚氨酯,135811012.0,2874700.0,9,15090112.444444444,-0.04,3,5,1,⭐,auto
485,家电零部件Ⅱ,134245973.0,5476900.0,23,5836781.434782608,1.21,19,3,1,⭐,auto
486,家电零部件Ⅲ,134245973.0,5476900.0,23,5836781.434782608,1.21,19,3,1,⭐,auto
487,娱乐用品,134110288.0,7095000.0,14,9579306.285714285,0.26,9,5,0,⭐,auto
488,种植业,132332500.0,15912500.0,23,5753586.956521739,-0.13,6,15,2,⭐,auto
489,特色药,132063680.78999999,10322000.0,33,4001929.7209090907,0.27,20,9,4,⭐,auto
490,鸡肉概念,131024884.14,13240000.0,23,5696734.093043478,0.24,14,8,1,⭐,auto
491,其他金属新材料,126945778.0,2927600.0,16,7934111.125,1.54,15,1,0,⭐,auto
492,逆变器,126861733.61,1423100.0,7,18123104.80142857,-0.09,5,2,0,⭐,auto
493,裸眼3D,126807213.0,24597400.0,28,4528829.035714285,0.63,22,5,1,⭐,auto
494,ERP概念,126133210.0,3800600.0,22,5733327.7272727275,0.9,19,3,0,⭐,auto
495,纸包装,125706228.78,8072600.0,20,6285311.439,0.03,12,7,1,⭐,auto
496,地热能,125618769.42,7256700.0,10,12561876.942,0.54,8,1,1,⭐,auto
497,其他汽车零部件,124989206.53999999,9435400.0,50,2499784.1308,0.49,43,5,2,⭐,auto
498,其他专业工程,123763510.0,6498800.0,18,6875750.555555556,-5.37,11,7,0,⭐,auto
499,盲盒经济,122483594.0,8049200.0,12,10206966.166666666,1.34,9,3,0,⭐,auto
500,影视动漫制作,122366615.03999999,18851400.0,12,10197217.92,1.07,8,4,0,⭐,auto
501,社区团购,121451591.03999999,15237100.0,41,2962233.927804878,0.11,22,16,3,⭐,auto
502,饰品,120864473.0,15796300.0,19,6361288.052631579,-5.17,10,7,2,⭐,auto
503,啤酒概念,120739554.0,10246300.0,19,6354713.368421053,-0.27,6,13,0,⭐,auto
504,智慧灯杆,119468580.2,10135800.0,25,4778743.208000001,1.38,23,1,1,⭐,auto
505,医院,119105677.28,17085000.0,10,11910567.728,1.08,7,2,1,⭐,auto
506,第四代半导体,118635658.0,12980500.0,5,23727131.6,0.97,5,0,0,⭐,auto
507,户外露营,118627932.31,11468800.0,30,3954264.4103333335,-0.24,22,8,0,⭐,auto
508,首发经济,118503525.2,21907700.0,37,3202797.9783783783,0.4,20,11,6,⭐,auto
509,钾肥,115981604.0,2934600.0,4,28995401.0,0.06,2,2,0,⭐,auto
510,物流,115581368.06,10178300.0,52,2222718.6165384618,0.12,36,12,4,⭐,auto
511,医废处理,115196140.0,18000700.0,20,5759807.0,0.3,12,6,2,⭐,auto
512,光伏发电,114993722.46000001,18920700.0,13,8845670.95846154,1.12,11,0,2,⭐,auto
513,冰洗,114619057.4,24933400.0,4,28654764.35,-0.83,0,3,1,⭐,auto
514,地下管网,114508058.82,16403900.0,38,3013369.968947368,0.69,27,8,3,⭐,auto
515,数字阅读,113469251.4,7630100.0,17,6674661.847058824,1.25,14,2,1,⭐,auto
516,油田服务,113451840.47,14112800.0,7,16207405.781428572,-1.16,1,6,0,⭐,auto
517,沪企改革,111806409.0,12537600.0,39,2866831.0,-2.33,24,9,6,⭐,auto
518,超跌股,111653944.25,46076300.0,14,7975281.732142857,-58.01,0,14,0,⭐,auto
519,阿兹海默,109298543.0,15233800.0,13,8407580.23076923,0.18,6,5,2,⭐,auto
520,其他化学原料,108845848.0,7309400.0,17,6402696.94117647,-0.56,12,5,0,⭐,auto
521,膜材料,107774240.0,5136600.0,19,5672328.421052632,0.85,13,6,0,⭐,auto
522,电子车牌,107346057.22,14101400.0,17,6314473.954117647,1.01,15,2,0,⭐,auto
523,机床工具,107174580.0,10235200.0,21,5103551.428571428,1.17,18,1,2,⭐,auto
524,饲料,107035137.06,12287500.0,20,5351756.853,-0.23,10,10,0,⭐,auto
525,PLC概念,107009080.0,1544100.0,8,13376135.0,0.61,6,2,0,⭐,auto
526,民爆概念,106827681.0,10311900.0,20,5341384.05,0.63,13,6,1,⭐,auto
527,食品及饲料添加剂,106303432.0,6234000.0,30,3543447.7333333334,0.12,17,12,1,⭐,auto
528,资产管理,104607289.25,15438700.0,5,20921457.85,-1.22,3,2,0,⭐,auto
529,土壤修复,103392474.16,22707100.0,33,3133105.2775757574,0.3,22,9,2,⭐,auto
530,其他石化,100627578.0,7178600.0,11,9147961.636363637,-0.93,2,8,1,⭐,auto
531,氯碱,100376365.35000001,14445900.0,14,7169740.382142858,0.06,7,6,1,⭐,auto
532,水务及水治理,100041255.0,12818400.0,45,2223139.0,-3.9,29,12,4,⭐,auto
533,供销社概念,98906672.0,12742200.0,17,5818039.529411765,-0.07,8,8,1,⭐,auto
534,海绵城市,98521319.0,19520800.0,35,2814894.8285714285,0.44,25,6,4,⭐,auto
535,通信工程及服务,98493140.2,6129100.0,18,5471841.122222222,1.37,16,2,0,⭐,auto
536,铁路公路,98146354.0,16263100.0,38,2582798.789473684,-0.1,15,17,6,⭐,auto
537,乳品,97594762.0,7026400.0,12,8132896.833333333,-0.33,2,8,2,⭐,auto
538,自然景区,97592399.56,8752900.0,14,6970885.682857143,-1.15,1,13,0,⭐,auto
539,配电设备,94830825.0,4404500.0,25,3793233.0,-3.36,20,4,1,⭐,auto
540,房屋检测,93922016.0,11368700.0,33,2846121.696969697,0.45,26,6,1,⭐,auto
541,航空机场,93590359.0,31795800.0,14,6685025.642857143,0.39,7,5,2,⭐,auto
542,信托,92559109.0,31622400.0,3,30853036.333333332,-0.46,1,1,1,⭐,auto
543,轮胎轮毂,89879869.00999999,9794900.0,22,4085448.591363636,0.35,17,5,0,⭐,auto
544,租售同权,89033456.0,14994200.0,22,4046975.272727273,0.48,17,2,3,⭐,auto
545,商业地产,88538827.25,26818600.0,11,8048984.295454546,-0.28,7,3,1,⭐,auto
546,钢铁,88405402.0,20889300.0,39,2266805.1794871795,-2.12,26,7,6,⭐,auto
547,保健品,87175588.0,44077300.0,6,14529264.666666666,0.22,4,2,0,⭐,auto
548,毛发医疗,87143313.14,11504300.0,18,4841295.1744444445,0.05,10,5,3,⭐,auto
549,风力发电,86020343.0,17302600.0,12,7168361.916666667,0.85,12,0,0,⭐,auto
550,培育钻石,86005142.35,4090600.0,14,6143224.453571429,0.8,11,2,1,⭐,auto
551,农产品加工,85111687.95,11200900.0,23,3700508.1717391307,-4.27,14,7,2,⭐,auto
552,基建市政工程,81627070.22,12013900.0,23,3549003.053043478,0.62,18,2,3,⭐,auto
553,蓄电池及其他电池,81576193.02,4682400.0,10,8157619.301999999,-1.49,8,2,0,⭐,auto
554,软饮料,81342678.0,5223300.0,8,10167834.75,-0.09,3,5,0,⭐,auto
555,园林工程,81096093.32,17873400.0,24,3379003.888333333,-0.07,16,6,2,⭐,auto
556,院线,80940165.5,8147000.0,3,26980055.166666668,-1.5,1,2,0,⭐,auto
557,机器人,78780268.02,2393400.0,18,4376681.556666667,0.89,14,3,1,⭐,auto
558,啤酒,76785346.0,5946600.0,7,10969335.142857144,-0.84,1,6,0,⭐,auto
559,代糖概念,76629941.0,4491600.0,18,4257218.944444444,0.19,9,8,1,⭐,auto
560,零食,75921176.83,4565100.0,10,7592117.683,-0.31,4,6,0,⭐,auto
561,华为欧拉,75667982.0,2407000.0,14,5404855.857142857,1.22,13,0,1,⭐,auto
562,医药商业,75496885.2,6203300.0,30,2516562.8400000003,0.06,17,7,6,⭐,auto
563,钛白粉概念,74873833.35000001,9089200.0,14,5348130.9535714295,0.52,9,4,1,⭐,auto
564,抗菌面料,74387212.31,3824800.0,15,4959147.487333333,0.17,10,5,0,⭐,auto
565,互联网电商,73888811.8,14461100.0,15,4925920.786666666,1.21,13,1,1,⭐,auto
566,专业服务,73693665.9,4414800.0,34,2167460.761764706,0.56,27,4,3,⭐,auto
567,其他家居用品,73433457.89,3876900.0,26,2824363.765,0.35,18,8,0,⭐,auto
568,美容护理,71443046.8,5395900.0,31,2304614.4129032255,0.16,20,7,4,⭐,auto
569,MLOps概念,70900808.95,4134400.0,12,5908400.745833334,1.6,12,0,0,⭐,auto
570,热力服务,70376233.0,8138200.0,17,4139778.411764706,0.22,11,5,1,⭐,auto
571,同步磁阻电机,69570035.0,5397600.0,9,7730003.888888889,0.2,5,3,1,⭐,auto
572,生物质能发电,68520244.22999999,10451900.0,26,2635394.0088461535,0.37,17,7,2,⭐,auto
573,纺织化学制品,68090635.00999999,7770600.0,12,5674219.584166666,0.42,7,4,1,⭐,auto
574,综合环境治理,67068543.0,9990300.0,17,3945208.411764706,0.12,12,5,0,⭐,auto
575,水泥,66300699.480000004,7184900.0,15,4420046.632,-0.24,8,5,2,⭐,auto
576,商用车,63296221.04,5492400.0,15,4219748.0693333335,0.33,12,1,2,⭐,auto
577,水泥制造,63151031.480000004,6830500.0,10,6315103.148,-0.66,3,5,2,⭐,auto
578,棉纺,63047221.0,5695500.0,12,5253935.083333333,0.4,7,4,1,⭐,auto
579,可燃冰,62170083.42,8919400.0,11,5651825.765454546,-0.24,5,5,1,⭐,auto
580,专业连锁Ⅲ,61514338.0,5313400.0,6,10252389.666666666,0.09,4,2,0,⭐,auto
581,专业连锁Ⅱ,61514338.0,5313400.0,6,10252389.666666666,0.09,4,2,0,⭐,auto
582,电能综合服务,60660188.0,8268500.0,22,2757281.272727273,0.53,20,1,1,⭐,auto
583,水产概念,60334076.0,8333900.0,15,4022271.7333333334,-0.11,6,7,2,⭐,auto
584,重组蛋白,60262429.0,2146000.0,14,4304459.214285715,-0.12,7,7,0,⭐,auto
585,电信运营商,60161396.0,6786800.0,3,20053798.666666668,-0.18,0,3,0,⭐,auto
586,贸易Ⅲ,59395459.0,6492700.0,20,2969772.95,-4.63,15,4,1,⭐,auto
587,制冷空调设备,57855204.0,3578500.0,16,3615950.25,1.09,13,1,1,⭐,auto
588,检测服务,57187128.7,3838500.0,25,2287485.148,0.62,22,2,1,⭐,auto
589,其他纺织,57112754.0,7587300.0,12,4759396.166666667,0.28,8,3,1,⭐,auto
590,托育服务,56960469.0,5281200.0,12,4746705.75,0.31,8,2,2,⭐,auto
591,其他农产品加工,56698043.95,8433300.0,10,5669804.3950000005,-0.37,5,5,0,⭐,auto
592,改性塑料,55977258.44,2778300.0,19,2946171.496842105,0.37,14,3,2,⭐,auto
593,其他饰品,54031052.0,7861400.0,2,27015526.0,-1.77,1,1,0,⭐,auto
594,其他种植业,53910383.0,7744000.0,7,7701483.285714285,0.33,3,3,1,⭐,auto
595,特种纸,53247778.0,8967000.0,17,3132222.2352941176,0.42,13,3,1,⭐,auto
596,焦煤,53236659.0,4821100.0,11,4839696.2727272725,-0.72,0,10,1,⭐,auto
597,化妆品,53184779.8,4038400.0,15,3545651.9866666663,-0.19,9,5,1,⭐,auto
598,广告媒体,52584143.52,8466700.0,4,13146035.88,0.57,3,1,0,⭐,auto
599,火电设备,51937468.03,26480400.0,3,17312489.343333334,-0.31,1,1,1,⭐,auto
600,跨境电商,51554839.2,11668300.0,7,7364977.028571429,1.82,7,0,0,⭐,auto
601,快递,51043931.0,1726700.0,3,17014643.666666668,-0.71,1,2,0,⭐,auto
602,房地产服务,50738308.0,8245500.0,11,4612573.454545454,-0.02,4,6,1,⭐,auto
603,磨具磨料,50414040.0,2339000.0,12,4201170.0,1.2,11,1,0,⭐,auto
604,橡胶,47898450.0,3560700.0,24,1995768.75,0.45,19,4,1,⭐,auto
605,照明设备Ⅱ,46072253.0,11264700.0,14,3290875.214285714,0.19,12,1,1,⭐,auto
606,照明设备Ⅲ,46072253.0,11264700.0,14,3290875.214285714,0.19,12,1,1,⭐,auto
607,肝素概念,45930639.0,4327400.0,11,4175512.6363636362,0.3,6,3,2,⭐,auto
608,复合肥,45432238.3,4749300.0,6,7572039.716666666,-0.09,3,3,0,⭐,auto
609,无机盐,45061654.0,2491200.0,10,4506165.4,-9.56,5,3,2,⭐,auto
610,商用载货车,44360371.04,4799100.0,10,4436037.104,0.39,8,0,2,⭐,auto
611,SPD概念,44009824.2,2370000.0,8,5501228.025,0.21,5,2,1,⭐,auto
612,锦纶,42593438.0,5714800.0,6,7098906.333333333,0.02,3,3,0,⭐,auto
613,铁路运输,42108411.0,6948900.0,7,6015487.285714285,-0.07,3,2,2,⭐,auto
614,线下药店,41709430.0,2084200.0,9,4634381.111111111,0.02,2,3,4,⭐,auto
615,物业管理,40823421.0,5249800.0,7,5831917.285714285,-0.34,1,5,1,⭐,auto
616,厨房小家电,40188700.85,2440400.0,9,4465411.205555555,-0.18,5,4,0,⭐,auto
617,综合电力设备商,39977790.0,2497800.0,2,19988895.0,1.01,2,0,0,⭐,auto
618,高速公路,39748326.0,7277400.0,24,1656180.25,-0.16,10,11,3,⭐,auto
619,预加工食品,39206182.0,1155500.0,8,4900772.75,-0.36,4,3,1,⭐,auto
620,工程机械器件,38893248.0,547100.0,10,3889324.8,0.25,8,2,0,⭐,auto
621,大气治理,36754236.0,2532600.0,8,4594279.5,0.29,5,3,0,⭐,auto
622,白银,35817898.0,1613600.0,3,11939299.333333334,1.52,3,0,0,⭐,auto
623,农商行Ⅲ,35788453.0,7100900.0,9,3976494.777777778,-0.14,2,4,3,⭐,auto
624,农业综合Ⅱ,35574906.0,5851000.0,6,5929151.0,0.08,3,2,1,⭐,auto
625,化妆品制造及其他,35154399.8,3164000.0,10,3515439.9799999995,-0.36,6,4,0,⭐,auto
626,光伏辅材,34752061.0,1357100.0,15,2316804.066666667,0.78,13,2,0,⭐,auto
627,医药流通,33787455.2,4119100.0,21,1608926.4380952383,0.07,15,4,2,⭐,auto
628,定制家居,33454389.6,3377200.0,11,3041308.1454545455,0.13,6,4,1,⭐,auto
629,黑色家电,32842678.65,2445200.0,10,3284267.8649999998,0.4,8,2,0,⭐,auto
630,电视广播Ⅱ,31983457.4,4846900.0,13,2460265.953846154,0.43,12,1,0,⭐,auto
631,电视广播Ⅲ,31983457.4,4846900.0,13,2460265.953846154,0.43,12,1,0,⭐,auto
632,举牌,31384265.0,3224500.0,8,3923033.125,0.21,6,2,0,⭐,auto
633,国际工程,31335641.0,2957100.0,4,7833910.25,0.91,4,0,0,⭐,auto
634,熔盐储能,30416229.0,2146700.0,10,3041622.9,0.89,10,0,0,⭐,auto
635,彩电,28371606.0,2107900.0,4,7092901.5,0.12,2,2,0,⭐,auto
636,退税商店,27557296.0,2960200.0,13,2119792.0,0.46,9,2,2,⭐,auto
637,粮食种植,27555689.0,1937100.0,3,9185229.666666666,-0.84,0,3,0,⭐,auto
638,农用机械,26862157.0,2035200.0,13,2066319.7692307692,0.1,8,4,1,⭐,auto
639,综合乘用车,26747838.0,2844400.0,6,4457973.0,0.13,4,1,1,⭐,auto
640,图片媒体,26485569.0,1197900.0,1,26485569.0,1.33,1,0,0,⭐,auto
641,跨境物流,25803572.0,3548000.0,18,1433531.7777777778,0.09,10,5,3,⭐,auto
642,地面兵装Ⅲ,25348030.0,1537300.0,8,3168503.75,0.44,7,1,0,⭐,auto
643,地面兵装Ⅱ,25348030.0,1537300.0,8,3168503.75,0.44,7,1,0,⭐,auto
644,钛白粉,25337871.0,2662600.0,6,4222978.5,0.08,2,3,1,⭐,auto
645,低碳冶金,25170792.0,6908300.0,5,5034158.4,0.31,3,2,0,⭐,auto
646,DRG/DIP,24993385.18,2415900.0,13,1922568.0907692309,0.7,13,0,0,⭐,auto
647,水力发电,24196675.6,2157500.0,9,2688519.5111111114,0.61,8,1,0,⭐,auto
648,硅料硅片,24060656.0,2849600.0,5,4812131.2,1.43,5,0,0,⭐,auto
649,宠物食品,23755179.060000002,647100.0,5,4751035.812000001,-0.17,2,3,0,⭐,auto
650,其他橡胶制品,22746704.0,2028300.0,15,1516446.9333333333,0.36,12,3,0,⭐,auto
651,非金属材料Ⅲ,22214745.0,372500.0,5,4442949.0,1.52,5,0,0,⭐,auto
652,酒店餐饮,21874840.0,1849800.0,8,2734355.0,-0.46,2,5,1,⭐,auto
653,印刷包装机械,21368669.0,1471900.0,6,3561444.8333333335,0.58,4,2,0,⭐,auto
654,多业态零售,20609003.0,2427200.0,14,1472071.642857143,-0.08,8,3,3,⭐,auto
655,焦炭Ⅱ,20162462.0,4753100.0,6,3360410.3333333335,-0.26,2,4,0,⭐,auto
656,焦炭Ⅲ,20162462.0,4753100.0,6,3360410.3333333335,-0.26,2,4,0,⭐,auto
657,培训教育,19838973.92,3555100.0,10,1983897.3920000002,0.82,7,1,2,⭐,auto
658,肉鸡养殖,19203972.0,1362600.0,8,2400496.5,0.62,6,2,0,⭐,auto
659,商用载客车,18935850.0,693300.0,5,3787170.0,0.2,4,1,0,⭐,auto
660,原材料供应链服务,18918449.0,2641500.0,10,1891844.9,-0.16,7,3,0,⭐,auto
661,酒店,18830826.0,1302900.0,5,3766165.2,-0.45,2,3,0,⭐,auto
662,个护用品,18187707.0,1336500.0,15,1212513.8,0.47,10,2,3,⭐,auto
663,品牌化妆品,18030380.0,874400.0,5,3606076.0,0.13,3,1,1,⭐,auto
664,水产饲料,17531626.0,881900.0,3,5843875.333333333,-0.8,1,2,0,⭐,auto
665,期货,17100083.0,1258600.0,5,3420016.6,0.09,3,2,0,⭐,auto
666,光伏主材,16606867.0,926300.0,2,8303433.5,0.43,2,0,0,⭐,auto
667,其他运输设备,16545366.0,781200.0,11,1504124.1818181819,-0.08,7,3,1,⭐,auto
668,燃料电池,16510813.0,648600.0,1,16510813.0,-1.84,0,1,0,⭐,auto
669,公交,16289617.0,2036800.0,7,2327088.1428571427,0.1,2,4,1,⭐,auto
670,超市,15857945.1,2790800.0,7,2265420.7285714285,-0.1,3,3,1,⭐,auto
671,橡胶助剂,15396879.0,280300.0,1,15396879.0,1.8,1,0,0,⭐,auto
672,瓷砖地板,15116873.649999999,1724100.0,11,1374261.2409090907,0.25,7,3,1,⭐,auto
673,租赁,15101745.0,2839100.0,3,5033915.0,0.09,2,1,0,⭐,auto
674,粮油加工,14566516.0,1633700.0,7,2080930.857142857,-13.81,5,1,1,⭐,auto
675,生活用纸,14469733.0,995100.0,10,1446973.3,0.53,6,2,2,⭐,auto
676,汽车服务,13486882.0,1532300.0,9,1498542.4444444445,0.38,8,1,0,⭐,auto
677,人工景区,13255815.0,1469800.0,9,1472868.3333333333,-0.23,2,6,1,⭐,auto
678,渔业,13053738.0,3621200.0,8,1631717.25,0.47,5,1,2,⭐,auto
679,清洁小家电,12919807.0,394800.0,8,1614975.875,0.51,8,0,0,⭐,auto
680,厨卫电器,12654063.0,970600.0,11,1150369.3636363635,0.29,9,2,0,⭐,auto
681,汽车综合服务,12608679.0,1368100.0,6,2101446.5,0.28,5,1,0,⭐,auto
682,文化用品,11109605.0,951600.0,7,1587086.4285714286,0.79,7,0,0,⭐,auto
683,其他养殖,10983160.0,4119400.0,4,2745790.0,-1.22,2,2,0,⭐,auto
684,涤纶,10378594.0,910000.0,8,1297324.25,-0.34,5,3,0,⭐,auto
685,炭黑,9754867.0,1252100.0,8,1219358.375,0.47,6,1,1,⭐,auto
686,冶钢辅料,9578499.0,1846100.0,3,3192833.0,0.82,2,1,0,⭐,auto
687,教育运营及其他,9496293.0,2301200.0,3,3165431.0,-39.86,1,2,0,⭐,auto
688,摩托车,9369736.6,291100.0,7,1338533.8,0.97,7,0,0,⭐,auto
689,金融信息服务,9036194.0,564800.0,3,3012064.6666666665,0.77,3,0,0,⭐,auto
690,水产养殖,8894501.0,3184100.0,5,1778900.2,0.47,3,0,2,⭐,auto
691,耐火材料,8606918.0,1139300.0,5,1721383.6,0.35,4,1,0,⭐,auto
692,综合包装,8230478.16,554300.0,3,2743492.72,0.3,1,2,0,⭐,auto
693,玻璃制造,8192697.0,1641000.0,6,1365449.5,0.38,5,0,1,⭐,auto
694,人力资源服务,7776208.0,351400.0,4,1944052.0,0.26,3,0,1,⭐,auto
695,印染,7669180.0,525200.0,2,3834590.0,-1.36,0,1,1,⭐,auto
696,其他家电Ⅱ,7133899.0,899200.0,3,2377966.3333333335,-0.31,0,3,0,⭐,auto
697,其他家电Ⅲ,7133899.0,899200.0,3,2377966.3333333335,-0.31,0,3,0,⭐,auto
698,胶黏剂及胶带,6888255.0,372200.0,7,984036.4285714285,0.72,7,0,0,⭐,auto
699,血液制品,6820083.2,695400.0,4,1705020.8,-0.02,1,2,1,⭐,auto
700,动物保健Ⅱ,6599122.0,622800.0,10,659912.2,0.71,9,1,0,⭐,auto
701,教育出版,6472478.0,704900.0,6,1078746.3333333333,0.28,4,1,1,⭐,auto
702,粘胶,5249812.0,908200.0,3,1749937.3333333333,-0.98,2,1,0,⭐,auto
703,其他专业服务,5057782.0,73000.0,3,1685927.3333333333,0.49,1,2,0,⭐,auto
704,其他能源发电,5003516.0,1314900.0,2,2501758.0,0.41,1,0,1,⭐,auto
705,纺织鞋类制造,4998100.2,130800.0,2,2499050.1,0.13,2,0,0,⭐,auto
706,其他黑色家电,4471072.65,337300.0,6,745178.775,0.58,6,0,0,⭐,auto
707,防水材料,4220702.0,319600.0,3,1406900.6666666667,0.73,3,0,0,⭐,auto
708,海洋捕捞,4159237.0,437100.0,3,1386412.3333333333,0.48,2,1,0,⭐,auto
709,其他医疗服务,3799931.0,258700.0,3,1266643.6666666667,0.82,3,0,0,⭐,auto
710,洗护用品,3717974.0,341400.0,5,743594.8,0.35,4,0,1,⭐,auto
711,会展服务,3672547.2,151900.0,2,1836273.6,0.46,1,0,1,⭐,auto
712,氨纶,3638340.0,306000.0,1,3638340.0,1.11,1,0,0,⭐,auto
713,林业Ⅲ,3538895.0,269300.0,3,1179631.6666666667,-0.12,1,1,1,⭐,auto
714,林业Ⅱ,3538895.0,269300.0,3,1179631.6666666667,-0.12,1,1,1,⭐,auto
715,辅料,3358767.0,348800.0,2,1679383.5,-0.06,0,1,1,⭐,auto
716,水泥制品,3149668.0,354400.0,5,629933.6,0.6,5,0,0,⭐,auto
717,餐饮,3044014.0,546900.0,3,1014671.3333333334,-0.49,0,2,1,⭐,auto
718,综合电商,2961178.0,1160000.0,2,1480589.0,0.33,1,0,1,⭐,auto
719,涂料,2582339.0,130200.0,2,1291169.5,-2.51,0,2,0,⭐,auto
720,铁矿石,2556115.0,264400.0,4,639028.75,0.87,4,0,0,⭐,auto
721,房地产综合服务,2278739.0,511800.0,1,2278739.0,-0.45,0,1,0,⭐,auto
722,学历教育,2271274.0,361700.0,3,757091.3333333334,0.47,3,0,0,⭐,auto
723,视频媒体,1574232.0,80400.0,1,1574232.0,0.72,1,0,0,⭐,auto
724,诊断服务,1452940.0,52800.0,2,726470.0,0.59,2,0,0,⭐,auto
725,长材,1335231.0,542300.0,3,445077.0,0.48,3,0,0,⭐,auto
726,汽车经销商,878203.0,164200.0,3,292734.3333333333,0.58,3,0,0,⭐,auto
727,医疗美容,70560.0,21000.0,1,70560.0,0.9,1,0,0,⭐,auto
