排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,平均涨幅%,上涨数,下跌数,平盘数,关注,data_source
45,存储芯片,206847481216.06,3096954300.0,98,2110688583.837347,1.57,67,31,0,⭐,auto
46,新能源车,202310849291.14,7212355300.0,364,555799036.5141209,0.4,201,159,4,⭐,auto
47,消费电子概念,201288145234.34,5655185800.0,175,1150217972.767657,0.61,104,65,6,⭐,auto
48,风能,197225551907.88,12673404800.0,224,880471213.8744643,-1.14,72,148,4,⭐,auto
49,央国企改革,195368928140.0,16287069100.0,372,525185290.6989247,-0.56,168,192,12,⭐,auto
50,数据中心,192831487482.94,7440763600.0,189,1020272420.544656,-1.41,87,99,3,⭐,auto
51,有色金属,188207184837.2,6283093100.0,139,1354008524.0086331,-0.22,57,80,2,⭐,auto
52,小金属概念,182737168066.82,8277995600.0,110,1661246982.4256365,0.57,49,58,3,⭐,auto
53,破增发价股,175388799407.13,19440297600.0,601,291828285.2032113,-0.91,264,308,29,⭐,auto
54,通信,174456075595.88,3737167200.0,123,1418342078.0152845,0.09,63,57,3,⭐,auto
55,数字芯片设计,170916052483.23,1051251800.0,51,3351295146.73,2.93,38,13,0,⭐,auto
56,PCB,169006216700.54,3853194000.0,133,1270723433.8386467,0.43,65,68,0,⭐,auto
57,AH股,168511176519.0,7824646700.0,100,1685111765.19,-0.22,37,60,3,⭐,auto
58,节能环保,163056802849.19,11227122300.0,413,394810660.65179175,-0.94,197,212,4,⭐,auto
59,小米概念,162473219922.28,7011750100.0,222,731861351.0012612,0.86,123,94,5,⭐,auto
60,阿里概念,159376947961.37,6483271100.0,162,983808320.7491975,0.15,69,86,7,⭐,auto
61,DeepSeek概念,157799102733.25,6676927100.0,248,636286704.5695565,-1.06,123,117,8,⭐,auto
62,电池,153524066102.03998,4094254800.0,94,1633234745.7663827,-0.67,33,59,2,⭐,auto
63,新能源,151675955569.66998,12191669200.0,210,722266455.0936666,-0.96,81,126,3,⭐,auto
64,茅指数,150442938699.05,2587076500.0,42,3581974730.9297614,-0.32,11,30,1,⭐,auto
65,人形机器人,147560739933.09003,5192711900.0,228,647196227.7767106,1.41,150,75,3,⭐,auto
66,光纤概念,143316116632.06,4159648000.0,63,2274858994.1596823,-0.93,20,43,0,⭐,auto
67,云计算,142774001832.80002,4632600600.0,136,1049808837.0058825,0.11,76,57,3,⭐,auto
68,股权激励,142521301547.46997,4900369900.0,212,672270290.3182546,0.17,114,96,2,⭐,auto
69,机器人概念,141733448941.44,4933061900.0,265,534843203.5526038,0.64,165,93,7,⭐,auto
70,军民融合,141148510906.47998,6232417200.0,175,806562919.4655999,-0.46,116,54,5,⭐,auto
71,工业互联,135589349977.57999,6577688300.0,193,702535492.1118134,-0.6,94,93,6,⭐,auto
72,AI眼镜,134991359645.06999,3367637900.0,116,1163718617.6299138,0.64,63,52,1,⭐,auto
73,电网概念,132659818568.65,6908039900.0,219,605752596.2038813,-1.19,88,129,2,⭐,auto
74,锂矿概念,127895590294.15999,3297478800.0,37,3456637575.5178375,-2.0,15,21,1,⭐,auto
75,大盘价值,127216008810.87,11269806200.0,101,1259564443.6719801,-1.82,27,70,4,⭐,auto
76,无人机,127164396660.53,4943181900.0,216,588724058.6135648,-0.11,134,80,2,⭐,auto
77,养老金,124953263459.01,4611253200.0,197,634280525.1726396,-0.17,75,119,3,⭐,auto
78,区块链,124471515592.79,7166669400.0,198,628644018.145404,-0.35,95,95,8,⭐,auto
79,无线耳机,121948566398.68001,2517446700.0,81,1505537856.7738273,-0.8,44,34,3,⭐,auto
80,液冷概念,120368466110.02998,2911642600.0,93,1294284581.8282795,0.19,48,42,3,⭐,auto
81,稀缺资源,119615947544.93999,5245009500.0,78,1533537789.037692,-0.3,27,50,1,⭐,auto
82,百度概念,115396993001.75,5953351600.0,147,785013557.835034,-1.02,71,72,4,⭐,auto
83,参股银行,114986901657.29,10426098900.0,228,504328516.04074556,0.11,96,126,6,⭐,auto
84,独角兽,111399838011.09,5068427600.0,104,1071152288.568173,-0.92,39,60,5,⭐,auto
85,中特估,111338839830.07999,8764699900.0,81,1374553578.1491356,-0.44,25,54,2,⭐,auto
86,央视50_,111059714875.67001,3221723000.0,50,2221194297.5134,-0.05,19,30,1,⭐,auto
87,英伟达概念,109968905022.59,2120092300.0,60,1832815083.7098334,-1.52,30,28,2,⭐,auto
88,第三代半导体,109568085910.79,3648561700.0,95,1153348272.7451577,0.38,60,34,1,⭐,auto
89,AI应用,109046766214.51999,6012535000.0,196,556361052.1148978,-0.77,98,92,6,⭐,auto
90,网络安全,104299392487.72,4344559700.0,131,796178568.6085496,-1.69,68,57,6,⭐,auto
91,历史新高,104066539914.76001,2064461100.0,41,2538208290.603903,1.33,20,20,1,⭐,auto
92,钠离子电池,101689780456.68001,3588781300.0,69,1473764934.1547828,-0.87,22,47,0,⭐,auto
93,国防军工,100647746028.09999,3090653800.0,140,718912471.6292857,0.35,107,30,3,⭐,auto
94,低空经济,99122823845.70999,4195393600.0,184,538710999.1614673,0.11,107,72,5,⭐,auto
95,卫星互联网,97814185425.84999,3320609900.0,88,1111524834.384659,-0.07,64,23,1,⭐,auto
96,核能核电,97627609620.26,7720187100.0,186,524879621.614301,0.22,92,91,3,⭐,auto
97,汽车芯片,97550459451.54001,1913334500.0,69,1413774774.66,1.5,52,17,0,⭐,auto
98,智能电网,97541436807.15001,5398975100.0,187,521611961.53556156,-0.63,80,105,2,⭐,auto
99,电商概念,96864366803.19,8470359500.0,292,331727283.5725685,-1.1,150,133,9,⭐,auto
100,贬值受益,95634051093.23,3030340300.0,172,556011924.9606395,-0.52,92,78,2,⭐,auto
101,燃料电池概念,95403919263.06001,4670118400.0,141,676623540.872766,-0.12,66,73,2,⭐,auto
102,AI芯片,95073566913.28001,1693561900.0,38,2501935971.402106,2.58,27,11,0,⭐,auto
103,国产软件,94964928725.4,4596536500.0,223,425851698.32017934,-0.16,144,71,8,⭐,auto
104,破净股,90830786050.78,15685880800.0,284,319826711.44640845,-2.11,97,172,15,⭐,auto
105,消费电子零部件及组装,90415466462.95999,1976093600.0,79,1144499575.4805062,0.47,44,34,1,⭐,auto
106,智慧城市,90004553585.45,5556784100.0,204,441198792.0855392,-1.37,112,89,3,⭐,auto
107,汽车,89643940464.94,5074158000.0,286,313440351.276014,0.56,156,123,6,⭐,auto
108,深圳特区,86836997830.16,2195079400.0,98,886091814.5934694,1.42,56,39,3,⭐,auto
109,先进封装,86766383910.49,1043987200.0,30,2892212797.0163336,3.2,22,8,0,⭐,auto
110,动力电池回收,86463280961.22,2530320000.0,41,2108860511.2492683,-0.48,18,22,1,⭐,auto
111,元宇宙概念,86446398349.69,5653808500.0,142,608777453.166831,-0.54,68,71,3,⭐,auto
112,F5G概念,85409407508.85,1177079800.0,25,3416376300.354,-0.28,10,14,1,⭐,auto
113,量子科技,85264958642.95999,2390409300.0,52,1639710743.133846,0.86,32,20,0,⭐,auto
114,LED概念,83473470111.68,3505036700.0,96,869515313.6633333,1.12,57,38,1,⭐,auto
115,宁组合,83386570254.97,1039101100.0,24,3474440427.2904167,-1.05,5,18,1,⭐,auto
116,光刻机(胶),81759233023.52,1823110400.0,92,888687315.4730436,0.53,49,43,0,⭐,auto
117,海工装备,81103448020.5,3785312500.0,72,1126436778.0625,0.42,40,31,1,⭐,auto
118,特高压,80964480171.95999,4119873300.0,85,952523296.1407058,-0.6,26,57,2,⭐,auto
119,AIGC概念,78689363602.32,4969440700.0,109,721920766.9937615,-1.45,60,48,1,⭐,auto
120,数字经济,78589482968.26,5152679100.0,177,444008378.3517514,-0.2,97,71,9,⭐,auto
121,信创,76828194802.8,1461923000.0,89,863238143.8516854,-0.4,57,31,1,⭐,auto
122,柔性屏(折叠屏),72993816841.66,3337051400.0,74,986402930.2927028,0.35,39,34,1,⭐,auto
123,数据要素,71663613739.86,4353379700.0,154,465348141.1679221,0.16,80,71,3,⭐,auto
124,AIPC,71334213030.61,1204166300.0,42,1698433643.5859523,-1.82,24,16,2,⭐,auto
125,可控核聚变,70269806155.64,3692391700.0,75,936930748.7418667,0.57,42,32,1,⭐,auto
126,中盘价值,69550717345.45999,4958262400.0,122,570087847.0939343,-0.4,40,79,3,⭐,auto
127,参股新三板,68611793028.96,4873840100.0,104,659728779.1246154,-0.1,38,63,3,⭐,auto
128,新型工业化,68275323537.24,2431976400.0,97,703869314.8169072,0.93,65,30,2,⭐,auto
129,大飞机,67430484121.90001,3413183000.0,99,681116001.2313132,1.5,65,32,2,⭐,auto
130,AI智能体,66357725210.14,5017746800.0,135,491538705.2602963,-0.64,61,69,5,⭐,auto
131,参股券商,66145428899.8,5128374700.0,127,520830148.81732285,-0.14,49,69,9,⭐,auto
132,鸿蒙概念,63742148961.119995,2868802300.0,120,531184574.67599994,-3.18,62,49,9,⭐,auto
133,MiniLED,62663917871.41,3963233200.0,66,949453301.0819697,-0.98,32,34,0,⭐,auto
134,电力,62550862607.9,8664951900.0,108,579174653.7768519,-1.39,27,79,2,⭐,auto
135,电子烟,62054393988.15,1537834500.0,51,1216752823.2970588,0.93,31,19,1,⭐,auto
136,海洋经济,61826007009.06,3739650800.0,96,644020906.344375,0.43,52,41,3,⭐,auto
137,氢能源,61741913072.0,4865731000.0,91,678482561.2307693,-0.5,41,50,0,⭐,auto
138,价值股,61187166516.72,4465967000.0,100,611871665.1672,-0.64,21,76,3,⭐,auto
139,工业母机,60986002146.3,2025496800.0,79,771974710.7126583,-0.11,55,24,0,⭐,auto
140,长期破净,59687809821.29,11262103200.0,193,309263263.3227461,-4.61,70,111,12,⭐,auto
141,毫米波概念,59663438823.71001,1470270200.0,45,1325854196.0824447,1.02,26,19,0,⭐,auto
142,北斗导航,59571302874.73,2800518200.0,72,827379206.5934722,-1.08,51,20,1,⭐,auto
143,6G概念,58900928907.46,1618102300.0,34,1732380261.9841175,0.85,20,13,1,⭐,auto
144,小金属,58809173633.19,1253363000.0,24,2450382234.71625,0.53,10,14,0,⭐,auto
145,油气资源,58171174580.64,5548228700.0,145,401180514.3492414,-1.38,48,94,3,⭐,auto
146,无线充电,58164561967.20999,1341345900.0,40,1454114049.1802497,0.7,21,19,0,⭐,auto
147,传感器,57529410106.97,1321336100.0,91,632191319.8568132,1.08,59,31,1,⭐,auto
148,红利股,57421997377.34,5671533600.0,100,574219973.7734,-0.16,36,59,5,⭐,auto
149,黄金概念,57179030535.770004,3811881400.0,71,805338458.2502817,-0.5,25,44,2,⭐,auto
150,自动化设备,55911297425.06,1306574800.0,80,698891217.81325,6.04,59,19,2,⭐,auto
151,雄安新区,55327048300.69,6018797900.0,148,373831407.4370946,-3.03,76,69,3,⭐,auto
152,锂电池,55282320719.840004,1159121900.0,27,2047493359.994074,0.62,10,17,0,⭐,auto
153,并购重组概念,55083633749.92,2511028000.0,93,592297137.095914,-1.31,50,40,3,⭐,auto
154,IT服务Ⅲ,54932139161.06,2849554400.0,120,457767826.34216666,-0.17,55,59,6,⭐,auto
155,IT服务Ⅱ,54932139161.06,2849554400.0,120,457767826.34216666,-0.17,55,59,6,⭐,auto
156,高带宽内存,54757562235.73,664835800.0,27,2028057860.5825927,2.16,21,6,0,⭐,auto
157,稀土永磁,54718788319.740005,2846530000.0,50,1094375766.3948002,-1.59,22,27,1,⭐,auto
158,3D打印,54369371630.83,1584492700.0,70,776705309.0118572,1.19,46,23,1,⭐,auto
159,工业金属,54187634743.04,3428525600.0,58,934269564.5351725,-0.57,15,42,1,⭐,auto
160,虚拟现实,54065839932.26,1389299900.0,96,563185832.6277083,-1.0,61,35,0,⭐,auto
161,氟化工概念,53274136241.64,2257102100.0,36,1479837117.8233333,0.4,16,20,0,⭐,auto
162,反内卷概念,52976890496.46,5169573900.0,99,535120106.02484846,-1.38,38,58,3,⭐,auto
163,通用设备,52256181641.89,1624460800.0,169,309208175.3957988,-0.06,114,52,3,⭐,auto
164,基础化工,51933682165.0,3139080900.0,163,318611547.0245399,-0.88,69,91,3,⭐,auto
165,安防概念,51774699983.75,2542813000.0,110,470679090.7613636,-1.64,55,51,4,⭐,auto
166,石墨烯,51633591560.869995,2901090000.0,66,782327144.8616666,-0.64,26,38,2,⭐,auto
167,公用事业,51297799294.899994,7137928900.0,94,545721269.0946808,-1.13,26,65,3,⭐,auto
168,绿色电力,51217022911.26,6242495200.0,99,517343665.7703031,-0.91,31,66,2,⭐,auto
169,天然气,50949520240.35,4338966500.0,121,421070415.2095041,-1.48,37,81,3,⭐,auto
170,计算机设备,50794302269.73999,1701125100.0,85,597580026.7028234,-0.21,58,24,3,⭐,auto
171,华为海思,49855791882.67,1277877200.0,38,1311994523.2281578,1.29,26,12,0,⭐,auto
172,玻璃基板,49788430824.04,1929544700.0,34,1464365612.4717648,1.28,21,13,0,⭐,auto
173,科创板做市股,48577896208.0,998164400.0,45,1079508804.6222222,-0.1,23,22,0,⭐,auto
174,新零售,48464368120.740005,4768939100.0,151,320956080.2698014,-0.82,88,55,8,⭐,auto
175,券商概念,47741758814.82001,3723574100.0,55,868031978.4512728,-1.46,32,19,4,⭐,auto
176,PPP模式,47671369543.34,6754502300.0,146,326516229.7489041,-2.67,69,74,3,⭐,auto
177,化学制品,46957057118.07,2624974000.0,169,277852408.98266274,-0.21,69,99,1,⭐,auto
178,铜缆高速连接,46939550164.189995,1040703100.0,36,1303876393.449722,1.73,19,17,0,⭐,auto
179,氮化镓,46892904005.32999,1524231600.0,47,997721361.8155316,-0.32,34,12,1,⭐,auto
180,碳化硅,46812732341.12,1697206200.0,42,1114588865.264762,-0.02,24,18,0,⭐,auto
181,水利建设,46659147352.84999,4527493900.0,107,436066797.69018686,-0.95,51,53,3,⭐,auto
182,化工原料,46475415988.72,2452252900.0,77,603576831.0223377,-1.95,26,50,1,⭐,auto
183,新材料,46262679466.0,1209383700.0,82,564179017.8780488,0.7,45,33,4,⭐,auto
184,能源金属,45512344402.9,614397300.0,11,4137485854.809091,3.8,8,3,0,⭐,auto
185,蚂蚁概念,44593130618.899994,3021876700.0,61,731034928.1786884,-0.07,26,34,1,⭐,auto
186,IPO受益,44175657085.22001,2247565200.0,55,803193765.1858183,-2.36,16,36,3,⭐,auto
187,网络游戏,44095452050.770004,2896688000.0,67,658141075.384627,-2.02,30,36,1,⭐,auto
188,ChatGPT概念,43371726864.04,2303625500.0,67,647339206.9259702,-1.13,33,31,3,⭐,auto
189,化学制药,42667782300.009995,2384198600.0,150,284451882.00006664,-0.83,72,74,4,⭐,auto
190,数据安全,42298275911.259995,2086192900.0,81,522200937.1760493,-1.16,46,33,2,⭐,auto
191,在线教育,42245656722.64001,3055850100.0,111,380591502.00576586,-2.29,57,52,2,⭐,auto
192,混合现实,41912305280.15,1850204800.0,30,1397076842.6716666,1.07,16,14,0,⭐,auto
193,冷链物流,41887469540.03999,2584923600.0,112,373995263.7503571,-3.0,41,67,4,⭐,auto
194,其他计算机设备,41879612723.009995,1366771500.0,61,686551028.2460655,-0.65,40,19,2,⭐,auto
195,碳交易,40745277044.65,4046169500.0,97,420054402.52216494,0.02,44,52,1,⭐,auto
196,IGBT概念,40586312243.7,1906362800.0,40,1014657806.0925,-2.39,24,16,0,⭐,auto
197,光模块,40577719632.369995,2602930900.0,94,431677868.42946804,-0.1,42,49,3,⭐,auto
198,互联网服务,40246721409.380005,1756135600.0,96,419236681.3477084,-0.0,44,46,6,⭐,auto
199,养老概念,40218078563.31,3781094100.0,128,314203738.77585936,-2.02,64,57,7,⭐,auto
200,湖北自贸,40097530165.12,1010369700.0,28,1432054648.7542858,-3.55,11,16,1,⭐,auto
201,WiFi,40043623499.91,966162700.0,30,1334787449.9970002,1.37,21,9,0,⭐,auto
202,电网设备,39500413549.94,1909455900.0,87,454027741.9533334,-0.34,32,54,1,⭐,auto
203,味蕾经济,39252909679.79,1809270600.0,90,436143440.88655555,-1.17,37,47,6,⭐,auto
204,网红经济,39103544358.1,3274601300.0,99,394985296.5464646,-1.36,54,43,2,⭐,auto
205,煤化工概念,38955038968.57,3099978000.0,72,541042207.8968055,-2.14,23,48,1,⭐,auto
206,超级品牌,38646156206.46,1098118600.0,32,1207692381.451875,0.22,16,15,1,⭐,auto
207,铁路基建,38482660200.99,3556051100.0,120,320688835.00825,-0.01,58,57,5,⭐,auto
208,参股保险,38011433651.67,4607345400.0,75,506819115.3556,-0.35,22,49,4,⭐,auto
209,军工电子Ⅱ,37898869266.520004,1150753700.0,62,611272084.943871,2.13,47,14,1,⭐,auto
210,病原体防治,37839727341.33,2432913100.0,168,225236472.26982144,-1.58,73,89,6,⭐,auto
211,跨境支付,37782054164.67,3483270800.0,61,619377937.1257377,-0.63,24,34,3,⭐,auto
212,数字货币,37680792098.88,2309216600.0,82,459521854.8643902,-0.86,43,35,4,⭐,auto
213,抽水蓄能,36884944036.46999,2877161800.0,37,996890379.3640538,-1.33,7,28,2,⭐,auto
214,被动元件概念,36852083530.09,805883000.0,28,1316145840.360357,0.46,12,15,1,⭐,auto
215,航天航空,36549179646.54,1035953300.0,51,716650581.3047059,-2.31,36,12,3,⭐,auto
216,移动支付,36527521292.41,1718660800.0,68,537169430.7707354,-1.06,34,33,1,⭐,auto
217,蓝宝石,36432202028.42,1445578300.0,18,2024011223.801111,0.73,12,6,0,⭐,auto
218,电子化学品Ⅲ,35808012785.8,1054680800.0,34,1053176846.6411766,0.65,16,17,0,⭐,auto
219,荣耀概念,35758481110.45,1877751100.0,55,650154202.0081818,-0.89,31,23,1,⭐,auto
220,磷化工,35373905965.95,2194992600.0,45,786086799.2433332,-0.82,10,35,0,⭐,auto
221,通信线缆及配套,35056026011.11,782973800.0,11,3186911455.5554547,-2.74,1,10,0,⭐,auto
222,虚拟电厂,34974799719.75,2211258100.0,66,529921207.875,-0.83,22,43,1,⭐,auto
223,创新药,34511363586.79,1416675900.0,93,371089931.0407527,0.47,48,45,0,⭐,auto
224,内贸流通,34318560806.0,3409225600.0,162,211842967.9382716,-1.9,73,81,8,⭐,auto
225,微利股,34215081297.62,3030615100.0,98,349133482.6287755,0.72,54,42,2,⭐,auto
226,合成生物,34051044843.54,1867360400.0,112,304027186.10303575,-0.91,46,62,4,⭐,auto
227,多模态AI,34041631453.479996,1633624200.0,63,540343356.4044443,-0.89,31,30,2,⭐,auto
228,PEEK材料概念,33991056480.649998,1012880900.0,41,829050158.0646341,-0.18,21,20,0,⭐,auto
229,垂直应用软件,33868551041.85,1509167100.0,94,360303734.48776597,-1.28,62,31,1,⭐,auto
230,海南自贸,33806112557.229996,4136420100.0,82,412269665.3320731,-0.78,41,39,2,⭐,auto
231,航母概念,33766999450.739998,1305057300.0,32,1055218732.8356249,0.71,17,14,1,⭐,auto
232,次新股,33740448812.61,435622600.0,53,636612241.7473586,1.54,32,21,0,⭐,auto
233,创业板综,33724231771.61,708327300.0,100,337242317.7161,4.22,59,40,1,⭐,auto
234,TOPCon电池,33022862225.17,2098482500.0,44,750519596.0265908,-0.76,30,14,0,⭐,auto
235,底盘与发动机系统,32830593630.61,1900403000.0,92,356854278.593587,0.66,59,33,0,⭐,auto
236,飞行汽车(eVTOL),32655530950.120003,1606960900.0,80,408194136.8765,0.52,38,40,2,⭐,auto
237,超级电容,32588739135.86,1344473100.0,31,1051249649.543871,-0.93,13,18,0,⭐,auto
238,建筑材料,32312972097.770008,2117995200.0,71,455112283.0671832,-1.74,30,40,1,⭐,auto
239,创新医疗服务,32084969504.280003,1430233400.0,77,416687915.64000005,-0.21,32,42,3,⭐,auto
240,乡村振兴,31895433572.489998,3867660700.0,140,227824525.5177857,-1.12,75,64,1,⭐,auto
241,微盘股,31831295424.84,3066114600.0,400,79578238.5621,-0.37,319,72,9,⭐,auto
242,雅下水电概念,31551671863.48,3806042700.0,52,606762920.4515384,-0.87,16,36,0,⭐,auto
243,HJT电池,31321564558.710003,2025015600.0,39,803117039.9669231,-1.81,27,12,0,⭐,auto
244,集成电路制造,31303576314.13,479097700.0,8,3912947039.26625,6.56,8,0,0,⭐,auto
245,银行,30960671968.43,3837786700.0,42,737158856.3911905,-0.63,10,30,2,⭐,auto
246,小红书概念,30608999425.519993,2517954400.0,73,419301361.99342453,0.6,42,30,1,⭐,auto
247,MicroLED,30572597000.86,2829265300.0,32,955393656.276875,0.16,14,17,1,⭐,auto
248,传媒,30483980288.12,2514228100.0,99,307918992.8092929,-0.26,44,53,2,⭐,auto
249,生物识别,30445214447.429996,1249981600.0,50,608904288.9485999,1.02,31,18,1,⭐,auto
250,MLCC,30331456344.63,599271100.0,18,1685080908.035,1.45,10,7,1,⭐,auto
251,轻工制造,30067126296.92,2626925800.0,160,187919539.35575,-0.6,91,63,6,⭐,auto
252,低价股,28777268022.75,12746815400.0,146,197104575.49828768,-7.09,58,80,8,⭐,auto
253,增强现实,28404332619.639996,1300737800.0,44,645553014.0827272,-6.58,25,18,1,⭐,auto
254,减速器,28362848129.91,1655990100.0,76,373195370.13039476,1.02,55,20,1,⭐,auto
255,其他专用设备,28194782402.96,794717900.0,80,352434780.037,1.03,54,25,1,⭐,auto
256,塑料,28087136446.430004,1456301300.0,73,384755293.7867124,-1.22,39,33,1,⭐,auto
257,机器人执行器,27888320495.73,619940600.0,35,796809157.0208571,1.07,24,10,1,⭐,auto
258,华为昇腾,27829689693.48,1302012100.0,46,604993254.206087,0.14,21,24,1,⭐,auto
259,钙钛矿电池,27775815342.56,2769394100.0,43,645949194.0130233,-3.31,26,17,0,⭐,auto
260,金属制品,27774074153.78,1555659100.0,70,396772487.9111428,-1.72,47,23,0,⭐,auto
261,数字孪生,27477278288.42,1850617500.0,83,331051545.6436144,-0.64,56,24,3,⭐,auto
262,刀片电池,27440524737.149998,602948400.0,12,2286710394.7625,0.75,5,7,0,⭐,auto
263,机器视觉,27282633614.21,996818400.0,82,332715044.0757317,1.3,56,25,1,⭐,auto
264,化学制剂,27273308632.329998,1409014200.0,95,287087459.2876842,-1.51,46,46,3,⭐,auto
265,破发股,27221596179.0,1609303100.0,185,147143763.12972972,-1.21,110,70,5,⭐,auto
266,模拟芯片设计,27188380721.57,400430900.0,35,776810877.7591429,4.63,31,4,0,⭐,auto
267,红利破净股,26807663898.59,3772175700.0,39,687375997.3997436,-0.47,13,24,2,⭐,auto
268,其他电子Ⅲ,26776372875.030003,797662900.0,33,811405238.6372728,1.4,24,9,0,⭐,auto
269,其他电子Ⅱ,26776372875.030003,797662900.0,33,811405238.6372728,1.4,24,9,0,⭐,auto
270,航空装备Ⅲ,26371837757.45,833506400.0,47,561102931.0095745,-2.52,36,9,2,⭐,auto
271,航空装备Ⅱ,26371837757.45,833506400.0,47,561102931.0095745,-2.52,36,9,2,⭐,auto
272,超超临界发电,25936956092.97,2890604000.0,49,529325634.5504082,-0.84,16,33,0,⭐,auto
273,显示技术,25850796275.99,2491284100.0,48,538558255.7497917,-0.4,20,26,2,⭐,auto
274,其他电源设备Ⅱ,25831773423.46,742299800.0,31,833283013.66,0.56,19,12,0,⭐,auto
275,工业气体,25439409616.71,1029225000.0,27,942200356.1744444,0.16,12,15,0,⭐,auto
276,碳纤维,25430119875.88,1294462100.0,39,652054355.7917949,0.51,22,17,0,⭐,auto
277,医美概念,25273380520.24,2147730200.0,75,336978406.93653333,-0.1,28,44,3,⭐,auto
278,风电设备,25185747985.17,1145430800.0,30,839524932.839,0.97,18,12,0,⭐,auto
