排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,竞价均价(元),五日线均价(元),平均涨幅%,上涨数,下跌数,平盘数,关注,data_source
20,物联网,4349590764.94,139067337,364,11949425.178406592,112.15136254197182,26.7134,0.45,250,68,46,⭐,auto
21,CPO概念,4339836977.5,47175549,50,86796739.55,273.7809999704798,,1.48,35,11,4,⭐,auto
22,中盘成长,4273683802.4300003,90326964,228,18744227.203640353,168.46328752143222,21.330444444444446,0.44,134,64,30,⭐,auto
23,大数据,4174344559.3900003,148329781,287,14544754.562334497,61.246858343208224,17.226857142857142,0.45,197,61,29,⭐,auto
24,基金重仓,4113038734.21,26542343,100,41130387.3421,396.40360575967685,,0.33,51,41,8,⭐,auto
25,深证100R,4090788954.62,66039923,100,40907889.5462,322.44410724559714,29.150666666666666,0.45,53,29,18,⭐,auto
26,风能,3920558975.39,315878473,223,17580981.952421524,32.25216584921091,11.644285714285713,0.43,124,61,38,⭐,auto
27,创业成份,3825789703.46,35412361,100,38257897.0346,355.80781995749095,,0.38,58,34,8,⭐,auto
28,通信,3734681227.83,62463327,123,30363262.01487805,273.7587394541729,30.028,0.93,85,25,12,⭐,auto
29,新能源,3718300110.92,352380245,209,17790909.621626794,27.252082432398012,10.712,0.45,116,54,39,⭐,auto
30,云计算,3654815922.8199997,76127099,136,26873646.491323527,116.04522554802513,28.636,0.8,99,27,10,⭐,auto
31,数据中心,3610807781.19,100767605,189,19104803.075079367,162.6520466585505,,0.78,127,44,18,⭐,auto
32,光通信模块,3533247163.2599998,46346415,83,42569242.93084337,302.1929561099589,,0.97,57,19,7,⭐,auto
33,长江三角,3507830142.05,252812012,406,8639975.719334977,48.07791228334334,9.896181818181818,0.19,197,119,90,⭐,auto
34,人工智能,3468753375.75,67142668,272,12752769.763786765,217.01466361048236,,0.52,190,49,33,⭐,auto
35,行业龙头,3424601875.88,74581055,96,35672936.20708334,281.7519119658365,57.123000000000005,0.25,47,34,15,⭐,auto
36,西部大开发,3409625806.5299997,175824665,574,5940114.645522648,143.5565209877396,14.932285714285715,0.06,257,213,102,⭐,auto
37,存储芯片,3400387239.5,50769458,98,34697828.97448979,217.59463259356394,,0.58,59,30,8,⭐,auto
38,权重股,3344993208.32,45435531,50,66899864.1664,417.96750217878684,80.486,0.21,21,19,10,⭐,auto
39,商业航天,3044380350.9399996,108741979,282,10795675.003333332,92.88223793163785,18.013428571428573,0.36,166,76,39,⭐,auto
40,电网概念,3006963699.23,156277422,217,13856975.57248848,38.347907515972324,22.5112,0.34,125,69,23,⭐,auto
41,光纤概念,2969204639.99,129825066,63,47130232.380793646,170.36063979481668,30.028,0.67,39,16,8,⭐,auto
42,军工,2894322439.12,138257074,398,7272166.932462311,54.06950700551703,16.546,0.36,227,119,50,⭐,auto
43,最近多板,2840172607.3599997,171100410,178,15956025.884044942,54.28759092476055,16.0425,0.53,87,65,26,⭐,auto
44,固态电池,2804225870.34,61601228,200,14021129.3517,145.2527243677099,22.0355,0.32,111,71,18,⭐,auto
45,央国企改革,2770909234.0,224527846,372,7448680.73655914,44.74809045876989,,0.27,175,123,73,⭐,auto
46,周期股,2723077861.75,78262929,100,27230778.6175,181.46973459837488,6.5055000000000005,0.17,51,36,13,⭐,auto
47,锂电池概念,2709197439.31,95425971,280,9675705.140392857,139.84290491136457,,0.16,148,99,33,⭐,auto
48,液冷概念,2626595294.0699997,51706709,93,28242960.15129032,78.35740842130127,,1.07,67,23,3,⭐,auto
49,节能环保,2612231536.46,168215595,409,6386874.172273839,160.62036996415617,12.198500000000001,0.17,228,125,56,⭐,auto
50,百日新高,2571265498.69,62917572,139,18498312.940215826,132.94640504520336,16.312,0.04,58,72,9,⭐,auto
51,工业互联,2560232293.83,72666781,193,13265452.299637305,91.62118825967528,20.198444444444444,0.5,119,48,25,⭐,auto
52,近期新高,2530818264.19,65151483,154,16433884.832402598,99.45700717243825,48.399,0.07,66,77,11,⭐,auto
53,小盘股,2519339263.0,120547472,395,6378074.083544304,87.91313034073957,,0.31,191,142,61,⭐,auto
54,PCB,2504103860.88,47318558,133,18827848.578045115,117.94104847456354,3.168,0.33,75,48,10,⭐,auto
55,新能源车,2461164634.5,62897966,363,6780067.863636363,149.4018812177374,,0.24,218,108,36,⭐,auto
56,AH股,2453787579.0,132284639,100,24537875.79,142.31080457346818,,0.54,49,33,18,⭐,auto
57,英伟达概念,2362084409.76,34623805,60,39368073.49600001,168.96382033074931,42.05800000000001,0.91,45,8,7,⭐,auto
58,智能电网,2349724654.9399996,129282669,186,12632928.25236559,41.14514466352819,23.8385,0.32,105,65,16,⭐,auto
59,区块链,2346938658.7599998,82938157,197,11913394.206903553,68.35586348669197,,0.5,134,39,24,⭐,auto
60,电力,2281095154.74,275805058,108,21121251.432777777,11.290341867104132,9.904285714285715,0.72,62,28,18,⭐,auto
61,上证50_,2244027541.0,44458127,50,44880550.82,308.1611085493848,,0.33,22,21,7,⭐,auto
62,特斯拉概念,2239259558.94,46532030,195,11483382.353538461,205.43748498034154,,0.26,119,56,20,⭐,auto
63,消费电子概念,2219802920.6099997,70339647,175,12684588.117771426,104.12821873186775,23.826999999999998,0.34,121,32,22,⭐,auto
64,百度概念,2202916611.4,71218979,147,14985827.288435375,98.52607612927095,7.141333333333333,0.66,99,27,21,⭐,auto
65,核能核电,2195345612.87,185841927,186,11802933.402526882,26.047380594813554,12.193333333333333,0.23,105,46,35,⭐,auto
66,小米概念,2173477104.9500003,74162132,222,9790437.409684686,131.26051216736158,10.2476,0.56,158,42,22,⭐,auto
67,阿里概念,2144284059.3600001,70674182,162,13236321.354074076,208.30502473548995,15.489200000000002,0.64,112,25,25,⭐,auto
68,机器人概念,2107705581.0,77801682,265,7953605.966037736,81.16546767742145,,0.26,150,75,40,⭐,auto
69,数字芯片设计,2070831670.71,8441126,51,40604542.56294118,425.8086501183541,,0.69,40,10,1,⭐,auto
70,证金持股,1955093952.96,166877180,189,10344412.44952381,94.79654697742887,19.184250000000002,0.17,82,61,46,⭐,auto
71,DeepSeek概念,1902256678.22,61449071,248,7670389.831532259,108.22724106701767,17.5472,0.52,175,47,26,⭐,auto
72,破增发价股,1858488353.96,194597431,599,3102651.6760601,34.119709535324255,7.357157894736842,0.23,315,169,113,⭐,auto
73,独角兽,1854402021.77,59041855,104,17830788.670865383,63.4155986780402,10.494,0.37,57,27,20,⭐,auto
74,消费电子零部件及组装,1778772189.1200001,34138235,79,22516103.659746837,94.82775629187122,33.142,0.69,57,17,5,⭐,auto
75,第三代半导体,1771671302.97,52357150,95,18649171.610210527,114.10651163904575,,1.02,77,14,4,⭐,auto
76,小金属概念,1764897940.5900002,89297624,110,16044526.732636364,38.643873931217925,40.831,-0.12,40,53,17,⭐,auto
77,AI眼镜,1762659068.07,37152935,116,15195336.793706896,190.72124280718748,16.346999999999998,0.61,78,26,12,⭐,auto
78,网络安全,1715200644.05,55025195,129,13296129.02364341,52.692461771893065,28.700800000000005,0.55,96,26,7,⭐,auto
79,无人机,1672305492.96,58253362,215,7778165.083534884,55.67873009617676,24.9835,0.45,140,51,24,⭐,auto
80,有色金属,1664984842.4,70900765,139,11978308.218705036,46.552775733586095,24.802000000000003,-0.13,52,76,11,⭐,auto
81,特高压,1642568589.03,98062292,84,19554387.964642856,32.78947508816496,17.9575,0.13,45,31,8,⭐,auto
82,AIPC,1636377502.12,22227460,42,38961369.09809524,265.95351136949034,,0.89,29,9,4,⭐,auto
83,贬值受益,1618326834.5,24516786,172,9408876.944767442,359.07234896940344,11.248666666666665,0.38,98,43,30,⭐,auto
84,人形机器人,1569766703.75,48770519,228,6884941.683114035,99.76622137577753,35.31466666666667,0.33,147,62,19,⭐,auto
85,电池,1563696281.25,25723918,94,16635066.821808511,207.50882620899372,28.377999999999997,0.05,44,36,14,⭐,auto
86,军民融合,1558453983.1999998,66355340,173,9008404.52716763,39.28429837353083,20.097,0.16,90,54,28,⭐,auto
87,茅指数,1553824986.76,16316003,42,36995833.01809524,330.7357178285192,80.486,0.12,18,20,4,⭐,auto
88,公用事业,1524239455.18,206369374,94,16215313.352978725,9.04979793725864,,0.55,55,21,18,⭐,auto
89,大盘价值,1416792677.47,167595789,101,14027650.271980198,17.174407617343103,17.140800000000002,0.09,40,42,19,⭐,auto
90,深圳特区,1415081922.3,26012649,98,14439611.452040816,89.08635966519867,,0.53,67,23,8,⭐,auto
91,新型工业化,1375610325.53,36552475,97,14181549.747731958,75.08594388797275,,0.48,61,19,17,⭐,auto
92,股权激励,1367018372.5700002,41311480,212,6448199.870613208,115.56793854608125,32.5612,0.2,124,68,20,⭐,auto
93,绿色电力,1355363685.2,172964933,99,13690542.274747476,10.194711965762545,,0.34,51,27,21,⭐,auto
94,智慧城市,1342962180.3,69979129,203,6615577.242857142,60.044520364249166,15.747714285714284,0.3,136,35,32,⭐,auto
95,历史新高,1280765476.04,19813374,41,31238182.342439022,215.58340837353617,,-0.26,16,22,3,⭐,auto
96,AI芯片,1256433428.7,10755982,38,33064037.597368423,420.0843811922982,4.316,1.07,29,7,2,⭐,auto
97,数字经济,1247636905.35,50263163,176,7088846.053125,49.90820402842607,17.201,0.51,116,40,19,⭐,auto
98,无线耳机,1245718055.31,30013232,81,15379235.25074074,114.88844780683387,38.952,0.32,53,18,10,⭐,auto
99,锂矿概念,1243956143.18,27423090,37,33620436.30216216,236.82639399062208,37.598000000000006,-0.26,10,25,2,⭐,auto
100,光刻机(胶),1239691441.55,20267639,92,13474906.973369565,158.93785861923794,16.048000000000002,0.53,59,23,10,⭐,auto
101,信创,1203560426.55,19477723,89,13523150.86011236,219.01775839608828,,0.75,70,11,8,⭐,auto
102,量子科技,1199236361.3799999,29356168,52,23062237.71884615,102.86434565703168,25.979333333333333,0.62,36,13,3,⭐,auto
103,宁组合,1190486486.34,9483000,24,49603603.5975,324.4815842827679,,0.31,10,10,4,⭐,auto
104,钠离子电池,1181185085.46,25135373,69,17118624.426956523,239.97742468473479,26.397,0.21,37,26,6,⭐,auto
105,虚拟电厂,1173466121.0,68377513,66,17779789.71212121,44.92808337831439,7.339,0.54,43,16,7,⭐,auto
106,汽车芯片,1170727307.33,24698256,69,16967062.42507246,165.52374621836842,20.101999999999997,0.49,53,10,6,⭐,auto
107,F5G概念,1169158984.01,14807712,25,46766359.3604,394.8724834713103,21.104,1.61,21,3,1,⭐,auto
108,雄安新区,1156642478.4,58398296,147,7868316.179591837,59.03762119167039,4.103999999999999,0.31,78,46,23,⭐,auto
109,AI应用,1146725859.1,55721489,196,5850642.138265305,66.55799017610319,28.314000000000004,0.63,153,23,20,⭐,auto
110,火力发电,1135236071.18,142941855,31,36620518.425161295,9.040117011846585,8.386,1.57,25,4,2,⭐,auto
111,可控核聚变,1132987412.25,68473247,75,15106498.83,67.24154751089353,11.18,0.24,43,21,11,⭐,auto
112,中特估,1122873502.04,82064984,81,13862635.82765432,48.191520836881175,16.172666666666668,0.16,37,24,20,⭐,auto
113,元宇宙概念,1121140641.97,60813497,142,7895356.6335915495,33.056564646054156,13.482,0.55,100,26,16,⭐,auto
114,LED概念,1108571910.32,48109184,96,11547624.065833332,103.53068101149361,12.306,0.48,66,20,10,⭐,auto
115,参股银行,1087434466.96,75394907,228,4769449.416491228,29.678951267374494,11.273333333333333,0.08,96,71,61,⭐,auto
116,海工装备,1086848316.88,63874769,72,15095115.512222223,46.090958070383714,18.079,0.12,36,23,13,⭐,auto
117,蚂蚁概念,1053862995.25,29906540,61,17276442.545081966,256.9102690249978,7.552,0.44,36,14,11,⭐,auto
118,央视50_,1035561992.6,21834974,50,20711239.852,231.14167981962396,41.2425,0.18,22,19,9,⭐,auto
119,先进封装,1032575068.8,11346065,30,34419168.96,402.61798608238877,,0.44,20,7,3,⭐,auto
120,电商概念,1003727891.78,116088073,291,3449236.7415120276,137.30380065784226,,0.16,148,93,50,⭐,auto
121,养老金,994261446.3899999,28746651,197,5047012.418223349,64.38201901239303,5.235,0.31,119,57,21,⭐,auto
122,稀缺资源,991601329.8499999,49672185,78,12712837.562179485,40.92014623662912,7.9879999999999995,-0.12,24,44,10,⭐,auto
123,卫星互联网,986431288.39,27976318,88,11209446.458977273,77.41654930167203,33.428,0.53,55,25,7,⭐,auto
124,数据安全,982382831.11,21468566,80,12279785.388875,193.2804269249563,26.160000000000004,0.58,62,13,5,⭐,auto
125,参股新三板,970971198.99,66527311,104,9336261.52875,28.91146129660476,7.869,0.15,51,32,21,⭐,auto
126,MiniLED,967889916.12,49067601,66,14664998.729090909,98.30871587357602,5.092666666666666,0.5,44,10,12,⭐,auto
127,锂电池,957303270.8599999,9669588,27,35455676.698518515,300.62056001700853,28.377999999999997,0.23,17,6,4,⭐,auto
128,燃料电池概念,942378297.8299999,49526370,139,6779699.984388488,38.00853653842074,20.402,0.3,80,36,23,⭐,auto
129,通信服务,935157596.0,27206640,39,23978399.897435896,83.4084325337181,,0.91,26,8,5,⭐,auto
130,国产软件,929336807.28,40032763,222,4186201.8345945943,69.25589399695154,14.569999999999999,0.41,153,47,22,⭐,auto
131,国防军工,925787544.05,23807163,139,6660342.04352518,66.87311674874192,16.214000000000002,0.43,75,42,20,⭐,auto
132,动力电池回收,923442804.03,17729575,41,22522995.2202439,301.62529918865687,7.564,0.01,15,19,7,⭐,auto
133,IT服务Ⅲ,912959734.38,42227552,120,7607997.7865,48.35222415285432,22.267333333333337,0.56,88,21,11,⭐,auto
134,IT服务Ⅱ,912959734.38,42227552,120,7607997.7865,48.35222415285432,22.267333333333337,0.56,88,21,11,⭐,auto
135,计算机设备,870368297.06,22930609,85,10239627.024235293,120.83247557819637,24.416,0.56,60,17,7,⭐,auto
136,互联网服务,870238941.9300001,30961024,96,9064988.9784375,68.10874185715562,,0.73,76,16,4,⭐,auto
137,氢能源,869755857.0,91031743,90,9663953.966666667,28.569327288134144,,0.3,48,28,14,⭐,auto
138,AIGC概念,862074891.03,41100524,109,7908943.95440367,68.00682873026192,8.902,0.78,91,10,8,⭐,auto
139,雅下水电概念,859478072.5,109546773,52,16528424.471153846,11.892654680518332,9.388666666666667,0.36,28,14,10,⭐,auto
140,碳化硅,854543708.65,29435493,42,20346278.77738095,83.67041268913975,8.884,1.63,38,4,0,⭐,auto
141,汽车,841249355.12,62510403,285,2951752.1232280703,36.99133063943548,15.356285714285715,0.23,171,70,44,⭐,auto
142,海洋经济,841126855.95,55295051,96,8761738.082812501,50.45277024253441,,0.16,44,36,16,⭐,auto
143,柔性屏(折叠屏),839574536.3999999,38954445,74,11345601.843243241,76.44704778040457,5.392666666666666,0.26,45,21,8,⭐,auto
144,参股券商,816737993.59,50761176,127,6431007.823543307,31.242886100179728,16.357777777777777,0.13,68,33,26,⭐,auto
145,抽水蓄能,812389348.02,57448030,37,21956468.865405403,25.206773215651843,16.516666666666666,0.75,27,4,6,⭐,auto
146,华为海思,803828695.85,16710544,38,21153386.732894737,220.5225321241653,21.992000000000004,0.99,23,10,5,⭐,auto
147,3D打印,802145420.88,24987310,69,11625295.954782609,89.53634668832045,,0.58,46,16,7,⭐,auto
148,WiFi,797033653.0,19184555,30,26567788.433333334,90.5514151356919,,1.36,21,6,3,⭐,auto
149,电网设备,791908703.1,33723255,86,9208240.73372093,31.786402831622777,,0.22,48,30,8,⭐,auto
150,其他计算机设备,783546354.46,16686021,61,12845022.204262296,131.03773861032263,24.416,0.59,44,11,5,⭐,auto
151,氮化镓,783052384.4200001,21049479,47,16660689.030212767,135.37617970158712,3.168,0.71,35,7,5,⭐,auto
152,玻璃基板,767702571.79,34696917,34,22579487.405588236,73.53418705569804,4.068,0.62,27,5,2,⭐,auto
153,数据要素,766498943.33,44940873,154,4977265.865779221,39.44698469972879,12.904,0.47,107,33,14,⭐,auto
154,大飞机,761758986.62,36645607,99,7694535.218383838,39.825759578624286,18.188666666666666,0.18,54,35,10,⭐,auto
155,传感器,757099301.0,26962923,91,8319772.538461538,118.55098613102537,,0.63,69,18,4,⭐,auto
156,高带宽内存,734138708.0,9944275,27,27190322.51851852,231.10725002281177,,0.67,18,7,2,⭐,auto
157,IGBT概念,720648752.03,21232198,40,18016218.80075,58.9255023707718,10.892999999999999,0.57,30,10,0,⭐,auto
158,6G概念,716256921.01,16774177,34,21066380.029705882,54.781038965414595,38.952,0.34,18,11,5,⭐,auto
159,低空经济,716162153.69,30066352,183,3913454.391748634,57.7833908874903,,0.29,118,48,17,⭐,auto
160,黄金概念,702513297.2,41402225,70,10035904.245714286,27.684375033705763,10.69,-0.23,19,41,10,⭐,auto
161,水利建设,695362597.3299999,79822454,107,6498715.862897196,19.32498581841821,10.453999999999999,0.25,58,29,19,⭐,auto
162,PPP模式,691095813.15,84373217,146,4733532.966780822,13.856499595515627,5.1445,-0.05,54,52,39,⭐,auto
163,鸿蒙概念,681563354.47,32262595,118,5775960.631101695,52.56228306312301,32.763333333333335,0.54,90,17,11,⭐,auto
164,换电概念,677738567.0,25653823,40,16943464.175,34.75903506044684,12.816,0.77,22,13,5,⭐,auto
165,北斗导航,675457531.24,47069019,72,9381354.600555556,49.72161343060147,14.803333333333333,0.47,46,14,11,⭐,auto
166,油气资源,670294717.8900001,49875792,144,4654824.4297916675,23.726226488699528,6.890000000000001,0.21,67,44,32,⭐,auto
167,并购重组概念,668703197.48,31561650,93,7190356.962150537,179.08844342928413,9.8084,0.58,52,21,20,⭐,auto
168,TOPCon电池,661401885.52,56518028,44,15031861.034545453,62.72726896713884,,0.9,29,11,4,⭐,auto
169,毫米波概念,655278960.06,16470891,45,14561754.668,86.7867761024874,24.003,0.31,25,16,4,⭐,auto
170,铜缆高速连接,640576560.0200001,15690669,36,17793793.333888892,78.9983506398714,,0.52,25,9,2,⭐,auto
171,AI智能体,636651751.52,44580080,135,4715938.900148148,54.9313999115059,12.242999999999999,0.52,97,26,12,⭐,auto
172,工业金属,631145365.97,47318426,58,10881816.654655173,21.226762646542987,7.9879999999999995,-0.18,21,32,5,⭐,auto
173,天然气,627648917.1700001,43456733,121,5187181.133636365,23.97393690082369,6.890000000000001,0.12,52,41,27,⭐,auto
174,多模态AI,617631050.95,13700705,63,9803667.475396827,68.7668134556213,10.174,0.73,45,9,9,⭐,auto
175,麒麟电池,615966484.2,2290120,8,76995810.525,424.04772313659265,,1.15,7,1,0,⭐,auto
176,自动化设备,609160879.3199999,7612233,80,7614510.9915,226.26715849580458,,0.53,45,22,13,⭐,auto
177,在线教育,604772261.63,32885132,110,5497929.651181818,29.81145472673884,37.07,0.53,80,18,12,⭐,auto
178,安防概念,603195073.28,31092381,109,5533899.754862385,34.220308478268386,18.964,0.41,74,19,15,⭐,auto
179,其他电源设备Ⅱ,600554967.0,16206687,31,19372740.870967742,84.48109019298145,,0.67,21,7,3,⭐,auto
180,超超临界发电,586370193.1800001,82082394,49,11966738.636326533,12.661607373632494,8.734,0.3,28,13,8,⭐,auto
181,海南自贸,576363819.63,60897458,82,7028827.068658536,58.58622591019091,7.138444444444444,0.25,35,33,14,⭐,auto
182,中盘价值,573431076.6,43939492,122,4700254.726229508,29.52640386353731,24.077333333333332,0.24,61,43,18,⭐,auto
183,石墨烯,567523297.64,21118019,66,8598837.843030304,43.08338910379397,5.784,0.28,36,18,11,⭐,auto
184,混合现实,566352034.0,30579122,30,18878401.133333333,62.999270178890185,,0.55,19,9,2,⭐,auto
185,通信应用增值服务,558842962.0,12938040,17,32873115.411764707,87.0566129033222,,1.96,13,4,0,⭐,auto
186,数字孪生,556223113.3599999,22928932,83,6701483.293493975,61.4969152463118,11.261,0.36,51,21,11,⭐,auto
187,网红经济,552644808.49,58210639,99,5582270.792828283,17.36126311244325,,0.44,60,24,15,⭐,auto
188,无线充电,551340604.47,12162753,40,13783515.111750001,77.10946108454449,31.506666666666664,0.74,31,5,4,⭐,auto
189,通用设备,550127997.01,21176969,168,3274571.4107738095,127.08921785030407,,0.08,78,62,28,⭐,auto
190,工业母机,536369630.9,17875115,79,6789488.998734177,96.59805168516635,5.063000000000001,0.25,44,28,7,⭐,auto
191,HJT电池,535059678.32,63383959,39,13719478.93128205,184.41912106578454,,0.62,22,16,1,⭐,auto
192,铁路基建,532970495.2,32489108,119,4478743.657142857,37.26290231192708,12.248999999999999,0.29,70,29,19,⭐,auto
193,荣耀概念,532354082.0,29955603,55,9679165.127272727,75.67141390222308,16.223,0.35,36,13,6,⭐,auto
194,破净股,528532440.24,91990306,279,1894381.5062365592,9.185645638368472,5.973,0.08,109,79,91,⭐,auto
195,ChatGPT概念,522860553.0,20895054,67,7803888.850746268,74.79854189850214,42.05800000000001,0.74,54,10,3,⭐,auto
196,电子烟,517537418.56,11282816,51,10147792.520784313,69.84292763110311,,0.27,27,14,10,⭐,auto
197,虚拟现实,516279883.0,10655097,96,5377915.447916667,173.98778417677318,,0.28,59,28,9,⭐,auto
198,航空装备Ⅱ,513442072.96,11175588,46,11161784.19478261,72.58783094959169,9.82,1.0,24,13,9,⭐,auto
199,航空装备Ⅲ,513442072.96,11175588,46,11161784.19478261,72.58783094959169,9.82,1.0,24,13,9,⭐,auto
200,通信线缆及配套,509153730.0,12856595,11,46286702.72727273,65.52461173759839,21.104,0.67,8,3,0,⭐,auto
201,基础化工,503994517.0,26555644,163,3091990.9018404908,45.63235095256435,,0.19,78,61,23,⭐,auto
202,氟化工概念,498033614.6,12172306,36,13834267.072222224,83.78001649286666,16.048000000000002,0.54,18,16,2,⭐,auto
203,碳交易,493562458.47,55541739,97,5088272.767731959,17.25766842378805,,0.2,49,28,20,⭐,auto
204,蓝宝石,489925364.46,22144874,18,27218075.80333333,51.573354205137775,,0.71,13,4,1,⭐,auto
205,智慧灯杆,484638644.25,20625191,26,18639947.855769232,63.15495407154379,5.648000000000001,0.73,20,3,3,⭐,auto
206,冷链物流,482759681.05999994,43029212,112,4310354.295178571,39.517453843247495,7.6522499999999996,0.15,59,35,18,⭐,auto
207,低价股,475870612.63,207491566,138,3448337.7726811594,2.548446590673829,2.5628,-0.02,43,35,60,⭐,auto
208,小金属,475719384.4,8894615,24,19821641.016666666,64.86179462445298,,-0.16,10,12,2,⭐,auto
209,IPv6,472794428.63,19002873,13,36368802.20230769,33.88698018996007,21.06,0.88,9,3,1,⭐,auto
210,钙钛矿电池,467737706.93,70652292,43,10877621.091395348,19.07361790602795,,0.5,16,18,9,⭐,auto
211,网络游戏,463639086.08,31017004,66,7024834.637575758,84.16575860870827,,0.59,42,12,12,⭐,auto
212,虚拟机器人,462878352.34,8537995,15,30858556.822666664,85.6623423728267,,1.13,10,4,1,⭐,auto
213,创业板综,461807317.06,8245501,100,4618073.1706,183.76828483275744,,0.1,60,27,12,⭐,auto
214,IPO受益,452923940.52,33860960,55,8234980.736727272,42.230389577790476,7.284666666666666,0.02,22,19,14,⭐,auto
215,次新股,450035939.0,6015586,53,8491244.132075472,356.6050964663407,,-0.02,20,27,6,⭐,auto
216,光模块,448685246.4,23933235,94,4773247.302127659,31.613426558641137,11.318666666666667,0.2,49,27,18,⭐,auto
217,超级电容,447877607.87,12574080,30,14929253.595666667,50.56437063382741,20.796,0.44,18,7,5,⭐,auto
218,新材料,446891932.0,11148138,82,5449901.609756097,75.02765519790167,,0.48,48,25,9,⭐,auto
219,航天航空,445370215.96,11196818,50,8907404.3192,56.51389389186043,,0.5,26,14,10,⭐,auto
220,超导概念,443665069.4,35052618,18,24648059.41111111,39.51400994239282,,0.33,12,5,1,⭐,auto
221,价值股,427990035.7,38661137,100,4279900.357,23.635987301769326,34.102,0.15,43,35,22,⭐,auto
222,新零售,426832621.34,65818077,151,2826706.1015894036,21.64581510376177,6.29175,0.2,71,42,38,⭐,auto
223,热力服务,426008087.0,22848200,18,23667115.944444444,22.247963504059026,,0.48,8,8,2,⭐,auto
224,工业气体,424890809.8,9511395,27,15736696.65925926,94.09008485573037,17.201999999999998,1.5,19,4,4,⭐,auto
225,轻工制造,417622941.70000005,36482989,160,2610143.385625,23.70804110389395,2.448,0.42,102,27,30,⭐,auto
226,微利股,413940504.96000004,30945756,98,4223882.70367347,27.48311150271734,3.2340000000000004,0.0,55,30,12,⭐,auto
227,养老概念,411413774.63,33647396,128,3214170.114296875,23.470869246195562,4.313000000000001,0.1,68,33,27,⭐,auto
228,碳纤维,410472995.0,14091872,39,10524948.58974359,36.165662875191096,5.454,0.39,23,8,8,⭐,auto
229,小红书概念,405913969.0,15052681,72,5637694.013888889,188.47740906962974,,0.74,49,15,8,⭐,auto
230,被动元件概念,399581580.68,7119176,28,14270770.73857143,79.81995019134574,12.52,0.73,23,3,2,⭐,auto
231,装配建筑,393952280.77,53500050,87,4528187.135287357,10.25807931750066,4.427333333333334,0.24,44,20,23,⭐,auto
232,Kimi概念,391565804.12,6856932,16,24472862.7575,97.86412341914084,,1.38,15,1,0,⭐,auto
233,MicroLED,389294423.7,32118904,32,12165450.740625,39.123923801118146,5.092666666666666,0.46,21,6,5,⭐,auto
234,反内卷概念,389011050.78,39333159,99,3929404.553333333,36.79443277817569,,0.06,41,33,25,⭐,auto
235,减速器,385662714.27,24697872,76,5074509.398289474,43.11779454634366,18.692999999999998,0.4,49,16,11,⭐,auto
236,传媒,384747746.42,22977002,99,3886340.872929293,31.02415576586446,,0.48,67,20,12,⭐,auto
237,VPN,383611982.09000003,9241575,19,20190104.320526317,83.36801932502716,,0.91,13,6,0,⭐,auto
238,湖北自贸,377710762.59999996,7755451,28,13489670.092857141,126.86117041112665,12.111,0.22,14,8,6,⭐,auto
