排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,平均涨幅%,上涨数,下跌数,平盘数,关注,data_source
53,电池,2492902938.82,40326606,94,26520244.03,0.51,69,15,10,⭐,auto
54,锂矿概念,2480967300.08,36695448,36,68915758.33555555,1.46,32,1,3,⭐,auto
55,小金属概念,2405567817.96,93122756,110,21868798.34509091,1.0,86,15,9,⭐,auto
56,节能环保,2403625362.17,133681830,407,5905713.420565111,0.55,274,83,49,⭐,auto
57,AI眼镜,2388643164.3399997,32491203,116,20591751.416724134,1.42,102,9,5,⭐,auto
58,有色金属,2386749089.45,67791803,138,17295283.256884057,0.83,107,19,12,⭐,auto
59,PCB,2304526900.25,61118039,133,17327269.92669173,1.31,115,14,4,⭐,auto
60,先进封装,2255012785.15,19268895,30,75167092.83833334,2.95,28,1,1,⭐,auto
61,云计算,2208019591.1099997,75249958,136,16235438.169926468,1.44,116,13,7,⭐,auto
62,DeepSeek概念,2146014397.15,66398413,244,8795140.97192623,1.0,199,31,14,⭐,auto
63,小盘股,2139850138.0,103776783,393,5444911.292620865,0.63,262,85,46,⭐,auto
64,风能,2131329109.22,148296840,223,9557529.637757847,0.62,160,31,32,⭐,auto
65,AIPC,2095921000.4499998,17776740,41,51120024.40121951,2.47,39,1,1,⭐,auto
66,钠离子电池,2082560622.2399998,41535688,69,30182038.00347826,0.38,45,15,9,⭐,auto
67,AI芯片,2045011966.39,15595818,38,53816104.378684215,2.45,37,1,0,⭐,auto
68,贬值受益,2043413217.74,49450551,171,11949784.899064327,0.65,128,26,17,⭐,auto
69,央国企改革,2028473316.0,170254555,370,5482360.313513514,0.37,220,91,58,⭐,auto
70,宁组合,2009490926.02,13612537,24,83728788.58416666,0.93,15,8,1,⭐,auto
71,小米概念,1951740300.85,65064734,222,8791622.976801801,1.05,190,23,9,⭐,auto
72,股权激励,1878383426.87,53214184,211,8902291.122606635,0.68,152,38,21,⭐,auto
73,汽车芯片,1842449684.0,25003694,68,27094848.29411765,1.79,60,5,3,⭐,auto
74,百度概念,1841812059.49,71382027,145,12702152.134413794,0.97,114,22,9,⭐,auto
75,新能源,1826374624.5699997,159392877,209,8738634.567320572,0.71,145,41,23,⭐,auto
76,动力电池回收,1824142551.04,24018018,41,44491281.73268293,0.21,29,7,5,⭐,auto
77,第三代半导体,1819670322.11,69097754,94,19358194.91606383,1.9,86,6,2,⭐,auto
78,军民融合,1810926825.0900002,84042181,171,10590215.35140351,0.9,138,17,16,⭐,auto
79,破增发价股,1803529492.29,223295632,591,3051657.347360406,0.41,380,120,91,⭐,auto
80,机器人概念,1779189354.5,51693165,264,6739353.615530303,0.76,205,40,19,⭐,auto
81,参股银行,1773673614.01,145432552,228,7779270.236885965,0.33,137,49,42,⭐,auto
82,光纤概念,1688973131.98,39103688,63,26809097.333015874,1.44,59,3,1,⭐,auto
83,无线耳机,1634068636.5,34936395,80,20425857.95625,1.27,71,7,2,⭐,auto
84,人形机器人,1631824007.92,50562969,228,7157122.841754386,0.79,186,29,13,⭐,auto
85,信创,1627899473.0,18359389,88,18498857.647727273,1.54,79,7,2,⭐,auto
86,历史新高,1585216272.63,24394789,41,38663811.52756098,1.69,33,8,0,⭐,auto
87,工业互联,1564175431.76,64377242,190,8232502.272421053,0.78,152,24,14,⭐,auto
88,锂电池,1532824328.0,13306582,27,56771271.40740741,1.02,23,2,2,⭐,auto
89,英伟达概念,1492587726.82,23751906,59,25298097.06474576,1.61,55,2,2,⭐,auto
90,电网概念,1490955254.01,69143577,217,6870761.53921659,0.97,179,23,14,⭐,auto
91,央视50_,1458603613.34,27054427,50,29172072.266799998,0.3,30,14,6,⭐,auto
92,液冷概念,1441891199.97,34377769,93,15504206.451290322,1.49,81,6,6,⭐,auto
93,LED概念,1426399202.28,42085307,96,14858325.02375,1.19,82,8,6,⭐,auto
94,区块链,1410894436.32,75598227,197,7161900.691979695,0.75,164,17,15,⭐,auto
95,F5G概念,1371681725.43,11066272,25,54867269.0172,1.68,23,0,2,⭐,auto
96,独角兽,1332684361.66,65155365,103,12938683.122912623,0.67,75,15,13,⭐,auto
97,蚂蚁概念,1316026355.8899999,29880541,61,21574202.55557377,0.27,44,6,11,⭐,auto
98,无人机,1294158905.48,46395898,212,6104523.139056603,0.84,177,20,15,⭐,auto
99,量子科技,1294151399.18,35492269,52,24887526.907307692,1.37,48,3,1,⭐,auto
100,中特估,1288306683.3,81511354,81,15905020.78148148,0.24,35,20,26,⭐,auto
101,稀缺资源,1260591982.03,44504640,78,16161435.667051282,0.49,51,20,7,⭐,auto
102,网络安全,1243546887.74,49336908,129,9639898.354573643,0.93,113,8,7,⭐,auto
103,电商概念,1205326494.9099998,109634091,288,4185161.440659722,0.32,173,76,39,⭐,auto
104,大盘价值,1183974338.78,115869483,100,11839743.3878,0.1,47,31,22,⭐,auto
105,智能电网,1169836977.08,54715282,186,6289446.113333333,1.07,157,19,9,⭐,auto
106,燃料电池概念,1167246892.0700002,56798922,141,8278346.752269505,0.37,93,28,18,⭐,auto
107,国防军工,1161285580.3899999,38445747,137,8476537.083138686,0.7,105,19,13,⭐,auto
108,核能核电,1149922564.52,107870504,186,6182379.379139785,0.55,140,22,24,⭐,auto
109,养老金,1118484037.06,41711827,197,5677583.944467004,0.49,127,44,26,⭐,auto
110,数字经济,1106697097.44,76828850,176,6288051.69,0.68,135,25,15,⭐,auto
111,卫星互联网,1096517405.5900002,42930045,85,12900204.77164706,1.21,74,5,6,⭐,auto
112,麒麟电池,1095054415.1,3462955,8,136881801.8875,1.67,8,0,0,⭐,auto
113,智慧城市,1086651878.02,60870164,200,5433259.3900999995,0.74,158,30,12,⭐,auto
114,海工装备,1065977578.0,42667743,72,14805244.138888888,0.52,47,16,9,⭐,auto
115,消费电子零部件及组装,1056306735.71,20000338,79,13370971.338101266,0.99,75,4,0,⭐,auto
116,AI应用,1051196762.4899999,60138366,194,5418540.012835051,0.91,177,6,11,⭐,auto
117,元宇宙概念,1026609315.8800001,77220039,141,7280917.13390071,1.05,118,15,8,⭐,auto
118,味蕾经济,1016563304.22,24467453,89,11422059.597977528,-0.22,41,39,9,⭐,auto
119,传感器,1016477200.74,16536313,91,11170079.129010988,1.1,77,7,5,⭐,auto
120,低空经济,1014303802.14,45921536,179,5666501.687932961,0.76,151,21,7,⭐,auto
121,新零售,1005650118.47,69328784,149,6749329.654161074,0.04,72,45,32,⭐,auto
122,超级品牌,1001310980.2400001,14629380,32,31290968.132500004,-0.31,14,13,5,⭐,auto
123,汽车,995467101.97,53287484,285,3492867.0244561406,0.48,204,45,36,⭐,auto
124,光刻机(胶),964350825.99,21233061,92,10482074.19554348,1.31,79,8,5,⭐,auto
125,华为海思,963228933.72,35992041,38,25348129.834736843,1.61,31,3,4,⭐,auto
126,MiniLED,955727620.21,57667852,65,14703501.849384615,1.48,58,5,2,⭐,auto
127,高带宽内存,952229147.4499999,9494459,27,35267746.20185185,3.13,27,0,0,⭐,auto
128,AIGC概念,943393926.89,62062640,107,8816765.671869159,1.04,91,6,10,⭐,auto
129,国产软件,933079869.91,58549123,220,4241272.135954545,0.76,188,22,10,⭐,auto
130,参股新三板,928779930.1200001,62882590,104,8930576.251153847,0.49,73,21,10,⭐,auto
131,深圳特区,928138106.75,18134463,98,9470797.007653061,1.0,78,16,4,⭐,auto
132,计算机设备,902408596.29,27398168,84,10742959.479642857,1.28,76,6,2,⭐,auto
133,数据安全,885953835.7,27719211,80,11074422.946250001,0.83,70,4,5,⭐,auto
134,白酒,870721983.22,23744385,46,18928738.765652176,-0.55,9,28,9,⭐,auto
135,新型工业化,860614927.0699999,29937463,97,8872318.835773196,0.77,80,11,6,⭐,auto
136,其他计算机设备,857204212.6899999,25066747,60,14286736.878166666,1.59,55,5,0,⭐,auto
137,酿酒概念,850786295.22,15785509,35,24308179.863428574,-1.08,5,26,4,⭐,auto
138,参股券商,840755678.4300001,59618618,127,6620123.452204725,0.27,68,31,28,⭐,auto
139,毫米波概念,837000356.0400001,15208764,45,18600007.912,1.16,37,3,5,⭐,auto
140,玻璃基板,827480335.1800001,21548659,34,24337656.917058825,1.86,29,0,5,⭐,auto
141,小金属,825235014.05,15452618,24,34384792.25208333,0.93,20,4,0,⭐,auto
142,特高压,815414966.5200001,38093901,85,9593117.253176471,1.11,68,10,6,⭐,auto
143,白酒Ⅲ,788830400.22,7746009,19,41517389.48526316,-1.53,1,17,1,⭐,auto
144,数据要素,774026088.27,55248389,154,5026143.4303246755,0.72,123,20,11,⭐,auto
145,海洋经济,773059969.81,38216934,96,8052708.018854166,0.52,65,17,14,⭐,auto
146,PPP模式,768866386.62,126044110,142,5414552.018450704,0.28,87,35,20,⭐,auto
147,虚拟现实,760720906.5,14929643,94,8092775.60106383,1.24,78,9,7,⭐,auto
148,破净股,759287427.1,150057189,277,2741109.8451263537,0.08,134,67,75,⭐,auto
149,无线充电,745364412.8199999,18520216,40,18634110.320499998,0.74,33,5,2,⭐,auto
150,北斗导航,738531027.1700001,40002229,69,10703348.219855074,1.08,60,3,6,⭐,auto
151,大飞机,727176130.4100001,33172039,99,7345213.438484849,0.59,74,17,8,⭐,auto
152,电力,724976058.3399999,113690413,108,6712741.280925925,0.63,73,15,20,⭐,auto
153,碳化硅,724943522.0,21399470,42,17260560.04761905,1.69,39,2,1,⭐,auto
154,氢能源,719235999.0,62280023,90,7991511.1,0.41,49,31,10,⭐,auto
155,并购重组概念,714933372.76,33219554,91,7856410.68967033,0.78,64,16,11,⭐,auto
156,能源金属,705896006.0799999,10789947,11,64172364.1890909,1.78,8,1,2,⭐,auto
157,可控核聚变,701231915.13,32207024,75,9349758.8684,0.57,53,11,11,⭐,auto
158,AI智能体,697405811.4599999,70658621,133,5243652.717744361,1.03,119,8,6,⭐,auto
159,长期破净,691924130.27,166579653,184,3760457.2297282605,0.09,87,46,51,⭐,auto
160,IT服务Ⅱ,690522673.98,49327143,119,5802711.54605042,1.12,101,15,3,⭐,auto
161,IT服务Ⅲ,690522673.98,49327143,119,5802711.54605042,1.12,101,15,3,⭐,auto
162,6G概念,685728284.19,24329202,34,20168478.946764708,1.31,28,4,2,⭐,auto
163,自动化设备,684038661.9200001,16438763,80,8550483.274,0.83,58,16,5,⭐,auto
164,鸿蒙概念,683675984.75,30471633,116,5893758.489224138,0.79,102,11,3,⭐,auto
165,柔性屏(折叠屏),682809263.3299999,24475245,74,9227152.20716216,1.06,66,6,2,⭐,auto
166,价值股,681383629.0,38042785,100,6813836.29,0.12,47,32,21,⭐,auto
167,氮化镓,681291179.64,38647295,46,14810677.818260869,1.62,42,4,0,⭐,auto
168,3D打印,672247038.56,21208717,70,9603529.122285714,0.83,55,11,3,⭐,auto
169,移动支付,653832940.48,22866202,67,9758700.604179105,0.55,57,6,4,⭐,auto
170,公用事业,653480750.0,101897131,94,6951922.872340426,0.38,51,21,22,⭐,auto
171,中盘价值,645670604.33,52993803,122,5292382.002704918,0.13,62,38,22,⭐,auto
172,油气资源,641090901.37,56063437,143,4483153.1564335665,-0.04,71,53,19,⭐,auto
173,科创板做市股,638934586.0,8104782,45,14198546.355555555,0.91,34,9,2,⭐,auto
174,电子烟,624795830.4399999,13358724,51,12250898.63607843,0.82,41,8,2,⭐,auto
175,黄金概念,615410530.0,41003569,71,8667753.943661971,0.61,49,14,7,⭐,auto
176,数字货币,614447404.0799999,30561841,81,7585770.420740739,0.63,71,7,3,⭐,auto
177,工业母机,609940422.76,19894548,78,7819749.00974359,0.8,63,10,5,⭐,auto
178,低价股,602257381.96,259511522,134,4494458.074328358,-0.09,55,37,41,⭐,auto
179,绿色电力,600231672.7,84564521,99,6062946.18888889,0.48,57,21,21,⭐,auto
180,雄安新区,592018977.44,63654389,143,4139992.8492307696,0.47,92,30,21,⭐,auto
181,蓝宝石,591848578.48,21303953,18,32880476.582222223,1.37,17,1,0,⭐,auto
182,天然气,589613247.3,44978640,120,4913443.7275,-0.12,58,46,16,⭐,auto
183,次新股,581406602.52,5746438,53,10969935.896603772,1.05,35,14,4,⭐,auto
184,安防概念,574352632.52,42377834,107,5367781.612336448,0.72,84,15,8,⭐,auto
185,电子化学品Ⅲ,553475708.4000001,16386228,33,16771991.163636366,1.61,32,1,0,⭐,auto
186,水利建设,552113673.04,43808289,106,5208619.556981131,0.73,73,19,14,⭐,auto
187,集成电路制造,547717888.0,6676404,8,68464736.0,2.66,8,0,0,⭐,auto
188,IGBT概念,539316271.75,24459832,39,13828622.352564102,1.53,35,1,3,⭐,auto
189,IPO受益,538771409.3399999,18222666,54,9977248.32111111,0.27,34,13,7,⭐,auto
190,氟化工概念,537632418.84,17843102,36,14934233.856666667,0.9,28,6,2,⭐,auto
191,网络游戏,533687843.93,34715859,66,8086179.453484848,0.91,50,11,5,⭐,auto
192,湖北自贸,525955014.18,10317258,27,19479815.34,0.7,20,3,4,⭐,auto
193,石墨烯,525301045.15000004,28643094,66,7959106.74469697,0.34,47,15,4,⭐,auto
194,工业金属,520934351.32,31918867,58,8981626.746896552,0.54,44,8,6,⭐,auto
195,房地产,518139783.77,118080239,93,5571395.524408602,0.53,55,18,20,⭐,auto
196,集成电路封测,515553163.0,12889678,12,42962763.583333336,3.43,12,0,0,⭐,auto
197,光模块,514757132.45,29533051,94,5476139.706914893,0.47,60,23,11,⭐,auto
198,铜缆高速连接,513906470.9,11121443,36,14275179.747222222,1.09,30,3,3,⭐,auto
199,海南自贸,502131501.06,81096077,81,6199154.334074074,0.17,37,31,13,⭐,auto
200,在线教育,497734949.41999996,34226735,108,4608656.939074074,0.87,82,13,13,⭐,auto
201,稀土永磁,497280771.28,20734839,49,10148587.16897959,0.78,38,7,4,⭐,auto
202,MicroLED,494800840.61,42551140,32,15462526.2690625,1.19,25,6,1,⭐,auto
203,航母概念,492454551.0,14436660,32,15389204.71875,0.58,26,4,2,⭐,auto
204,反内卷概念,492208770.0,41730528,98,5022538.469387755,0.18,48,32,18,⭐,auto
205,房地产开发,490408692.77,107974939,82,5980593.814268293,0.57,50,15,17,⭐,auto
206,铁路基建,487224398.74,33451412,119,4094322.678487395,0.44,80,21,17,⭐,auto
207,养老概念,482352090.00000006,54548708,125,3858816.7200000007,0.37,74,29,22,⭐,auto
208,基础化工,475556851.0,28275793,162,2935536.1172839506,0.34,102,41,19,⭐,auto
209,新材料,474825996.0,10987539,82,5790560.926829268,0.87,69,12,1,⭐,auto
210,电网设备,460393996.7,21163097,87,5291885.01954023,1.2,74,7,5,⭐,auto
211,碳交易,454763045.95,45618980,96,4737115.061979166,0.61,65,25,5,⭐,auto
212,其他电子Ⅲ,451458356.0,10309908,33,13680556.242424242,1.55,30,3,0,⭐,auto
213,其他电子Ⅱ,451458356.0,10309908,33,13680556.242424242,1.55,30,3,0,⭐,auto
214,小红书概念,451378553.13,28883445,73,6183267.851095891,0.59,49,14,9,⭐,auto
215,网红经济,451132182.53,45165329,97,4650847.242577319,0.35,61,28,8,⭐,auto
216,ChatGPT概念,450645039.20000005,26665236,66,6827955.139393941,0.83,54,7,5,⭐,auto
217,互联网服务,446119000.88,31753306,96,4647072.925833333,1.19,85,11,0,⭐,auto
218,通用设备,444488927.2,13713351,167,2661610.34251497,0.79,138,15,13,⭐,auto
219,其他小金属,442931801.05,6956907,14,31637985.789285716,1.44,14,0,0,⭐,auto
220,创业板综,437869083.52,6496944,100,4378690.8352,0.69,78,15,7,⭐,auto
221,化工原料,435290314.5,20541293,76,5727504.138157895,0.27,45,21,10,⭐,auto
222,底盘与发动机系统,434096179.16,22427717,92,4718436.73,0.67,65,10,17,⭐,auto
223,化学制药,432171969.8,23062202,148,2920080.8770270273,0.24,77,48,22,⭐,auto
224,WiFi,432157117.09000003,8788334,30,14405237.236333335,1.55,28,0,2,⭐,auto
225,混合现实,428162508.76,17818056,30,14272083.625333333,1.12,27,2,1,⭐,auto
226,病原体防治,426087678.2,22110512,165,2582349.564848485,0.2,84,56,24,⭐,auto
227,化学制品,425489330.45,27602133,169,2517688.345857988,0.57,120,33,16,⭐,auto
228,超导概念,419989781.0,13538506,18,23332765.611111112,0.59,13,2,3,⭐,auto
229,内贸流通,418422049.34000003,45584273,159,2631585.215974843,0.22,84,47,28,⭐,auto
230,煤化工概念,417715777.87,38952407,71,5883320.815070422,-0.42,26,30,15,⭐,auto
231,红利股,413405640.35,43568102,100,4134056.4035,0.02,38,38,24,⭐,auto
232,航天航空,413143541.16,12585834,47,8790288.109787235,0.36,33,10,4,⭐,auto
233,虚拟电厂,407733573.58,36479550,66,6177781.417878788,0.56,49,10,7,⭐,auto
234,军工电子Ⅱ,405300804.23,16487298,62,6537109.745645162,1.02,51,5,6,⭐,auto
235,体育产业,404882693.37,45561027,69,5867865.121304348,0.2,44,16,9,⭐,auto
236,通信线缆及配套,399976611.0,8689969,11,36361510.09090909,1.85,11,0,0,⭐,auto
237,乡村振兴,389694834.86,53802677,138,2823875.6149275363,0.15,77,40,21,⭐,auto
238,券商概念,389020240.11,33148379,54,7204078.520555556,0.17,33,10,11,⭐,auto
239,上海自贸,388857884.0,6830191,33,11783572.242424242,0.41,22,8,3,⭐,auto
240,华为昇腾,388472746.16,15809232,46,8445059.699130435,1.38,42,2,2,⭐,auto
241,微利股,382691203.0,39140586,98,3905012.275510204,0.64,77,14,6,⭐,auto
242,多模态AI,381303150.16,15653058,62,6150050.809032259,1.37,56,5,1,⭐,auto
243,碳纤维,379585316.0,18009631,39,9732956.82051282,0.58,33,4,2,⭐,auto
244,合成生物,377367330.47,18942789,111,3399705.67990991,0.3,57,33,21,⭐,auto
245,超级电容,377168483.9,12553678,31,12166725.287096774,1.12,26,0,4,⭐,auto
246,通用航空,372714705.0,20805239,34,10962197.205882354,0.61,25,4,5,⭐,auto
247,冷链物流,371750104.65999997,19800171,109,3410551.418899082,0.28,63,26,20,⭐,auto
248,京津冀,370664222.7,68154160,57,6502881.1,0.5,30,14,13,⭐,auto
249,雅下水电概念,358746066.86,52340017,52,6898962.82423077,0.75,40,6,6,⭐,auto
250,工业气体,355565830.55,13669526,27,13169104.835185185,0.85,21,4,2,⭐,auto
251,火力发电,354602518.28000003,63849919,31,11438790.912258066,0.91,23,5,3,⭐,auto
252,数字孪生,352602966.04999995,21060305,82,4300036.171341463,1.05,68,7,7,⭐,auto
253,刀片电池,343607459.53999996,7750827,12,28633954.961666662,0.2,7,3,2,⭐,auto
254,其他专用设备,340629426.94,7612007,79,4311764.897974684,0.9,59,11,9,⭐,auto
255,装配建筑,339894421.0,60802227,86,3952260.7093023257,0.44,60,17,9,⭐,auto
256,轻工制造,338436543.28,30341365,158,2142003.4384810124,0.3,94,40,24,⭐,auto
257,航空装备Ⅱ,337119608.15999997,10432252,44,7661809.276363635,0.53,33,8,3,⭐,auto
258,航空装备Ⅲ,337119608.15999997,10432252,44,7661809.276363635,0.53,33,8,3,⭐,auto
259,TOPCon电池,335974502.2,25188688,43,7813360.51627907,1.14,34,6,3,⭐,auto
260,模拟芯片设计,332764124.0,4958932,35,9507546.4,1.66,33,2,0,⭐,auto
261,参股保险,332089382.44,49178057,75,4427858.432533333,0.16,44,16,15,⭐,auto
262,MLCC,322522084.13,6161727,18,17917893.562777776,1.48,16,2,0,⭐,auto
263,被动元件概念,322093546.13,7201418,28,11503340.933214286,1.12,24,3,1,⭐,auto
264,生物识别,321001832.26,12767295,50,6420036.6452,1.19,49,1,0,⭐,auto
265,尾气治理,320139041.28,10216070,32,10004345.04,0.72,22,8,2,⭐,auto
266,微盘股,319656783.53999996,34123176,390,819632.7783076923,0.57,299,43,48,⭐,auto
267,跨境支付,317284815.95,30754303,61,5201390.425409836,0.3,46,7,8,⭐,auto
268,飞行汽车(eVTOL),316074110.53999996,15708982,79,4000938.1081012655,0.66,63,10,6,⭐,auto
269,创新医疗服务,310993096.05,10774829,77,4038871.3772727274,0.07,44,27,5,⭐,auto
270,磷化工,309470331.78000003,17719153,45,6877118.484000001,0.41,28,13,4,⭐,auto
271,机器视觉,306878973.78,10357853,82,3742426.509512195,0.87,70,8,3,⭐,auto
272,传媒,306082680.40999997,29467427,99,3091744.2465656563,0.61,71,22,6,⭐,auto
273,创新药,305758978.0,10920108,93,3287730.946236559,0.08,43,37,12,⭐,auto
274,抽水蓄能,303707474.0,23655206,37,8208310.108108108,0.52,25,5,7,⭐,auto
275,通信服务,302443731.04999995,13098864,39,7754967.462820511,1.52,32,5,2,⭐,auto
276,建筑材料,300688878.21000004,19116627,70,4295555.403000001,0.38,44,15,11,⭐,auto
277,IPv6,300217702.39,25940185,13,23093669.414615385,0.94,12,1,0,⭐,auto
278,国资云概念,298978661.58,13230453,20,14948933.079,1.27,17,3,0,⭐,auto
279,PEEK材料概念,298315211.23,8088494,41,7275980.761707317,0.43,33,4,4,⭐,auto
280,荣耀概念,298115617.39,14518241,54,5520659.581296296,1.32,47,5,2,⭐,auto
281,工程建设,294691446.6,33696153,65,4533714.563076924,0.49,41,14,10,⭐,auto
282,空气能热泵,292730662.0,8797800,34,8609725.352941176,0.59,21,5,8,⭐,auto
283,复合集流体,280638791.22,11622836,29,9677199.69724138,1.21,23,3,3,⭐,auto
284,机器人执行器,275111499.22,6300463,35,7860328.549142858,0.66,27,3,5,⭐,auto
285,智谱AI概念,274770778.22,11427713,31,8863573.490967743,1.81,30,0,1,⭐,auto
286,新型城镇化,274726316.44,31578506,101,2720062.5390099008,0.56,68,20,13,⭐,auto
287,医美概念,274703201.17,21800932,75,3662709.3489333335,0.12,34,26,15,⭐,auto
288,医疗服务,272654484.8,17211059,53,5144424.241509434,0.25,29,16,7,⭐,auto
289,垂直应用软件,270358276.98,13526000,92,2938676.9236956523,0.6,81,7,4,⭐,auto
290,垃圾分类,266663339.60000002,34007620,96,2777743.1208333336,0.27,54,23,19,⭐,auto
291,谷子经济,264947614.75,33510758,72,3679827.982638889,0.69,44,18,9,⭐,auto
292,家电零部件Ⅲ,264279112.17999998,7823567,31,8525132.650967741,0.91,19,5,7,⭐,auto
293,家电零部件Ⅱ,264279112.17999998,7823567,31,8525132.650967741,0.91,19,5,7,⭐,auto
294,金属制品,263756193.20000002,14675448,68,3878767.547058824,0.6,54,8,6,⭐,auto
295,3D玻璃,262394400.18,10833318,15,17492960.012000002,0.88,12,1,2,⭐,auto
296,破发股,260082893.0,19203046,178,1461139.8483146068,0.33,116,42,18,⭐,auto
297,航海装备Ⅱ,254481859.0,7266032,10,25448185.9,-0.3,5,4,1,⭐,auto
298,航海装备Ⅲ,254481859.0,7266032,10,25448185.9,-0.3,5,4,1,⭐,auto
299,超超临界发电,251057590.28,36917961,49,5123624.291428572,0.4,32,7,10,⭐,auto
300,商贸零售,249862430.3,33584988,100,2498624.3030000003,0.3,58,25,17,⭐,auto
301,全息技术,249723507.18,6414118,11,22702137.016363636,1.19,6,3,2,⭐,auto
302,新消费,247220522.10999998,17384649,79,3129373.6975949365,0.36,39,25,15,⭐,auto
303,塑料,247155330.19,13271446,72,3432712.9193055555,0.69,58,11,3,⭐,auto
