排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,平均涨幅%,上涨数,下跌数,平盘数,关注
62,新能源,1477403161.4,133095738,210,7035253.14952381,-0.13,48,127,34,⭐
63,存储芯片,1476584993.3600001,18673729,98,15067193.80979592,-0.29,20,73,5,⭐
64,人工智能,1470271061.08,66392841,272,5405408.312794117,-0.28,64,182,26,⭐
65,AI眼镜,1429671355.75,23450555,116,12324753.066810345,-0.16,26,84,6,⭐
66,机器人概念,1392559714.58,34477713,265,5254942.319169811,-0.11,77,159,26,⭐
67,人形机器人,1385234498.34,32663390,228,6075589.904999999,-0.22,47,165,16,⭐
68,央国企改革,1378215308.0,80243807,372,3704879.860215054,-0.18,69,235,68,⭐
69,动力电池回收,1340670675.9299998,19639423,41,32699284.778780483,-0.07,15,19,7,⭐
70,上证50_,1310912101.0,26278966,50,26218242.02,-0.29,9,34,7,⭐
71,英伟达概念,1294111248.23,18749678,59,21934088.953050848,0.03,17,38,4,⭐
72,百度概念,1287669603.18,51761603,147,8759657.164489796,-0.41,18,116,13,⭐
73,电商概念,1280718796.6399999,64154970,291,4401095.521099656,-0.23,52,190,49,⭐
74,股权激励,1271768796.54,26790738,212,5998909.417641509,-0.12,52,144,14,⭐
75,破增发价股,1231286575.1100001,173697598,601,2048729.7422795342,-0.26,106,400,94,⭐
76,区块链,1142677817.23,84428947,197,5800395.0113197975,-0.38,24,153,20,⭐
77,电网概念,1086083068.3899999,77330777,218,4982032.423807339,-0.31,38,150,28,⭐
78,数字芯片设计,1084203018.0,5831528,51,21258882.70588235,-0.31,12,37,1,⭐
79,稀缺资源,1076281780.94,42773731,78,13798484.371025642,-0.05,28,40,10,⭐
80,央视50_,1073693388.46,13836819,50,21473867.7692,-0.4,6,41,3,⭐
81,LED概念,1064073850.9100001,36519469,96,11084102.613645835,-0.18,23,62,9,⭐
82,军民融合,1046154632.02,54366568,173,6047136.601271676,-0.16,37,123,12,⭐
83,钠离子电池,1045294655.71,23037433,69,15149197.90884058,-0.08,17,40,12,⭐
84,液冷概念,1041273044.74,28859445,93,11196484.35204301,-0.19,22,64,7,⭐
85,历史新高,1024460257.36,18472184,40,25611506.434,0.81,17,21,2,⭐
86,养老金,1020838503.09,26528474,197,5181921.335482234,-0.05,51,127,19,⭐
87,信创,989199416.38,12318742,89,11114600.184044944,-0.34,14,65,10,⭐
88,无人机,985197110.76,44464735,215,4582312.143069767,-0.18,41,151,23,⭐
89,工业互联,969715408.0,43692285,193,5024432.165803108,-0.22,40,128,23,⭐
90,元宇宙概念,904502547.8,62291469,142,6369736.252112675,-0.57,17,111,14,⭐
91,核能核电,901448863.94,58556205,186,4846499.268494624,-0.19,42,110,33,⭐
92,氢能源,900684021.0,72015471,91,9897626.604395604,-0.03,30,52,9,⭐
93,智慧城市,876623087.2099999,57714189,203,4318340.331083744,-0.31,41,140,20,⭐
94,味蕾经济,867929552.5,19484857,90,9643661.694444444,-0.34,19,62,9,⭐
95,AI应用,867653346.61,50074023,196,4426802.788826531,-0.43,24,152,20,⭐
96,MiniLED,857893933.83,25343924,66,12998392.936818182,-0.49,12,48,5,⭐
97,白酒,842319215.85,16288308,47,17921685.443617024,-0.72,7,36,4,⭐
98,第三代半导体,838126659.76,23887809,95,8822385.892210526,-0.12,27,60,8,⭐
99,AH股,837513743.0,38601087,100,8375137.43,-0.19,18,66,16,⭐
100,AIGC概念,819413697.04,45817057,109,7517556.853577982,-0.65,13,86,10,⭐
101,AI智能体,818073566.6,69017885,135,6059804.197037037,-0.4,22,100,13,⭐
102,超级品牌,802838835.7,4971289,32,25088713.615625,-0.36,4,24,4,⭐
103,可控核聚变,796887650.72,25627128,75,10625168.676266667,-0.04,25,41,8,⭐
104,无线耳机,788024897.11,17391730,81,9728702.43345679,-0.36,13,62,6,⭐
105,锂电池,783389879.9100001,9201662,27,29014439.99666667,-0.75,1,24,2,⭐
106,IT服务Ⅲ,781825444.26,42986197,120,6515212.0355,-0.37,15,93,12,⭐
107,IT服务Ⅱ,781825444.26,42986197,120,6515212.0355,-0.37,15,93,12,⭐
108,宁组合,776418619.14,5210295,24,32350775.7975,-0.36,2,20,2,⭐
109,网络安全,772918765.47,43940908,131,5900143.247862596,-0.28,27,91,13,⭐
110,AIPC,765297410.49,8704192,42,18221366.916428573,-0.44,7,33,2,⭐
111,鸿蒙概念,761207278.76,45408194,120,6343393.989666667,-0.36,22,88,10,⭐
112,酿酒概念,755716090.5,4422157,37,20424759.2027027,-0.83,3,31,3,⭐
113,数字经济,749568342.3500001,71999263,177,4234849.39180791,-0.37,34,130,13,⭐
114,能源金属,747125144.23,12838253,11,67920467.65727273,0.53,9,2,0,⭐
115,小金属,744662985.99,14632435,24,31027624.41625,-0.14,4,19,1,⭐
116,白酒Ⅲ,742773707.5,3281057,20,37138685.375,-1.37,0,20,0,⭐
117,低空经济,736712648.55,23220465,183,4025752.1778688524,-0.21,39,124,19,⭐
118,国产软件,721676164.23,52567094,223,3236215.9830941707,-0.5,34,170,19,⭐
119,独角兽,720656048.56,25186242,104,6929385.082307692,-0.29,18,77,9,⭐
120,智能电网,714038572.89,40198813,187,3818388.0903208554,-0.28,36,123,26,⭐
121,国防军工,709418570.9100001,26746486,138,5140714.281956523,-0.31,27,99,11,⭐
122,蚂蚁概念,690220040.84,16310230,61,11315082.636721311,-0.21,5,48,8,⭐
123,特高压,689221828.8299999,54758177,85,8108492.103882352,-0.23,18,57,10,⭐
124,汽车芯片,685839808.0,8205448,69,9939707.36231884,-0.46,13,52,4,⭐
125,参股银行,663300130.53,64005602,228,2909211.0988157894,-0.13,41,136,51,⭐
126,消费电子零部件及组装,654799437.3499999,14709695,79,8288600.472784809,-0.22,24,45,10,⭐
127,汽车,653463623.79,32928990,284,2300928.25278169,-0.24,68,178,38,⭐
128,电力,639394724.5,85980862,108,5920321.523148148,-0.12,23,62,23,⭐
129,先进封装,634610309.0,5708096,28,22664653.89285714,-0.53,8,19,1,⭐
130,量子科技,614284307.0,16048252,52,11813159.75,-0.17,13,34,5,⭐
131,大飞机,603603950.8199999,36022710,99,6097009.604242424,-0.0,28,62,9,⭐
132,燃料电池概念,599753193.99,30978482,141,4253568.751702128,-0.34,33,95,13,⭐
133,参股新三板,593889164.78,43209207,104,5710472.73826923,-0.43,15,77,12,⭐
134,大盘价值,582728428.71,48186581,101,5769588.403069307,-0.2,18,58,25,⭐
135,ChatGPT概念,573564722.58,27567549,67,8560667.50119403,-0.64,4,59,4,⭐
136,新型工业化,560801341.26,18275220,97,5781457.126391753,-0.24,22,66,7,⭐
137,卫星互联网,552921762.26,16753033,88,6283201.843863636,-0.38,14,65,9,⭐
138,绿色电力,550443556.52,74086110,99,5560035.9244444445,-0.12,22,58,19,⭐
139,工业母机,548910364.37,11051242,79,6948232.460379747,-0.07,19,46,13,⭐
140,黄金概念,548663314.12,38900748,71,7727652.311549296,-0.35,14,48,9,⭐
141,互联网服务,535154001.62,20885980,95,5633200.017052632,-0.63,11,73,11,⭐
142,公用事业,529166481.0,76368350,94,5629430.64893617,-0.15,17,56,21,⭐
143,雄安新区,526125993.75,46347815,148,3554905.3631756757,-0.17,31,85,32,⭐
144,化学制药,522193422.91999996,60268844,150,3481289.486133333,-0.4,19,110,21,⭐
145,计算机设备,521687902.40999997,13973570,85,6137504.734235294,0.05,19,56,9,⭐
146,麒麟电池,520096704.8,3133626,8,65012088.1,-0.11,3,5,0,⭐
147,在线教育,509516448.53000003,37404463,111,4590238.275045046,-0.52,9,90,12,⭐
148,石墨烯,505451968.30999994,54478078,66,7658363.15621212,-0.27,15,39,12,⭐
149,PPP模式,502527992.13,51833915,145,3465710.290551724,-0.21,28,80,36,⭐
150,水利建设,495092932.52,36748267,107,4627036.7525233645,0.01,27,63,17,⭐
151,毫米波概念,492481976.26,10851865,45,10944043.916888889,-0.73,6,37,2,⭐
152,中盘价值,490409287.3,23776505,122,4019748.256557377,-0.23,25,80,17,⭐
153,工业金属,487795753.62,38812342,58,8410271.61413793,-0.14,14,39,5,⭐
154,数据要素,487046498.76,27755605,154,3162639.602337662,-0.49,18,124,11,⭐
155,海南自贸,486713272.32,30272768,82,5935527.711219512,-0.23,14,61,7,⭐
156,其他计算机设备,478237540.62,9594024,61,7839959.682295082,0.07,14,41,6,⭐
157,病原体防治,474421622.36,62627284,168,2823938.2283333335,-0.34,25,129,14,⭐
158,破净股,467199004.9,90897175,282,1656734.059929078,-0.11,63,139,80,⭐
159,蓝宝石,459556425.75,28558905,18,25530912.541666668,0.24,6,10,2,⭐
160,新材料,458238920.0,10956252,82,5588279.5121951215,-0.14,23,51,7,⭐
161,养老概念,457445820.2,77240599,127,3601935.5921259844,-0.24,19,88,19,⭐
162,小红书概念,448088010.21,17066800,72,6223444.58625,-0.36,13,53,6,⭐
163,海洋经济,447465241.01,26969138,96,4661096.260520834,-0.28,14,63,19,⭐
164,柔性屏(折叠屏),442452387.59000003,26349520,74,5979086.318783784,-0.44,12,57,5,⭐
165,无线充电,440298292.18000007,14440082,40,11007457.304500002,-0.14,11,26,3,⭐
166,深圳特区,432534874.7,8623789,98,4413621.170408163,-0.07,25,62,10,⭐
167,电子烟,430631316.65000004,13512251,51,8443751.306862745,-0.37,12,35,4,⭐
168,次新股,428479900.0,4037395,51,8401566.666666666,-0.38,10,33,7,⭐
169,碳纤维,425806339.90999997,23903825,39,10918111.27974359,-0.18,10,24,4,⭐
170,创业板综,424172311.58000004,4511473,98,4328288.89367347,-0.29,18,71,8,⭐
171,碳交易,418928728.0,25262220,97,4318852.865979382,-0.25,16,59,22,⭐
172,通信服务,416018892.0,25936733,39,10667151.076923076,-0.57,7,28,4,⭐
173,东北振兴,414278726.21999997,50353093,56,7397834.396785714,-0.01,15,32,9,⭐
174,数字货币,413557822.84000003,25275025,82,5043388.083414635,-0.32,12,62,8,⭐
175,网红经济,413483043.28,35900504,98,4219214.727346938,-0.39,17,62,19,⭐
176,中特估,407135482.0,36738900,81,5026363.975308642,-0.11,18,43,20,⭐
177,海工装备,401343337.7,20380219,72,5574213.023611111,-0.21,11,49,12,⭐
178,传媒,397390699.78,50095922,98,4055007.1406122446,-0.56,9,85,4,⭐
179,光刻机(胶),394761934.0,8633761,92,4290890.5869565215,0.03,33,50,9,⭐
180,新型城镇化,381716262.07,30404630,101,3779368.9313861383,-0.03,34,43,24,⭐
181,自动化设备,378333353.52,6898492,79,4789029.791392405,0.06,31,37,7,⭐
182,光伏发电,373114696.0,54515500,13,28701130.46153846,-0.08,4,9,0,⭐
183,化学制剂,373022084.91999996,47303387,95,3926548.2623157892,-0.43,10,73,12,⭐
184,参股保险,370387821.84000003,33492539,75,4938504.291200001,-0.11,15,46,14,⭐
185,钙钛矿电池,369784795.17,26579930,43,8599646.399302326,-0.19,13,25,5,⭐
186,航天航空,366191699.06,18667373,50,7323833.9812,-0.11,12,32,5,⭐
187,网络游戏,365912647.56,17547052,67,5461382.799402985,-0.46,9,53,5,⭐
188,冷链物流,365395375.03999996,39785861,112,3262458.7057142854,-0.22,17,69,26,⭐
189,航空装备Ⅲ,364421216.34000003,17832293,46,7922200.355217392,-0.21,9,34,3,⭐
190,航空装备Ⅱ,364421216.34000003,17832293,46,7922200.355217392,-0.21,9,34,3,⭐
191,光模块,361312257.63,47372457,94,3843747.421595745,-0.36,9,72,13,⭐
192,反内卷概念,358898475.79999995,31373574,99,3625237.1292929286,-0.23,21,62,16,⭐
193,钨,357091783.0,7176800,4,89272945.75,0.9,3,0,1,⭐
194,北斗导航,356086275.0,19879631,72,4945642.708333333,-0.34,9,55,8,⭐
195,内贸流通,354937391.0,51266571,162,2190971.549382716,-0.17,30,98,33,⭐
196,低价股,350453169.27,150303202,143,2450721.463426573,-0.3,28,60,55,⭐
197,流感,350335774.82,56401124,123,2848258.331869919,-0.38,13,96,14,⭐
198,移动支付,346345299.84000003,16587404,68,5093313.232941177,-0.07,14,41,13,⭐
199,抽水蓄能,342791818.83,15446781,37,9264643.752162162,-0.2,9,20,8,⭐
200,通用航空,342517898.23,27451063,35,9786225.663714286,-0.02,7,26,2,⭐
201,虚拟电厂,335930437.0,21960674,66,5089855.106060606,-0.44,10,48,8,⭐
202,轻工制造,335462443.0,26271106,160,2096640.26875,-0.21,48,86,26,⭐
203,荣耀概念,329122370.3299999,22225485,55,5984043.09690909,-0.43,7,45,3,⭐
204,3D玻璃,327222564.96,31359598,15,21814837.663999997,-0.49,2,11,2,⭐
205,碳化硅,322903334.0,22465529,42,7688174.619047619,-0.23,11,24,7,⭐
206,参股券商,322721801.0,24953183,127,2541116.5433070865,-0.25,23,83,21,⭐
207,短剧互动游戏,322410684.22,45685741,35,9211733.834857143,-0.81,1,33,1,⭐
208,通用设备,318166216.39,11181688,168,1893846.5261309524,-0.03,51,101,15,⭐
209,氮化镓,316731618.02,8924510,47,6738970.596170212,-0.2,13,30,4,⭐
210,稀土永磁,315912539.0,14712846,50,6318250.78,-0.42,10,36,4,⭐
211,传感器,314898655.0,6696501,91,3460424.7802197803,-0.25,24,56,8,⭐
212,其他小金属,312628023.99,5569755,14,22330573.14214286,-0.14,1,13,0,⭐
213,AI芯片,311604634.0,4901121,38,8200121.947368421,-0.19,8,27,3,⭐
214,3D打印,310371353.8,9013043,69,4498135.562318841,-0.15,19,43,6,⭐
215,长期破净,309399254.39,62883591,192,1611454.4499479167,0.0,47,92,53,⭐
216,油气资源,308359141.77,25504441,145,2126614.7708275863,-0.18,33,81,29,⭐
217,其他电源设备Ⅱ,306265256.4,10469872,31,9879524.399999999,-0.38,4,21,6,⭐
218,MicroLED,305589564.03,17253715,32,9549673.8759375,-0.04,6,25,1,⭐
219,安防概念,303984404.72,33524159,109,2788847.749724771,-0.49,21,77,11,⭐
220,塑料,302598130.48,29981051,73,4145179.8695890415,-0.05,19,42,12,⭐
221,价值股,302289678.05999994,20726364,100,3022896.7805999992,-0.19,18,65,17,⭐
222,6G概念,299984267.5,8930144,34,8823066.69117647,-0.33,10,21,3,⭐
223,跨境支付,299911091.84000003,22246236,61,4916575.276065574,-0.18,8,45,8,⭐
224,多模态AI,298763696.12,10082970,63,4742280.89079365,-0.63,5,54,4,⭐
225,国资云概念,298158652.42,13667527,20,14907932.621000001,-0.35,4,16,0,⭐
226,混合现实,297542946.25,20785610,30,9918098.208333334,-0.26,6,24,0,⭐
227,雅下水电概念,297339425.0,21903885,52,5718065.865384615,-0.23,10,38,4,⭐
228,超超临界发电,295511308.68,20209097,49,6030843.034285715,-0.11,7,27,15,⭐
229,面板,295085229.42999995,44178310,38,7765400.774473683,-0.79,4,27,7,⭐
230,新零售,294505251.93,39163857,151,1950365.906821192,-0.14,35,93,23,⭐
231,湖北自贸,292746873.0,5028061,28,10455245.464285715,-0.2,5,17,5,⭐
232,HJT电池,292358945.51,16532076,39,7496383.218205128,-0.31,11,22,6,⭐
233,虚拟现实,291144191.0,7456592,95,3064675.694736842,-0.36,18,66,11,⭐
234,天然气,288041960.77,21942461,121,2380512.072479339,-0.16,32,64,23,⭐
235,镍,287377936.0,4275185,1,287377936.0,1.99,1,0,0,⭐
236,玻璃基板,286241889.07,9941906,34,8418879.090294117,0.1,12,20,2,⭐
237,肝炎概念,279797039.12,41897274,57,4908719.984561403,-0.37,9,40,8,⭐
238,通信线缆及配套,278356890.2,10057045,11,25305171.836363636,0.03,3,5,3,⭐
239,风电设备,272926805.91999996,6599200,30,9097560.197333332,0.15,8,19,3,⭐
240,华为海思,272049316.76,6866877,38,7159192.546315789,-0.01,11,25,2,⭐
241,电子化学品Ⅲ,266173254.0,10539880,33,8065856.181818182,-0.06,11,20,2,⭐
242,并购重组概念,265453067.76,13166171,91,2917066.6786813186,-0.02,21,55,15,⭐
243,垂直应用软件,262138815.6,18686760,94,2788710.8042553193,-0.63,8,80,6,⭐
244,建筑材料,260848970.0,13281041,71,3673929.1549295774,-0.2,18,43,10,⭐
245,数据安全,259752472.71,14944223,81,3206820.650740741,-0.35,14,59,7,⭐
246,WiFi,259106790.31,7114483,30,8636893.010333333,0.02,10,15,5,⭐
247,中药概念,259027110.79999998,53699736,96,2698199.0708333333,-0.36,14,69,13,⭐
248,铜缆高速连接,258377119.19,5190782,36,7177142.199722222,-0.17,13,22,1,⭐
249,军工电子Ⅱ,256426503.57,5631247,62,4135911.3479032256,-0.36,15,43,3,⭐
250,垃圾分类,256113132.64999998,25985591,97,2640341.57371134,-0.09,22,58,17,⭐
251,基础化工,255793297.0,18382212,162,1578970.9691358025,0.01,60,79,22,⭐
252,医美概念,254881130.29,22045134,75,3398415.0705333333,-0.33,6,61,7,⭐
253,化工原料,254766093.74,13487226,77,3308650.568051948,-0.11,24,39,14,⭐
254,TOPCon电池,253599672.22,16722367,44,5763628.914090909,-0.41,8,30,6,⭐
255,风电零部件,248957041.92,5522158,25,9958281.6768,0.2,7,16,2,⭐
256,氟化工概念,246365557.0,10714583,36,6843487.694444444,-0.18,9,23,4,⭐
257,化学制品,245805478.96,13810906,168,1463127.850952381,-0.08,59,87,21,⭐
258,煤化工概念,244732594.0,14351739,71,3446937.943661972,-0.09,23,36,11,⭐
259,底盘与发动机系统,243420755.0,14104016,92,2645877.7717391304,-0.29,24,58,10,⭐
260,智谱AI概念,234116206.6,12008515,32,7316131.45625,-0.65,2,28,2,⭐
261,IPO受益,232307885.57999998,10767219,55,4223779.7378181815,-0.23,10,37,8,⭐
262,快手概念,232226274.31,15915021,31,7491170.139032258,-0.61,2,26,3,⭐
263,贵金属,231819454.92000002,9836056,13,17832265.763076924,-1.68,0,12,1,⭐
264,华为昇腾,230662050.42,10899101,46,5014392.400434783,-0.42,10,34,2,⭐
265,通信应用增值服务,229904952.0,11221805,17,13523820.705882354,-0.87,4,13,0,⭐
266,数字孪生,229681212.95,19442240,83,2767243.529518072,-0.42,17,59,7,⭐
267,乡村振兴,227580305.21,28375903,140,1625573.6086428573,-0.27,22,92,25,⭐
268,光伏电池组件,227262575.87,16838790,21,10822027.422380952,-0.67,5,15,1,⭐
269,数字水印,225336134.0,13792052,18,12518674.111111112,-0.46,4,12,2,⭐
270,合成生物,220117410.4,10986623,112,1965334.0214285715,-0.23,23,78,11,⭐
271,工程建设,217838711.0,34254077,66,3300586.5303030303,-0.09,20,31,15,⭐
272,创新药,217641501.8,17045148,93,2340231.2021505376,-0.35,17,67,9,⭐
273,铁路基建,217282693.45,29186860,120,1810689.1120833333,-0.12,28,68,24,⭐
274,铜,215917476.37,12820782,17,12701028.021764707,-0.38,3,14,0,⭐
275,虚拟机器人,214448780.6,8643834,15,14296585.373333333,-0.82,1,13,1,⭐
276,影视概念,214399663.18,46580178,63,3403169.256825397,-0.33,11,43,9,⭐
277,腾讯云,214286487.5,7930765,20,10714324.375,-0.7,1,19,0,⭐
278,飞行汽车(eVTOL),214006365.36,9499020,80,2675079.5670000003,-0.17,15,53,12,⭐
279,电网设备,212319415.0,9264020,87,2440453.0459770113,-0.22,17,54,15,⭐
280,微盘股,212108709.0,25308409,399,531600.7744360903,-0.0,143,163,92,⭐
281,机器人执行器,203597733.0,3406916,35,5817078.085714285,-0.47,5,29,0,⭐
282,Kimi概念,201493495.0,8456967,16,12593343.4375,-1.07,1,15,0,⭐
283,玻璃玻纤,199589253.0,7766200,15,13305950.2,-0.98,0,14,1,⭐
284,磷化工,198665376.0,13500473,45,4414786.133333334,-0.06,12,21,12,⭐
285,刀片电池,198568098.04000002,4353433,12,16547341.503333336,-0.4,3,8,1,⭐
286,广告营销,197428407.6,13608360,29,6807876.124137931,-0.57,2,27,0,⭐
287,换电概念,196202763.11,9360649,40,4905069.07775,0.13,9,23,7,⭐
288,冰雪经济,194516203.0,15716899,42,4631338.166666667,-0.13,6,27,9,⭐
289,PEEK材料概念,194123563.0,5007875,41,4734721.048780488,-0.49,6,33,2,⭐
290,磁悬浮概念,193609320.0,10430910,29,6676183.448275862,-0.22,5,16,8,⭐
291,红利股,192755398.0,18725826,100,1927553.98,-0.18,20,60,20,⭐
292,蓄电池及其他电池,192714183.0,6799553,9,21412687.0,0.13,3,6,0,⭐
293,微利股,192132588.36,16510998,98,1960536.6159183674,-0.24,28,56,13,⭐
294,金属制品,190995836.74,14408775,70,2728511.9534285716,-0.28,21,45,3,⭐
295,谷子经济,189905050.38,37735428,72,2637570.1441666665,-0.46,9,49,14,⭐
296,增强现实,188732517.56,13973291,44,4289375.399090909,-0.76,10,29,5,⭐
297,玻纤制造,188420868.0,5265500,8,23552608.5,-1.38,0,8,0,⭐
298,尾气治理,187332567.0,7631827,33,5676744.454545454,-0.3,6,21,5,⭐
299,环保设备Ⅱ,187165168.04,13086336,26,7198660.309230769,0.09,9,12,5,⭐
300,显示技术,186947900.42999998,21008139,48,3894747.9256249997,-0.45,6,39,3,⭐
301,其他电子Ⅱ,186510840.42000002,6753555,33,5651843.649090909,0.37,11,16,6,⭐
302,其他电子Ⅲ,186510840.42000002,6753555,33,5651843.649090909,0.37,11,16,6,⭐
303,VPN,182957353.0,11661212,19,9629334.368421054,-0.52,4,13,2,⭐
304,中俄贸易概念,178412256.6,8819273,76,2347529.692105263,-0.24,20,40,15,⭐
305,IGBT概念,177112952.75,7915412,40,4427823.81875,-0.2,13,25,2,⭐
306,高带宽内存,177096465.36,2543170,27,6559128.346666668,-0.47,5,22,0,⭐
307,宠物经济,173317625.9,9257549,63,2751073.426984127,-0.33,12,42,9,⭐
308,通信工程及服务,170546601.0,11935328,19,8976136.894736841,-0.4,3,15,1,⭐
309,其他专用设备,169720124.19,4092816,79,2148356.0024050632,-0.17,19,45,13,⭐
310,财税数字化,168482871.38,5120791,40,4212071.7845,-0.46,2,34,4,⭐
311,分立器件,167326588.0,883993,18,9295921.555555556,0.26,9,8,1,⭐
312,旅游概念,166813794.0,18435869,52,3207957.576923077,-0.52,7,39,6,⭐
313,电子竞技,166371894.47,18074647,31,5366835.305483871,-0.55,3,24,4,⭐
314,券商概念,165930264.6,13377427,55,3016913.901818182,-0.23,2,39,14,⭐
315,减速器,163605655.0,7081556,76,2152705.986842105,-0.31,14,57,5,⭐
316,复合集流体,163421537.86,7048870,29,5635225.443448276,0.17,12,14,3,⭐
317,减肥药,163119679.82,8958482,34,4797637.641764706,-0.49,2,29,3,⭐
318,专业工程,156903893.0,16237297,38,4129049.8157894737,-0.13,7,22,9,⭐
319,综合电力设备商,156382456.0,3938200,2,78191228.0,0.42,1,1,0,⭐
