排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,竞价均价(元),五日线均价(元),平均涨幅%,上涨数,下跌数,平盘数,关注,data_source
52,近期新高,2145178407.76,63496726,154,13929729.92051948,109.67098302607693,48.638000000000005,0.16,67,72,15,⭐,auto
53,PCB,2127234066.4099998,53781021,133,15994241.100827066,115.37778231857219,,0.25,59,63,11,⭐,auto
54,特斯拉概念,2113014764.0900002,54860257,195,10835973.149179488,125.36639389851443,,0.21,91,78,26,⭐,auto
55,锂电池概念,2088565062.85,80176711,280,7459160.93875,71.24937626005728,,0.13,127,122,31,⭐,auto
56,证金持股,2087306590.4999998,108768366,188,11102694.630319148,68.52278686868392,27.318714285714286,0.02,62,79,47,⭐,auto
57,上证50_,2064884077.0,81962713,50,41297681.54,212.78556089656456,,0.1,22,18,10,⭐,auto
58,破增发价股,1889739792.6100001,282972090,599,3154824.361619366,32.72893291034777,7.249578947368421,-0.04,187,294,117,⭐,auto
59,小米概念,1888719741.0,58522857,222,8507746.581081081,134.38618515411187,11.4975,0.06,89,103,30,⭐,auto
60,数字芯片设计,1868836871.22,8889626,51,36643860.22,379.7851746540569,,-0.52,15,34,2,⭐,auto
61,贬值受益,1829416414.76,39486172,172,10636141.94627907,372.2667138209058,11.326,-0.1,48,93,31,⭐,auto
62,固态电池,1826098404.8100002,56689940,200,9130492.024050001,78.72339045569693,22.181,0.17,96,81,23,⭐,auto
63,AI眼镜,1656696291.35,28712029,116,14281864.580603447,197.43156705035761,16.578000000000003,0.09,43,62,11,⭐,auto
64,云计算,1648795642.97,45362899,136,12123497.374779413,115.57587150563528,26.156799999999997,-0.3,30,91,15,⭐,auto
65,人形机器人,1602663478.74,56896002,228,7029225.783947368,87.57687930781115,35.260000000000005,0.12,90,109,29,⭐,auto
66,机器人概念,1585595401.0,59639741,265,5983378.871698113,79.08663049524392,,0.11,103,126,35,⭐,auto
67,电网概念,1583375819.04,65592870,217,7296662.760552995,43.20916617170893,21.790399999999998,0.06,78,113,26,⭐,auto
68,军民融合,1570695935.35,117317891,173,9079167.256358381,37.682556833058214,19.5045,-0.13,53,98,22,⭐,auto
69,F5G概念,1533243995.58,12736791,25,61329759.823199995,437.80381288521534,20.308,0.41,11,10,4,⭐,auto
70,量子科技,1490389581.08,35094337,52,28661338.097692307,101.50051780687988,25.540666666666667,-0.05,21,24,7,⭐,auto
71,液冷概念,1469295588.9299998,34744502,93,15798877.30032258,68.60303140040008,,0.27,42,45,6,⭐,auto
72,稀缺资源,1464730369.63,68063561,78,18778594.4824359,39.49959078544261,8.034,0.74,54,15,9,⭐,auto
73,DeepSeek概念,1442790808.5900002,55542275,248,5817704.873346775,113.30650606141855,17.2832,-0.21,69,157,22,⭐,auto
74,黄金概念,1434050764.2,76808099,70,20486439.488571428,31.266191788589122,10.205142857142858,1.25,47,10,13,⭐,auto
75,网络安全,1414354049.6299999,54027298,129,10963984.880852712,41.4088338743207,26.356333333333335,-0.15,38,78,13,⭐,auto
76,核能核电,1362887106.88,146448250,186,7327350.036989248,21.339716822606544,11.897999999999998,0.13,71,77,38,⭐,auto
77,汽车芯片,1353681438.6,20305052,69,19618571.57391304,173.776458471437,19.918,-0.29,22,41,6,⭐,auto
78,阿里概念,1337476517.02,61227054,162,8256027.8828395065,220.24883085201554,17.61,-0.25,37,104,21,⭐,auto
79,工业互联,1317537618.9,58743942,193,6826619.787046633,73.22794328163329,21.508444444444446,-0.01,69,97,27,⭐,auto
80,第三代半导体,1286008636.52,44060442,95,13536933.015999999,106.5060101778185,,0.14,44,43,8,⭐,auto
81,AIPC,1247486517.1399999,12626082,42,29702059.93190476,267.81277530174026,,-0.43,10,27,5,⭐,auto
82,百度概念,1241035725.06,47679424,147,8442419.898367347,134.52584441414325,11.000666666666666,-0.19,43,88,16,⭐,auto
83,大盘价值,1224155057.67,154907521,101,12120347.105643565,15.620196538990212,42.1945,0.19,41,28,32,⭐,auto
84,智能电网,1218129331.06,48574817,186,6549082.425053763,42.273826511871796,23.008499999999998,0.04,65,96,25,⭐,auto
85,无线耳机,1194154541.65,27744300,81,14742648.66234568,147.94774128630675,38.760000000000005,0.12,35,33,13,⭐,auto
86,中特估,1174139426.76,107237013,81,14495548.478518518,36.01836395301848,15.659999999999998,0.08,25,27,29,⭐,auto
87,无人机,1147071067.95,39710211,214,5360145.177336449,54.28807917990457,24.27,-0.02,76,107,31,⭐,auto
88,英伟达概念,1130580361.48,16938652,60,18843006.024666667,182.20655583928962,41.134,-0.13,18,34,8,⭐,auto
89,卫星互联网,1125181831.65,39820651,87,12933124.501724139,72.34721365421639,32.852000000000004,0.02,30,44,13,⭐,auto
90,先进封装,1118490193.52,18079736,30,37283006.450666666,269.511763679879,,0.04,12,16,2,⭐,auto
91,可控核聚变,1099812121.23,56710828,75,14664161.6164,69.45161245857858,10.86,0.44,39,23,13,⭐,auto
92,区块链,1095273699.8400002,66918233,197,5559764.973807108,55.84265913869628,,-0.13,52,117,27,⭐,auto
93,海工装备,1095003261.87,47909448,72,15208378.637083331,58.857295025150485,17.4225,0.15,31,29,12,⭐,auto
94,工业金属,1091586090.11,71593435,58,18820449.829482757,23.18416928145213,8.034,1.0,45,11,2,⭐,auto
95,股权激励,1068882151.77,32427769,212,5041896.94231132,119.7324551621453,32.7196,-0.03,73,105,33,⭐,auto
96,LED概念,1066139085.94,26801890,96,11105615.478541667,124.73839632888641,12.106,0.34,41,44,11,⭐,auto
97,电力,1061869189.0899999,146167250,108,9832122.121203704,8.585776492474896,9.251,0.16,41,36,31,⭐,auto
98,国防军工,1032558242.44,27050530,138,7482306.1046376815,63.11891486375697,15.921,0.01,44,74,20,⭐,auto
99,参股银行,1027297872.44,82460915,228,4505692.422982456,27.057774329074928,12.563375,-0.02,73,107,48,⭐,auto
100,央视50_,1025641469.97,22187097,50,20512829.3994,186.99985674682137,53.865,-0.13,17,23,10,⭐,auto
101,消费电子零部件及组装,1017547915.65,25817554,79,12880353.362658227,89.29546836079994,31.798000000000002,-0.05,26,44,9,⭐,auto
102,特高压,994568837.08,49101756,84,11840105.203333333,39.00784655759656,17.5495,0.13,34,38,12,⭐,auto
103,锂矿概念,993613938.4,30284729,37,26854430.767567568,93.80018167044867,37.652,0.32,25,9,3,⭐,auto
104,历史新高,991755611.12,12225710,41,24189161.246829268,251.07405779759858,,-0.26,12,25,4,⭐,auto
105,数据安全,975773942.1,35743983,80,12197174.276250001,113.18827426684486,25.098,-0.2,21,49,10,⭐,auto
106,绿色电力,973856259.0,131302636,99,9836931.909090908,12.131401756396166,,0.18,38,33,28,⭐,auto
107,茅指数,962279821.45,14183698,42,22911424.320238095,212.1436955505179,88.983,0.01,18,20,4,⭐,auto
108,数字经济,956329593.06,57482786,176,5433690.86965909,32.87935004055683,16.793,-0.1,50,99,27,⭐,auto
109,智慧城市,919136055.76,43280491,202,4550178.493861387,51.48896452923501,17.580285714285715,0.01,53,116,33,⭐,auto
110,参股券商,908579380.23,48627098,127,7154168.348267716,31.536703671411804,24.3596,0.05,31,59,37,⭐,auto
111,公用事业,901574606.0,125252823,94,9591219.212765958,9.210969743395811,,0.19,36,28,30,⭐,auto
112,电商概念,897477594.97,92135581,290,3094750.3274827586,88.49354204803174,,0.03,90,140,59,⭐,auto
113,6G概念,894538466.95,20689652,34,26309954.91029412,53.75075425889878,38.760000000000005,0.11,15,17,2,⭐,auto
114,华为海思,887815220.63,22063477,38,23363558.437631577,99.73179269748526,39.314,-0.09,12,20,6,⭐,auto
115,AI芯片,870625425.2,8707779,38,22911195.400000002,378.1701627199877,4.296,-0.32,11,27,0,⭐,auto
116,汽车,870072047.26,68255872,285,3052884.3763508773,37.67404472744215,16.814666666666668,0.02,97,140,47,⭐,auto
117,MiniLED,869737019.12,34037318,66,13177833.623030303,118.84801003351272,6.022,0.36,30,28,8,⭐,auto
118,光刻机(胶),865540776.9300001,17445695,92,9408051.923152175,139.8041436836547,16.348000000000003,-0.07,27,53,12,⭐,auto
119,独角兽,853227543.36,42442705,104,8204110.993846154,49.530829108154215,10.506499999999999,-0.02,32,51,21,⭐,auto
120,低空经济,846602719.27,38374079,183,4626244.367595628,60.781667574141636,,0.05,68,87,26,⭐,auto
121,计算机设备,840214338.55,28944075,85,9884874.57117647,96.35147489580343,23.252,0.25,28,44,13,⭐,auto
122,钠离子电池,839589004.6600001,37314967,69,12167956.589275364,86.65357866825984,26.056,-0.0,29,33,7,⭐,auto
123,玻璃基板,837366552.12,16850176,34,24628428.00352941,79.99704929479527,4.066,0.43,19,11,4,⭐,auto
124,元宇宙概念,831041868.3,80645860,142,5852407.523239437,28.001386610602623,13.147,-0.03,43,75,24,⭐,auto
125,并购重组概念,829852322.4,59792141,93,8923143.251612904,73.48502256005085,9.889600000000002,0.14,34,43,16,⭐,auto
126,铜缆高速连接,819051876.3199999,18158367,36,22751441.008888885,85.87761521239807,,0.33,21,13,2,⭐,auto
127,AI应用,817281710.74,43709978,196,4169804.646632653,57.10925230169172,24.514,-0.22,45,126,25,⭐,auto
128,信创,806904798.58,14445422,89,9066346.051460674,264.4646634703282,,-0.19,28,55,6,⭐,auto
129,养老金,795467515.3199999,23176584,197,4037906.1691370555,79.77723568271091,6.974000000000001,0.04,81,86,30,⭐,auto
130,3D打印,771662877.28,18699626,69,11183519.96057971,93.33588100664296,,0.04,29,32,7,⭐,auto
131,毫米波概念,765174386.62,16990879,45,17003875.258222222,80.31925413899683,23.430999999999997,-0.11,14,21,10,⭐,auto
132,雅下水电概念,759280881.6,107933597,52,14601555.415384617,9.69350820055733,9.482666666666667,0.38,24,18,10,⭐,auto
133,电池,756651077.4499999,18007028,94,8049479.547340425,119.91311948466253,28.860000000000003,0.05,47,39,8,⭐,auto
134,其他计算机设备,750019468.6,24486797,61,12295401.124590164,104.32010032540693,23.252,-0.02,18,33,10,⭐,auto
135,参股新三板,747140418.26,49027447,104,7184042.48326923,30.362270439043506,7.93,-0.16,29,63,12,⭐,auto
136,传感器,738962955.36,28868982,91,8120472.036923077,145.37367187304318,,0.22,33,47,11,⭐,auto
137,国产软件,732577561.96,41918570,223,3285101.1747085205,52.78018536897121,16.204,-0.19,59,137,26,⭐,auto
138,火力发电,732489098.0,101406370,31,23628680.580645163,8.047968468426271,8.2072,0.26,7,10,14,⭐,auto
139,铁路基建,732456690.04,71058588,120,6103805.750333333,26.069626029074794,8.93,0.19,42,48,28,⭐,auto
140,通用设备,731868498.09,37317127,168,4356360.107678572,90.30344544150783,,-0.01,55,97,16,⭐,auto
141,铜,731410767.0,39375500,17,43024162.76470588,26.357574137557094,,2.29,16,1,0,⭐,auto
142,通信线缆及配套,716358343.82,16930719,11,65123485.801818185,77.48824992843174,20.308,1.47,9,2,0,⭐,auto
143,海洋经济,715181768.81,38084626,96,7449810.091770832,55.60260805795861,,-0.02,28,46,22,⭐,auto
144,燃料电池概念,695411070.96,36482766,139,5002957.345035971,40.81220100883969,20.331999999999997,-0.01,54,65,20,⭐,auto
145,北斗导航,686050567.26,35994707,71,9662684.045915494,46.120783310844196,14.43,-0.15,22,37,12,⭐,auto
146,PPP模式,684880868.02,126726998,146,4690964.849452055,13.164032436229814,5.384857142857143,-0.09,41,75,30,⭐,auto
147,大飞机,678535820.37,30639599,99,6853897.175454546,51.12036343791424,18.319999999999997,-0.11,34,52,13,⭐,auto
148,湖北自贸,675902318.4300001,11564529,28,24139368.515357144,130.34566378113684,12.336000000000002,0.42,11,11,6,⭐,auto
149,IGBT概念,662335585.0,21150691,40,16558389.625,55.424397143285,10.82,0.06,18,16,5,⭐,auto
150,深圳特区,652123738.6400001,18221435,98,6654323.863673471,92.2458677478513,,-0.08,35,55,8,⭐,auto
151,水利建设,645457564.7,99089306,107,6032313.688785047,23.855614466423805,10.365333333333332,-0.01,32,48,27,⭐,auto
152,新型工业化,643659213.98,31451832,97,6635661.9997938145,67.87820333726997,,0.02,35,54,8,⭐,auto
153,工业母机,626601412.68,26023059,79,7931663.451645569,84.52870179771328,5.057,0.07,33,38,8,⭐,auto
154,数据要素,618404925.78,37462479,154,4015616.401168831,43.49513035613939,14.447333333333333,-0.18,40,94,20,⭐,auto
155,无线充电,610165788.92,13409104,40,15254144.723,74.3114431115064,31.376000000000005,0.21,18,16,6,⭐,auto
156,AIGC概念,609465272.52,35618232,109,5591424.51853211,59.079553832552136,8.903,-0.2,30,70,9,⭐,auto
157,柔性屏(折叠屏),607871848.06,15440149,74,8214484.433243242,89.13224724423209,5.37,-0.1,22,42,10,⭐,auto
158,电子烟,598142371.65,12128957,51,11728281.797058823,67.88057105603397,,0.02,18,28,5,⭐,auto
159,鸿蒙概念,585961032.79,31299951,118,4965771.464322033,48.15224441618574,28.987000000000002,-0.14,33,74,11,⭐,auto
160,自动化设备,580946339.1,10999781,80,7261829.2387500005,130.4441200140782,,0.09,33,43,4,⭐,auto
161,氢能源,571641012.0,55431997,90,6351566.8,30.737744591679505,,0.01,40,36,14,⭐,auto
162,电子化学品Ⅲ,571294981.3,13475244,33,17311969.13030303,63.888506032525875,,0.12,11,20,2,⭐,auto
163,雄安新区,568309894.57,56316428,147,3866053.7045578235,32.372791592554265,8.706666666666665,-0.1,40,70,37,⭐,auto
164,TOPCon电池,562038690.4300001,24504012,44,12773606.600681819,71.11422638167663,,1.19,29,10,5,⭐,auto
165,IT服务Ⅱ,559534814.5,31460130,120,4662790.120833334,42.77917341338,20.948,-0.23,31,78,11,⭐,auto
166,IT服务Ⅲ,559534814.5,31460130,120,4662790.120833334,42.77917341338,20.948,-0.23,31,78,11,⭐,auto
167,安防概念,552262611.9300001,28375143,109,5066629.467247707,37.677253155278784,18.482,0.21,31,64,14,⭐,auto
168,AI智能体,543905108.97,44328406,135,4028926.7331111114,38.455367101035556,12.347999999999999,-0.25,27,90,18,⭐,auto
169,低价股,543143800.46,241473182,137,3964553.288029197,2.41311740625515,2.598181818181818,-0.13,31,51,55,⭐,auto
170,移动支付,542019588.0799999,25846460,68,7970876.295294116,70.51358565748905,,-0.1,15,38,15,⭐,auto
171,蓝宝石,535371099.23,14344284,18,29742838.84611111,69.32070308158815,,0.95,11,6,1,⭐,auto
172,集成电路封测,534355872.52,13930308,12,44529656.04333333,52.075296777229475,,0.26,5,5,2,⭐,auto
173,病原体防治,533959456.0,37575537,166,3216623.2289156625,28.04101662257836,18.671,-0.6,22,129,15,⭐,auto
174,高带宽内存,532496466.45,7475167,27,19722091.349999998,215.61671952648788,,-0.46,11,14,2,⭐,auto
175,氮化镓,531827890.95000005,17417025,47,11315487.041489363,122.42631340080284,,-0.15,20,22,5,⭐,auto
176,病毒防治,524692837.92,88550651,99,5299927.655757576,17.543489988492237,,-0.58,11,76,12,⭐,auto
177,新型城镇化,522074936.95000005,94301863,101,5169058.781683168,24.647956781520232,2.598,-0.1,24,56,21,⭐,auto
178,破净股,520704397.18,103592770,279,1866324.0042293908,8.439461007260126,5.944111111111111,-0.1,70,113,96,⭐,auto
179,小金属,517797223.0,9432619,24,21574884.291666668,66.17507748684855,,0.72,21,2,1,⭐,auto
180,军工电子Ⅱ,513999301.74,14260111,62,8290311.318387097,58.154215180691615,26.944,-0.03,20,32,10,⭐,auto
181,超级电容,498225983.0,15707364,30,16607532.766666668,42.85865955361064,20.212,0.34,16,8,6,⭐,auto
182,稀土永磁,496254220.71000004,23407701,49,10127637.15734694,43.997246942905136,,0.11,24,17,8,⭐,auto
183,长期破净,490817700.69,103451582,192,2556342.19109375,9.036832256970534,4.675818181818181,0.08,61,68,62,⭐,auto
184,底盘与发动机系统,482698687.40000004,36948230,92,5246724.863043479,30.91367262098339,19.0605,0.35,40,37,15,⭐,auto
185,石墨烯,479499314.48,18224836,66,7265141.128484849,41.884480739651366,5.6850000000000005,-0.03,23,29,14,⭐,auto
186,宁组合,475741462.45,5469500,24,19822560.935416665,261.9994316962766,,-0.12,10,13,1,⭐,auto
187,小红书概念,475629794.04999995,25229107,72,6605969.3618055545,130.86563570477972,,0.06,24,36,12,⭐,auto
188,碳化硅,468972056.52,13731938,42,11166001.345714286,100.42441264580104,8.918000000000001,0.2,17,20,5,⭐,auto
189,乡村振兴,461786933.83000004,94593365,140,3298478.0987857147,9.630366988055279,7.670333333333333,-0.09,37,78,25,⭐,auto
190,北交所概念,456649903.0,27721622,25,18265996.12,27.613803652182096,9.503499999999999,0.55,8,11,6,⭐,auto
191,贵金属,454440796.0,15019928,13,34956984.307692304,39.987413031201534,32.858000000000004,2.44,13,0,0,⭐,auto
192,混合现实,453858613.27,10719537,30,15128620.442333333,75.32436993675014,,0.28,13,14,3,⭐,auto
193,生物识别,451813078.95,11794432,50,9036261.579,48.21276152943802,,0.03,15,25,10,⭐,auto
194,超导概念,448061441.0,22129823,18,24892302.277777776,44.81228001697205,,0.33,11,4,3,⭐,auto
195,其他电子Ⅱ,441561204.5,12009859,33,13380642.56060606,69.79892779059804,37.494,0.58,19,14,0,⭐,auto
196,其他电子Ⅲ,441561204.5,12009859,33,13380642.56060606,69.79892779059804,37.494,0.58,19,14,0,⭐,auto
197,中盘价值,441313191.84,25331304,122,3617321.2445901637,38.74039250009327,23.843333333333334,0.07,47,46,29,⭐,auto
198,MLCC,438651837.45000005,12635902,18,24369546.525000002,61.3290163739003,37.494,0.94,14,3,1,⭐,auto
199,微利股,438112605.9,39481136,97,4516624.803092783,24.993051046296316,3.196,0.22,34,44,19,⭐,auto
200,养老概念,437978856.3,44371053,128,3421709.81484375,18.53281393606991,4.628,0.05,35,71,22,⭐,auto
201,光模块,437757879.76,24627699,94,4656998.720851064,25.7158202581002,10.961333333333334,-0.21,20,62,12,⭐,auto
202,互联网服务,431669105.5,20894024,96,4496553.182291667,54.04225108554221,,-0.27,22,60,14,⭐,auto
203,氟化工概念,430536704.57,15973611,36,11959352.904722221,50.48658776755653,16.348000000000003,0.36,14,16,6,⭐,auto
204,被动元件概念,424195394.45000005,9292327,28,15149835.51607143,69.8716341563583,12.734,0.75,18,5,5,⭐,auto
205,化学制药,420789392.12,25579273,149,2824089.88,41.2370564697934,14.597333333333333,-0.37,29,103,17,⭐,auto
206,在线教育,416107323.92,30556570,110,3782793.853818182,23.319502259071413,37.087,-0.02,34,59,17,⭐,auto
207,ChatGPT概念,409633997.5,22932439,67,6113940.26119403,55.48954994996209,41.134,-0.28,18,41,8,⭐,auto
208,WiFi,402969327.61,12832454,30,13432310.920333333,78.8861963437518,,0.1,12,17,1,⭐,auto
209,体育产业,400443036.8,115226387,70,5720614.811428572,13.703709959041545,6.764666666666667,0.07,23,34,13,⭐,auto
210,动力电池回收,398445550.02,11876024,41,9718184.146829268,164.55616234772347,7.692,0.11,19,15,7,⭐,auto
211,碳纤维,395884187.0,12143331,39,10150876.58974359,39.93313303236334,5.488,-0.08,18,20,1,⭐,auto
212,MicroLED,389277443.0,17429121,32,12164920.09375,42.8888235186029,6.022,0.63,16,12,4,⭐,auto
213,次新股,387739267.64,4061214,53,7315835.238490566,329.546549224371,,-0.06,21,29,3,⭐,auto
214,碳交易,386868366.1,42315147,97,3988333.6711340207,20.81890802378375,,-0.11,32,52,13,⭐,auto
215,内贸流通,384436535.32,36943340,160,2402728.34575,21.680715879708387,12.832266666666667,-0.04,44,81,35,⭐,auto
216,通信服务,382277016.71,23992404,38,10059921.49236842,57.378834887446466,,0.52,11,23,4,⭐,auto
217,电网设备,382099965.08,17633748,86,4443022.849767442,27.465645553191393,,0.02,38,38,10,⭐,auto
218,流感,379663190.0,30973052,122,3111993.3606557376,20.889830832540017,14.597333333333333,-0.49,17,90,15,⭐,auto
219,油气资源,369928522.0,32061354,144,2568948.0694444445,24.254822433887405,6.598,0.02,54,54,36,⭐,auto
220,虚拟现实,366917281.0,8983236,96,3822055.0104166665,170.48513865336994,,-0.07,37,50,9,⭐,auto
221,减速器,365343436.65999997,24411462,76,4807150.482368421,51.51994401890565,18.14,-0.01,31,36,9,⭐,auto
222,IPO受益,363054572.76,24330275,55,6600992.232,77.23526816731561,29.779,0.09,16,26,13,⭐,auto
223,传媒,359978831.36,30829566,99,3636149.8117171717,23.715625553622555,,-0.07,29,51,19,⭐,auto
224,金属新材料,357950939.23,6877928,33,10846998.158484848,73.95206937335992,,0.49,18,12,3,⭐,auto
225,海南自贸,357662814.39000005,36082572,82,4361741.63890244,59.92599736139009,7.163111111111111,-0.2,24,42,16,⭐,auto
226,房地产,356364011.87000006,58616255,94,3791106.50925532,11.70902733238617,4.4639999999999995,0.19,31,40,23,⭐,auto
227,网红经济,355980364.53999996,34141889,99,3595761.2579797977,17.052630281905046,,-0.18,32,43,24,⭐,auto
228,基础化工,354506463.0,15761417,163,2174886.2760736197,44.00271201026019,,0.06,74,61,28,⭐,auto
229,磷化工,352431122.04,26712825,45,7831802.712,31.584947126687073,16.348000000000003,0.21,17,20,8,⭐,auto
230,新零售,350596173.56,45728688,151,2321828.96397351,18.9444191281156,6.249714285714285,-0.15,39,72,39,⭐,auto
231,荣耀概念,349830292.62,10522979,55,6360550.774909091,78.46160409871311,16.463,-0.07,17,34,4,⭐,auto
232,网络游戏,348997087.07,25092629,66,5287834.652575757,63.69990196620818,,-0.06,18,39,9,⭐,auto
233,轻工制造,348863628.3,39650000,160,2180397.676875,15.668407066246179,2.496,0.14,63,67,30,⭐,auto
234,3D玻璃,344861867.0,15730000,15,22990791.133333333,93.76358285826366,4.066,0.2,6,9,0,⭐,auto
235,IPv6,342369820.48,16796151,13,26336140.036923077,34.70397549388579,38.760000000000005,0.52,5,6,2,⭐,auto
236,房地产开发,342311900.27,54499695,83,4124239.762289156,11.89146987860464,4.9095555555555555,0.18,26,35,22,⭐,auto
237,装配建筑,340024023.55,55672587,87,3908322.109770115,8.537120241468891,4.638999999999999,0.06,24,41,22,⭐,auto
