排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,平均涨幅%,上涨数,下跌数,平盘数,关注,data_source
471,磨具磨料,59424008.35,2194685,12,4952000.695833334,0.24,5,3,4,⭐,auto
472,调味品概念,58731814.0,4788744,32,1835369.1875,-0.05,12,13,7,⭐,auto
473,医疗研发外包,58634311.4,1158608,29,2021872.8068965517,0.09,16,7,6,⭐,auto
474,免税概念,58009051.0,5849710,18,3222725.0555555555,0.31,9,2,7,⭐,auto
475,生物疫苗,57727642.0,4237504,66,874661.2424242424,0.14,43,11,12,⭐,auto
476,华为欧拉,57683674.0,1623373,14,4120262.4285714286,0.19,10,3,1,⭐,auto
477,工程机械,57139127.0,4213158,28,2040683.107142857,0.1,14,9,5,⭐,auto
478,纸包装,57108067.0,3652060,19,3005687.736842105,0.19,5,7,7,⭐,auto
479,股权转让,55735049.5,7309367,39,1429103.8333333333,0.09,21,11,7,⭐,auto
480,互联网电商,55440937.0,9896100,18,3080052.0555555555,0.39,11,3,4,⭐,auto
481,园林工程,55214984.0,9088600,18,3067499.111111111,-0.61,8,5,5,⭐,auto
482,保健品,54415292.6,24542820,8,6801911.575,1.22,3,0,5,⭐,auto
483,动力煤,53422835.0,3611178,15,3561522.3333333335,-1.2,0,14,1,⭐,auto
484,维生素,52590769.0,8047722,31,1696476.4193548388,0.24,22,5,4,⭐,auto
485,房屋建设Ⅱ,51016176.0,5073700,8,6377022.0,-0.51,2,4,2,⭐,auto
486,PLC概念,50461958.4,1037224,10,5046195.84,-0.05,5,5,0,⭐,auto
487,阿兹海默,50412920.8,4108999,21,2400615.276190476,-0.13,13,6,2,⭐,auto
488,娱乐用品,49956956.0,2582900,18,2775386.4444444445,0.2,8,4,4,⭐,auto
489,沪企改革,49907768.0,4490050,39,1279686.358974359,0.14,20,9,10,⭐,auto
490,纺织制造,49858978.0,9177600,31,1608354.1290322582,0.04,13,9,9,⭐,auto
491,预制菜概念,49848741.03,8249362,61,817192.4759016393,0.03,34,13,14,⭐,auto
492,REITs概念,49671253.0,10190800,24,2069635.5416666667,-0.04,8,6,10,⭐,auto
493,工程咨询服务Ⅱ,49519870.8,3897264,41,1207801.7268292683,0.2,22,11,8,⭐,auto
494,中药Ⅲ,49369906.0,5774290,64,771404.78125,-0.03,29,21,14,⭐,auto
495,中药Ⅱ,49369906.0,5774290,64,771404.78125,-0.03,29,21,14,⭐,auto
496,配电设备,49215906.41,2688804,26,1892919.4773076922,0.39,18,3,5,⭐,auto
497,电机Ⅱ,49194803.6,2435388,25,1967792.144,-0.0,9,8,8,⭐,auto
498,电机Ⅲ,49194803.6,2435388,25,1967792.144,-0.0,9,8,8,⭐,auto
499,国际工程,48795595.0,4378200,4,12198898.75,2.72,4,0,0,⭐,auto
500,医疗耗材,48110971.0,6745271,50,962219.42,0.02,27,13,9,⭐,auto
501,航海装备Ⅱ,48057078.0,1668900,10,4805707.8,-0.14,2,6,2,⭐,auto
502,航海装备Ⅲ,48057078.0,1668900,10,4805707.8,-0.14,2,6,2,⭐,auto
503,国有大型银行Ⅲ,47695591.0,7075463,6,7949265.166666667,-0.19,0,3,3,⭐,auto
504,社区团购,47592158.5,4551550,38,1252425.2236842106,0.1,15,13,10,⭐,auto
505,医药生物,45870206.0,1316444,72,637086.1944444445,0.21,41,20,9,⭐,auto
506,软饮料,45760065.0,1252600,8,5720008.125,0.45,2,4,2,⭐,auto
507,CAR-T细胞疗法,45050840.0,1339052,23,1958732.1739130435,0.24,15,4,4,⭐,auto
508,保险Ⅲ,44268131.0,1008400,5,8853626.2,0.48,5,0,0,⭐,auto
509,制冷空调设备,44196124.82,1715683,17,2599772.048235294,0.28,10,7,0,⭐,auto
510,抗菌面料,43861815.519999996,2236488,16,2741363.4699999997,-0.06,8,5,3,⭐,auto
511,生物制品,43027112.0,1801608,54,796798.3703703703,0.13,37,12,5,⭐,auto
512,油田服务,42773176.0,6083392,7,6110453.714285715,-0.48,1,6,0,⭐,auto
513,股份制银行Ⅲ,42202380.0,4726887,9,4689153.333333333,0.06,4,1,4,⭐,auto
514,地摊经济,42120467.0,5202045,30,1404015.5666666667,0.03,11,13,6,⭐,auto
515,调味发酵品Ⅱ,41961830.0,3468844,14,2997273.5714285714,-0.07,5,6,3,⭐,auto
516,调味发酵品Ⅲ,41961830.0,3468844,14,2997273.5714285714,-0.07,5,6,3,⭐,auto
517,特种纸,41030086.0,6886747,12,3419173.8333333335,0.17,5,4,3,⭐,auto
518,空调,41010304.2,627798,3,13670101.4,-0.2,1,2,0,⭐,auto
519,幽门螺杆菌概念,40968381.8,4544800,51,803301.6039215686,0.1,23,18,10,⭐,auto
520,其他化学原料,40455771.089999996,2483103,15,2697051.406,-0.44,4,10,1,⭐,auto
521,机床工具,39736595.0,1373007,18,2207588.611111111,0.6,12,3,3,⭐,auto
522,化学纤维,39709225.0,3468549,26,1527277.8846153845,-0.17,11,9,6,⭐,auto
523,裸眼3D,39089862.0,6017897,24,1628744.25,0.24,14,7,3,⭐,auto
524,旅游酒店,38897886.5,2794558,35,1111368.1857142858,0.15,21,8,6,⭐,auto
525,租售同权,38344893.0,9254900,17,2255581.9411764704,-0.27,3,8,6,⭐,auto
526,海绵城市,37626848.04,5915548,36,1045190.2233333333,0.17,17,6,13,⭐,auto
527,纺织化学制品,37123661.92,4312381,13,2855666.301538462,-0.13,4,8,1,⭐,auto
528,跨境电商,36578401.0,8244400,7,5225485.857142857,0.3,5,0,2,⭐,auto
529,其他家居用品,35790479.2,2074078,24,1491269.9666666668,0.01,11,6,5,⭐,auto
530,物流,35365500.38,3822431,46,768815.225652174,0.01,24,15,7,⭐,auto
531,黑色家电,35202025.0,3179192,10,3520202.5,0.86,6,2,2,⭐,auto
532,冰洗,35112220.2,8309580,7,5016031.457142858,-0.38,3,3,1,⭐,auto
533,电子车牌,34923958.0,4192700,18,1940219.888888889,0.24,12,1,5,⭐,auto
534,水力发电,34878884.0,2554700,10,3487888.4,0.25,6,3,1,⭐,auto
535,商业地产,34351203.0,10118200,10,3435120.3,-0.78,1,7,2,⭐,auto
536,其他纺织,34157481.0,7375300,15,2277165.4,0.02,5,5,5,⭐,auto
537,盲盒经济,33865836.39,2107379,12,2822153.0325,0.9,9,2,1,⭐,auto
538,农药,33683566.0,3157600,31,1086566.6451612904,0.04,14,11,6,⭐,auto
539,医废处理,33439577.4,4442640,31,1078696.0451612903,-0.16,11,11,9,⭐,auto
540,钛白粉概念,33246133.5,2500830,12,2770511.125,0.1,6,5,1,⭐,auto
541,啤酒概念,32861944.0,2067784,19,1729576.0,-0.06,6,10,3,⭐,auto
542,乘用车,32471708.9,1063080,8,4058963.6125,0.11,6,2,0,⭐,auto
543,饰品,32298054.0,4074902,14,2307003.8571428573,0.23,9,2,3,⭐,auto
544,可燃冰,31987142.5,4556942,9,3554126.9444444445,-0.29,4,4,1,⭐,auto
545,综合环境治理,31848088.0,5944891,15,2123205.8666666667,0.49,7,3,5,⭐,auto
546,其他生物制品,30204950.0,1047347,35,862998.5714285715,0.04,24,9,2,⭐,auto
547,独家药品,29804181.0,2312807,43,693120.4883720931,0.05,29,6,8,⭐,auto
548,免疫治疗,29758264.8,2762561,44,676324.2000000001,0.23,27,8,9,⭐,auto
549,草甘膦,29619368.0,3196300,13,2278412.923076923,0.15,7,4,2,⭐,auto
550,综合电力设备商,28737516.0,1883000,2,14368758.0,0.8,2,0,0,⭐,auto
551,特色药,28017914.4,2112902,40,700447.86,0.16,26,4,10,⭐,auto
552,生物质能发电,27831804.85,3643135,29,959717.4086206898,0.1,14,8,7,⭐,auto
553,非金属材料Ⅲ,27120065.0,455495,7,3874295.0,0.27,4,2,1,⭐,auto
554,商用车,26646176.0,2415700,13,2049705.8461538462,0.14,7,4,2,⭐,auto
555,其他石化,25519230.0,3323500,14,1822802.142857143,-0.04,4,7,3,⭐,auto
556,体育Ⅱ,25422875.0,2014753,2,12711437.5,0.15,1,1,0,⭐,auto
557,电动乘用车,24999731.0,368900,3,8333243.666666667,0.17,2,1,0,⭐,auto
558,种植业,24628055.0,3030800,19,1296213.4210526317,-0.15,4,10,5,⭐,auto
559,电能综合服务,24096833.0,3672600,16,1506052.0625,0.13,8,4,4,⭐,auto
560,光伏辅材,23848537.0,887231,16,1490533.5625,0.07,8,5,3,⭐,auto
561,定制家居,23230427.0,2280400,14,1659316.2142857143,0.37,10,4,0,⭐,auto
562,粮食概念,23217493.0,3478500,27,859907.1481481482,-0.07,7,12,8,⭐,auto
563,光伏主材,22878103.0,1321568,3,7626034.333333333,0.54,2,1,0,⭐,auto
564,机器人,22740887.39,948217,17,1337699.2582352941,0.29,8,6,3,⭐,auto
565,商用载货车,22424696.0,2045100,8,2803087.0,0.08,3,3,2,⭐,auto
566,改性塑料,22394173.0,1144103,19,1178640.6842105263,0.41,12,5,2,⭐,auto
567,无机盐,22015206.0,1064400,10,2201520.6,-0.04,5,5,0,⭐,auto
568,氮肥,21367056.0,3379600,6,3561176.0,-1.4,0,6,0,⭐,auto
569,户外露营,21351274.52,3554588,26,821202.8661538461,-0.08,11,9,4,⭐,auto
570,聚氨酯,21329073.0,477400,8,2666134.125,-0.3,2,4,2,⭐,auto
571,专业服务,21061169.89,971820,30,702038.9963333333,0.37,22,5,3,⭐,auto
572,房地产服务,20363009.0,6666400,11,1851182.6363636365,-0.21,2,6,3,⭐,auto
573,金融信息服务,20306469.25,962595,3,6768823.083333333,-0.06,2,1,0,⭐,auto
574,零食,20283787.0,1248178,11,1843980.6363636365,0.21,8,2,1,⭐,auto
575,旅游及景区,20090792.5,2038658,24,837116.3541666666,0.2,15,5,4,⭐,auto
576,耐火材料,19822264.0,2665966,5,3964452.8,0.23,3,1,1,⭐,auto
577,铁路公路,19802200.0,3286381,33,600066.6666666666,0.0,12,9,12,⭐,auto
578,DRG/DIP,19681700.0,1512504,18,1093427.7777777778,0.18,12,4,2,⭐,auto
579,代糖概念,19610051.0,784400,15,1307336.7333333334,-0.17,5,7,3,⭐,auto
580,医药商业,19510091.0,1961000,30,650336.3666666667,-0.14,12,9,9,⭐,auto
581,化学工程,19490437.0,3501200,6,3248406.1666666665,0.22,4,2,0,⭐,auto
582,非白酒,19059260.0,1822484,15,1270617.3333333333,-0.09,5,8,2,⭐,auto
583,检测服务,19021220.0,826841,21,905772.380952381,0.36,15,4,2,⭐,auto
584,食品及饲料添加剂,18860594.0,1060372,22,857299.7272727273,0.12,11,6,5,⭐,auto
585,农产品加工,18856075.0,2154900,22,857094.3181818182,-0.07,5,9,8,⭐,auto
586,彩电,18682482.0,1796100,4,4670620.5,0.3,2,1,1,⭐,auto
587,供销社概念,17672070.0,2365200,14,1262290.7142857143,0.08,7,4,3,⭐,auto
588,橡胶,17348426.0,867500,17,1020495.6470588235,0.43,12,3,2,⭐,auto
589,鸡肉概念,17236407.7,1362061,20,861820.385,-0.27,7,10,3,⭐,auto
590,超跌股,17127856.0,7505900,6,2854642.6666666665,-1.42,2,4,0,⭐,auto
591,其他饰品,16955373.0,2661302,2,8477686.5,-1.78,0,1,1,⭐,auto
592,其他黑色家电,16519543.0,1383092,6,2753257.1666666665,1.23,4,1,1,⭐,auto
593,水泥,16142512.0,1842900,23,701848.3478260869,-0.05,12,7,4,⭐,auto
594,铁矿石,16105561.0,525000,5,3221112.2,0.02,2,3,0,⭐,auto
595,乳品,15776376.0,1109400,18,876465.3333333334,-0.06,5,7,6,⭐,auto
596,电信运营商,15738518.0,2882377,3,5246172.666666667,-0.06,1,1,1,⭐,auto
597,地面兵装Ⅱ,15733587.0,832603,12,1311132.25,0.11,6,4,2,⭐,auto
598,地面兵装Ⅲ,15733587.0,832603,12,1311132.25,0.11,6,4,2,⭐,auto
599,熔盐储能,15585844.61,1032999,10,1558584.461,0.38,8,2,0,⭐,auto
600,水产概念,15501057.33,1999001,16,968816.083125,0.09,7,5,4,⭐,auto
601,美容护理,15408458.8,747740,30,513615.29333333333,0.08,19,7,4,⭐,auto
602,复合肥,15161409.0,3118400,9,1684601.0,0.22,5,2,2,⭐,auto
603,焦煤,15149004.0,2106200,10,1514900.4,-0.85,0,10,0,⭐,auto
604,贸易Ⅲ,14545592.0,1910190,15,969706.1333333333,0.19,9,4,2,⭐,auto
605,港口,14436653.0,2203300,16,902290.8125,0.12,9,1,6,⭐,auto
606,退税商店,14328737.0,1390100,12,1194061.4166666667,0.06,7,1,4,⭐,auto
607,资产管理,13350278.32,1776406,4,3337569.58,-0.54,3,1,0,⭐,auto
608,其他农产品加工,13234904.0,1731400,10,1323490.4,0.04,3,5,2,⭐,auto
609,硅料硅片,12708533.0,1209469,5,2541706.6,1.34,3,2,0,⭐,auto
610,工程机械器件,12637886.0,169400,9,1404209.5555555555,0.06,6,3,0,⭐,auto
611,旅游零售Ⅱ,12608123.0,240900,2,6304061.5,0.02,1,0,1,⭐,auto
612,旅游零售Ⅲ,12608123.0,240900,2,6304061.5,0.02,1,0,1,⭐,auto
613,啤酒,12345249.0,737484,7,1763607.0,-0.13,1,5,1,⭐,auto
614,水泥制造,12243418.0,1336000,14,874529.8571428572,-0.18,7,4,3,⭐,auto
615,自然景区,12208328.0,947308,12,1017360.6666666666,0.14,7,5,0,⭐,auto
616,重组蛋白,12137918.0,485566,16,758619.875,0.17,10,4,2,⭐,auto
617,照明设备Ⅱ,12066489.0,1078100,12,1005540.75,0.03,6,5,1,⭐,auto
618,照明设备Ⅲ,12066489.0,1078100,12,1005540.75,0.03,6,5,1,⭐,auto
619,电视广播Ⅱ,11941693.0,1753879,13,918591.7692307692,0.4,11,0,2,⭐,auto
620,电视广播Ⅲ,11941693.0,1753879,13,918591.7692307692,0.4,11,0,2,⭐,auto
621,低碳冶金,11779168.0,3262500,8,1472396.0,0.28,4,1,3,⭐,auto
622,医药流通,11499845.0,1495600,22,522720.2272727273,-0.14,8,6,8,⭐,auto
623,饲料,11475342.0,1623800,16,717208.875,0.06,7,5,4,⭐,auto
624,多业态零售,11225979.0,1589010,15,748398.6,-0.08,8,3,4,⭐,auto
625,其他种植业,11124865.0,1686400,5,2224973.0,-0.17,1,3,1,⭐,auto
626,铁路运输,10442875.0,1892100,7,1491839.2857142857,0.08,3,1,3,⭐,auto
627,瓷砖地板,10418453.0,679069,12,868204.4166666666,0.09,5,4,3,⭐,auto
628,钛白粉,10230635.0,992600,6,1705105.8333333333,0.01,3,3,0,⭐,auto
629,原材料供应链服务,10004143.0,1233100,12,833678.5833333334,-0.19,5,5,2,⭐,auto
630,农商行Ⅲ,9937955.0,1927700,10,993795.5,0.0,4,2,4,⭐,auto
631,肝素概念,9834846.4,636580,13,756526.6461538462,0.23,9,0,4,⭐,auto
632,涤纶,9799334.0,1136300,10,979933.4,-0.1,4,2,4,⭐,auto
633,同步磁阻电机,9653703.0,457882,7,1379100.4285714286,0.09,4,2,1,⭐,auto
634,物业管理,9080895.0,3091100,7,1297270.7142857143,-0.21,2,4,1,⭐,auto
635,毛发医疗,9055462.0,1112900,18,503081.22222222225,0.13,12,4,2,⭐,auto
636,火电设备,8972693.0,3653600,4,2243173.25,-0.65,2,2,0,⭐,auto
637,冶钢辅料,8818476.0,1765200,3,2939492.0,0.56,3,0,0,⭐,auto
638,预加工食品,8626704.0,331100,10,862670.4,0.15,7,3,0,⭐,auto
639,SPD概念,8441930.0,619600,13,649379.2307692308,-0.0,6,3,4,⭐,auto
640,棉纺,8361870.0,1101800,8,1045233.75,0.05,4,3,1,⭐,auto
641,厨房小家电,8239802.0,624400,9,915533.5555555555,-0.06,3,5,1,⭐,auto
642,线下药店,8010246.0,465400,8,1001280.75,-0.14,4,3,1,⭐,auto
643,快递,7657389.380000001,505131,4,1914347.3450000002,0.24,3,0,1,⭐,auto
644,摩托车,7647255.0,389300,8,955906.875,0.03,3,4,1,⭐,auto
645,林业Ⅲ,7607032.0,695400,4,1901758.0,-0.18,1,3,0,⭐,auto
646,林业Ⅱ,7607032.0,695400,4,1901758.0,-0.18,1,3,0,⭐,auto
647,诊断服务,7510257.0,365300,5,1502051.4,0.48,4,1,0,⭐,auto
648,综合乘用车,7471977.9,694180,5,1494395.58,0.07,4,1,0,⭐,auto
649,专业连锁Ⅲ,7385832.0,626300,7,1055118.857142857,0.36,3,1,3,⭐,auto
650,专业连锁Ⅱ,7385832.0,626300,7,1055118.857142857,0.36,3,1,3,⭐,auto
651,图片媒体,6998680.0,313000,1,6998680.0,-0.84,0,1,0,⭐,auto
652,化妆品,6996350.8,325440,14,499739.34285714285,0.07,7,5,2,⭐,auto
653,其他橡胶制品,6983315.0,310400,9,775923.8888888889,0.1,5,3,1,⭐,auto
654,高速公路,6951135.0,1110881,20,347556.75,-0.04,6,7,7,⭐,auto
655,信托,6900748.0,2152800,3,2300249.3333333335,-0.06,1,1,1,⭐,auto
656,培训教育,6773515.0,864300,11,615774.0909090909,0.31,3,4,4,⭐,auto
657,租赁,6699386.0,1073900,3,2233128.6666666665,0.37,3,0,0,⭐,auto
658,个护用品,6535391.0,379900,13,502722.3846153846,0.07,9,2,2,⭐,auto
659,大气治理,6289622.0,399800,6,1048270.3333333334,-0.37,2,4,0,⭐,auto
660,印刷包装机械,6083726.0,412764,10,608372.6,-0.02,6,3,1,⭐,auto
661,酒店餐饮,5974304.0,550900,9,663811.5555555555,0.06,5,2,2,⭐,auto
662,印染,5876287.0,573100,4,1469071.75,-0.18,1,1,2,⭐,auto
663,清洁小家电,5813831.0,161213,8,726728.875,0.49,6,2,0,⭐,auto
664,其他运输设备,5753304.0,302305,8,719163.0,-0.45,4,3,1,⭐,auto
665,粘胶,5422134.0,922600,3,1807378.0,-1.47,1,1,1,⭐,auto
666,厨卫电器,5397794.0,280500,9,599754.8888888889,0.18,3,2,4,⭐,auto
667,橡胶助剂,5279059.0,125300,2,2639529.5,0.73,2,0,0,⭐,auto
668,酒店,5197186.0,385900,5,1039437.2,-0.06,2,2,1,⭐,auto
669,跨境物流,5159384.0,647300,12,429948.6666666667,0.17,8,3,1,⭐,auto
670,焦炭Ⅲ,5123466.0,1273401,7,731923.7142857143,-0.69,0,7,0,⭐,auto
671,焦炭Ⅱ,5123466.0,1273401,7,731923.7142857143,-0.69,0,7,0,⭐,auto
672,炭黑,5086052.0,431800,6,847675.3333333334,0.81,5,0,1,⭐,auto
673,品牌化妆品,5082438.0,177880,8,635304.75,-0.21,2,4,2,⭐,auto
674,超市,5021773.0,1004200,7,717396.1428571428,0.19,3,1,3,⭐,auto
675,生活用纸,5008412.0,261900,9,556490.2222222222,0.05,7,1,1,⭐,auto
676,胶黏剂及胶带,4827754.0,194400,5,965550.8,0.15,2,1,2,⭐,auto
677,肉鸡养殖,4444297.0,313800,8,555537.125,-0.2,3,4,1,⭐,auto
678,商用载客车,4221480.0,370600,5,844296.0,0.24,4,1,0,⭐,auto
679,院线,3990845.0,347200,4,997711.25,0.34,4,0,0,⭐,auto
680,水泥制品,3899094.0,506900,9,433232.6666666667,0.16,5,3,1,⭐,auto
681,防水材料,3759698.0,266000,3,1253232.6666666667,0.42,3,0,0,⭐,auto
682,举牌,3484420.0,351400,4,871105.0,-0.15,1,1,2,⭐,auto
683,文化用品,3465298.0,331300,5,693059.6,0.24,5,0,0,⭐,auto
684,托育服务,3315402.0,341000,7,473628.85714285716,0.04,4,3,0,⭐,auto
685,玻璃制造,3205221.0,604900,7,457888.71428571426,0.12,4,1,2,⭐,auto
686,粮油加工,3038915.0,252900,7,434130.71428571426,-0.18,1,3,3,⭐,auto
687,锦纶,2969854.0,424000,5,593970.8,0.21,2,3,0,⭐,auto
688,粮食种植,2935785.0,212000,2,1467892.5,-0.51,0,2,0,⭐,auto
689,综合包装,2848266.0,337800,5,569653.2,0.16,3,1,1,⭐,auto
690,教育出版,2783674.0,287200,10,278367.4,0.05,5,4,1,⭐,auto
691,血液制品,2736988.0,227600,6,456164.6666666667,0.09,3,1,2,⭐,auto
692,期货,2714551.0,142000,4,678637.75,0.1,3,0,1,⭐,auto
693,广告媒体,2613180.0,427000,3,871060.0,0.24,1,0,2,⭐,auto
694,农用机械,2558059.0,334100,8,319757.375,-0.03,4,3,1,⭐,auto
695,动物保健Ⅱ,2475948.0,218355,10,247594.8,0.21,6,2,2,⭐,auto
696,公交,2408190.0,283400,6,401365.0,0.03,3,1,2,⭐,auto
697,其他数字媒体,2297328.0,157200,2,1148664.0,0.05,1,1,0,⭐,auto
698,宠物食品,2237072.0,57300,3,745690.6666666666,0.33,3,0,0,⭐,auto
699,水产饲料,2044774.0,159400,4,511193.5,0.06,1,2,1,⭐,auto
700,渔业,1955779.33,527901,6,325963.2216666667,-0.02,3,2,1,⭐,auto
701,化妆品制造及其他,1913912.8,147560,6,318985.4666666667,0.45,5,1,0,⭐,auto
702,医疗美容,1876717.0,42400,3,625572.3333333334,0.19,3,0,0,⭐,auto
703,氨纶,1828707.0,155900,1,1828707.0,0.0,0,0,1,⭐,auto
704,综合电商,1818924.0,344400,3,606308.0,0.16,1,1,1,⭐,auto
705,汽车服务,1797493.0,296700,8,224686.625,0.29,5,1,2,⭐,auto
706,医美耗材,1794389.0,17300,2,897194.5,0.13,2,0,0,⭐,auto
707,水产养殖,1614006.0,493500,4,403501.5,-0.08,2,2,0,⭐,auto
708,人工景区,1534562.0,183400,5,306912.4,0.11,3,0,2,⭐,auto
709,洗护用品,1526979.0,118000,4,381744.75,0.11,2,1,1,⭐,auto
710,其他医疗服务,1478788.0,114381,4,369697.0,0.06,2,1,1,⭐,auto
711,汽车综合服务,1351751.0,203100,4,337937.75,0.22,2,1,1,⭐,auto
712,其他能源发电,1332945.0,299500,2,666472.5,0.16,1,0,1,⭐,auto
713,农业综合Ⅱ,1308094.0,225800,2,654047.0,0.05,1,1,0,⭐,auto
714,其他家电Ⅲ,1288398.0,140400,3,429466.0,-0.28,1,2,0,⭐,auto
715,其他家电Ⅱ,1288398.0,140400,3,429466.0,-0.28,1,2,0,⭐,auto
716,个护小家电,1285196.0,43169,3,428398.6666666667,-0.25,0,1,2,⭐,auto
717,辅料,1202356.0,120600,3,400785.3333333333,0.42,2,0,1,⭐,auto
718,涂料,1130480.0,103000,2,565240.0,-2.8,0,2,0,⭐,auto
719,长材,1042803.0,404300,3,347601.0,0.19,1,0,2,⭐,auto
720,其他养殖,850026.0,302400,3,283342.0,-1.62,1,1,1,⭐,auto
721,会展服务,781678.0,72900,3,260559.33333333334,0.42,2,1,0,⭐,auto
722,餐饮,777118.0,165000,4,194279.5,0.21,3,0,1,⭐,auto
723,燃料电池,774622.0,29364,1,774622.0,0.5,1,0,0,⭐,auto
724,其他专业服务,678149.89,25579,3,226049.96333333335,0.57,3,0,0,⭐,auto
725,卫浴电器,613185.0,69200,3,204395.0,-0.03,1,1,1,⭐,auto
726,人力资源服务,580122.0,46500,3,193374.0,0.17,2,0,1,⭐,auto
727,学历教育,464551.0,62300,2,232275.5,0.3,1,0,1,⭐,auto
728,汽车经销商,445742.0,93600,4,111435.5,0.36,3,0,1,⭐,auto
729,视频媒体,410895.0,20700,1,410895.0,0.4,1,0,0,⭐,auto
730,房地产综合服务,355536.0,82300,1,355536.0,-0.46,0,1,0,⭐,auto
731,海洋捕捞,341773.32999999996,34401,2,170886.66499999998,0.1,1,0,1,⭐,auto
732,纺织鞋类制造,260984.0,6800,1,260984.0,0.05,1,0,0,⭐,auto
