排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,平均涨幅%,上涨数,下跌数,平盘数,关注
124,燃料电池概念,732048679.56,42061036,141,5191834.606808511,-0.49,29,93,19,⭐
125,PPP模式,720936803.35,105817632,145,4971977.954137932,-0.35,25,101,19,⭐
126,动力电池回收,711975412.8,15451622,41,17365253.970731705,-0.43,7,32,2,⭐
127,消费电子零部件及组装,707830320.23,13642411,79,8959877.471265823,-0.73,12,62,5,⭐
128,光刻机(胶),695424992.26,20048608,92,7558967.307173913,-0.49,20,64,8,⭐
129,化学制品,687089705.8000001,63870210,169,4065619.560946746,-0.48,34,119,15,⭐
130,ChatGPT概念,685853225.6199999,36825216,67,10236615.307761192,-0.86,9,57,1,⭐
131,3D打印,681741262.8100001,48333401,70,9739160.897285715,-0.57,14,49,7,⭐
132,参股券商,664975489.2,52517442,126,5277583.247619048,-0.31,20,86,20,⭐
133,国防军工,652538879.74,25279089,139,4694524.314676259,-0.59,30,99,9,⭐
134,汽车,622537586.21,40172957,285,2184342.4077543863,-0.53,51,203,31,⭐
135,新型城镇化,616663347.99,58119637,101,6105577.702871287,-0.59,16,79,6,⭐
136,宁组合,614157693.3,9330958,24,25589903.8875,-0.34,6,17,1,⭐
137,6G概念,611455784.14,14109557,34,17983993.65117647,-1.13,5,27,2,⭐
138,大盘价值,603939018.25,59768255,100,6039390.1825,-0.23,19,72,9,⭐
139,碳交易,581685720.8,63902711,96,6059226.258333333,0.08,25,61,10,⭐
140,鸿蒙概念,579669559.27,25717010,120,4830579.660583333,-0.36,20,94,6,⭐
141,锂电池,572772032.4,11419322,27,21213778.977777775,-0.98,6,20,1,⭐
142,快手概念,562459604.4599999,48940640,32,17576862.639374997,-1.4,6,26,0,⭐
143,央视50_,560415623.54,14205115,50,11208312.4708,-0.51,6,39,5,⭐
144,传媒,553634435.74,53714949,98,5649330.976938776,-0.73,10,83,5,⭐
145,电子烟,546209225.3599999,15185153,51,10709984.81098039,-0.8,11,36,4,⭐
146,石墨烯,545881466.1999999,31835748,66,8270931.306060605,-0.56,9,48,9,⭐
147,计算机设备,543874538.73,25472392,84,6474696.889642857,-0.37,15,64,4,⭐
148,深圳特区,523334647.92,11075132,98,5340149.468571429,-0.45,20,66,11,⭐
149,无线充电,523252901.4,13873980,40,13081322.535,-0.71,9,28,3,⭐
150,中盘价值,520225785.90999997,44029509,122,4264145.78614754,-0.49,20,82,20,⭐
151,抽水蓄能,515926675.46000004,47817596,37,13943964.201621622,-0.73,8,25,4,⭐
152,破净股,515109125.46000004,98234872,283,1820173.58819788,-0.39,37,192,54,⭐
153,其他计算机设备,512641307.72999996,23276542,60,8544021.7955,-0.37,10,47,3,⭐
154,短剧互动游戏,512341401.84,54409997,35,14638325.766857142,-1.28,3,32,0,⭐
155,IT服务Ⅲ,502344350.25,22807683,120,4186202.91875,-0.72,19,93,7,⭐
156,IT服务Ⅱ,502344350.25,22807683,120,4186202.91875,-0.72,19,93,7,⭐
157,国产软件,500862967.72,26311923,223,2246022.2767713005,-0.63,32,180,11,⭐
158,小红书概念,500806851.11999995,40312417,73,6860367.823561643,-0.74,6,63,3,⭐
159,数据要素,496910825.09000003,31652584,153,3247783.170522876,-0.6,16,124,12,⭐
160,MicroLED,495935485.0,38299312,32,15497983.90625,-1.11,4,27,0,⭐
161,电网设备,493886198.0,23315278,87,5676852.850574712,-0.59,18,67,2,⭐
162,蚂蚁概念,493796675.38,18339750,61,8095027.465245902,-0.6,9,49,3,⭐
163,先进封装,487495316.24,6980751,29,16810183.31862069,-0.08,8,20,1,⭐
164,乡村振兴,484694250.26,60879937,140,3462101.7875714283,-0.48,17,110,12,⭐
165,轻工制造,482042770.9,45388914,160,3012767.3181249998,-0.32,38,105,17,⭐
166,光模块,481813882.2,30928263,94,5125679.59787234,-0.37,15,73,6,⭐
167,海洋经济,472200847.55,24999162,96,4918758.828645834,-0.46,11,77,8,⭐
168,柔性屏(折叠屏),468599922.11,15849395,74,6332431.379864865,-0.32,16,49,9,⭐
169,在线教育,465504826.03999996,30234912,111,4193737.171531531,-0.57,14,89,8,⭐
170,煤化工概念,465377628.12,49641187,72,6463578.168333333,-0.53,17,43,12,⭐
171,新型工业化,462779151.5,13327837,97,4770919.087628866,-0.31,21,68,8,⭐
172,小金属,461785418.65,8704730,24,19241059.110416666,-1.14,2,20,2,⭐
173,工业金属,458571708.25,29013049,58,7906408.762931035,-0.73,8,48,2,⭐
174,网红经济,457127329.85999995,37241057,99,4617447.776363636,-0.31,13,74,12,⭐
175,碳化硅,456057333.0,18372155,42,10858507.92857143,-0.19,14,27,1,⭐
176,通信线缆及配套,454974702.3,9846891,11,41361336.57272727,-1.18,1,9,1,⭐
177,并购重组概念,453715408.11,19119079,92,4931689.218586957,-0.3,19,61,11,⭐
178,大飞机,451798282.72999996,21073701,99,4563619.017474747,-0.55,17,74,7,⭐
179,参股保险,445296530.9,57996459,75,5937287.0786666665,-0.67,14,54,6,⭐
180,玻璃基板,440919370.09,15639967,34,12968216.76735294,-0.6,8,25,0,⭐
181,安防概念,429933898.15,21136462,110,3908489.983181818,-0.31,26,76,6,⭐
182,虚拟电厂,425811369.46000004,31621360,66,6451687.416060607,-0.4,15,47,4,⭐
183,铜缆高速连接,411027882.98,9919114,36,11417441.19388889,-0.88,9,27,0,⭐
184,湖北自贸,408337646.06,8262121,28,14583487.359285714,-0.88,3,22,3,⭐
185,被动元件概念,400998961.76,8905889,28,14321391.49142857,-0.08,8,19,1,⭐
186,雄安新区,395757659.65999997,36418904,147,2692228.9772789115,-0.37,21,108,17,⭐
187,氮化镓,393133226.58,18963434,46,8546374.490869565,-0.77,11,34,1,⭐
188,通用设备,392021908.39,12553104,167,2347436.5771856285,-0.27,35,113,18,⭐
189,高带宽内存,389873376.3,4678629,27,14439754.677777778,0.08,8,18,1,⭐
190,化学制药,389692380.2,27505192,150,2597949.2013333333,-0.47,30,109,11,⭐
191,价值股,385287569.0,32122258,100,3852875.69,-0.52,17,74,9,⭐
192,自动化设备,384068368.24,6589001,79,4861624.91443038,-0.28,15,61,1,⭐
193,火力发电,383454066.0,56413510,31,12369486.0,-0.8,5,25,1,⭐
194,蓝宝石,378830161.0,15376442,18,21046120.055555556,-0.76,1,17,0,⭐
195,互联网服务,375606298.01000005,14376939,95,3953750.505368422,-0.81,11,81,2,⭐
196,工业母机,373595574.55,9144988,79,4729057.905696203,-0.49,18,56,5,⭐
197,移动支付,372676532.65,17683148,67,5562336.3082089545,-0.66,7,56,4,⭐
198,广告营销,372566055.03999996,25489813,30,12418868.501333332,-0.93,3,27,0,⭐
199,超超临界发电,368756689.0,41207195,49,7525646.714285715,-1.11,5,40,4,⭐
200,内贸流通,364737858.28999996,40194079,162,2251468.2610493824,-0.44,27,123,12,⭐
201,黄金概念,361395020.25,23860682,71,5090070.707746479,-0.72,5,59,7,⭐
202,房地产,359135338.2,48740740,94,3820588.704255319,-0.24,15,54,23,⭐
203,显示技术,358308185.0,29382171,48,7464753.854166667,-0.83,5,37,6,⭐
204,房地产开发,355280382.2,47496940,83,4280486.532530121,-0.24,12,49,21,⭐
205,IGBT概念,354805108.5,29103668,40,8870127.7125,-0.3,15,23,1,⭐
206,网络游戏,351797527.2,22785558,67,5250709.361194029,-0.53,9,53,5,⭐
207,碳纤维,346893178.46000004,14935452,39,8894696.883589745,-0.65,5,30,4,⭐
208,传感器,344895564.44,8759899,91,3790061.147692308,-0.59,23,63,5,⭐
209,长期破净,344115140.46000004,72292278,193,1782980.0023834198,-0.23,28,117,44,⭐
210,C2M概念,340145737.85,48116331,37,9193128.05,-0.45,5,27,5,⭐
211,混合现实,337916055.15,10288985,30,11263868.504999999,-0.28,9,19,2,⭐
212,病原体防治,335726907.48,24732954,168,1998374.4492857144,-0.35,26,125,15,⭐
213,麒麟电池,334277217.0,1237862,8,41784652.125,-0.27,2,5,1,⭐
214,其他电子Ⅲ,332128219.78,8118671,33,10064491.508484848,-0.67,11,18,3,⭐
215,其他电子Ⅱ,332128219.78,8118671,33,10064491.508484848,-0.67,11,18,3,⭐
216,创业板综,331898262.26,7228546,99,3352507.6995959594,-0.28,22,72,5,⭐
217,WiFi,329216376.0,6880773,30,10973879.2,-0.42,5,20,5,⭐
218,基础化工,328332776.0,19193960,162,2026745.5308641975,-0.37,41,99,20,⭐
219,华为海思,326107010.55,7801654,38,8581763.435526317,0.04,15,22,1,⭐
220,金属制品,323556415.39,28512445,69,4689223.411449275,-0.56,12,53,4,⭐
221,合成生物,314834019.4,18823965,112,2811018.0303571424,-0.52,20,80,9,⭐
222,味蕾经济,312255368.0,20457544,90,3469504.0888888887,-0.31,17,66,7,⭐
223,工程建设,311752242.0,32845417,66,4723518.818181818,-0.56,7,52,7,⭐
224,电子化学品Ⅲ,311707494.8,9457414,33,9445681.66060606,-0.31,7,24,2,⭐
225,智谱AI概念,307554284.84,17499975,32,9611071.40125,-0.69,3,29,0,⭐
226,建筑材料,307081763.88,17940040,71,4325095.265915493,-0.57,15,50,6,⭐
227,反内卷概念,304284950.0,32916550,98,3104948.4693877553,-0.42,18,73,7,⭐
228,破发股,302436847.0,59441363,185,1634793.7675675675,-0.66,46,123,11,⭐
229,微利股,299119499.4,22905555,98,3052239.789795918,-0.49,15,68,15,⭐
230,MLCC,298893651.76,4615036,18,16605202.875555554,-0.34,4,13,1,⭐
231,纺织化学制品,297859469.85,40188955,13,22912266.911538463,-0.69,2,11,0,⭐
232,光伏发电,297608056.0,41405300,13,22892927.384615384,-0.47,3,10,0,⭐
233,稀土永磁,290949503.8,13884097,50,5818990.076,-0.7,5,41,4,⭐
234,模拟芯片设计,287282700.5,3661780,35,8208077.157142857,0.61,17,14,3,⭐
235,PEEK材料概念,287172983.38,10146347,41,7004219.106829268,-0.74,5,35,1,⭐
236,化工原料,286596154.06999993,15344219,77,3722027.974935064,-0.43,16,55,6,⭐
237,冷链物流,283104168.93,29402558,111,2550488.0083783786,-0.24,22,78,11,⭐
238,新材料,280978021.0,6980563,82,3426561.2317073173,-0.08,21,53,6,⭐
239,氟化工概念,273954363.41999996,12358881,36,7609843.428333332,-0.38,9,23,4,⭐
240,IPO受益,273340394.0,13988876,53,5157365.924528302,-0.52,6,38,9,⭐
241,海南自贸,272318870.56,28742118,82,3320961.836097561,-0.18,15,61,6,⭐
242,玻璃玻纤,266415769.68,13227952,15,17761051.312,-1.47,3,12,0,⭐
243,换电概念,265310169.47,12984936,40,6632754.23675,-0.48,8,29,3,⭐
244,影视概念,263391949.8,49899446,63,4180824.6,-0.7,7,53,3,⭐
245,AI语料,261438450.3,29363182,32,8169951.571875,-0.61,3,28,0,⭐
246,超导概念,260595457.53,11311628,18,14477525.418333333,-1.03,2,14,2,⭐
247,谷子经济,260551662.7,37210302,72,3618773.0930555556,-0.82,9,55,8,⭐
248,家电零部件Ⅱ,258251349.26,10315955,31,8330688.685806451,-0.3,5,23,3,⭐
249,家电零部件Ⅲ,258251349.26,10315955,31,8330688.685806451,-0.3,5,23,3,⭐
250,数字孪生,256243436.95,18447372,83,3087270.324698795,-0.45,16,62,4,⭐
251,玻纤制造,255966732.68,11358352,8,31995841.585,-2.75,0,8,0,⭐
252,航天航空,253619650.7,11839507,51,4972934.32745098,-0.82,9,38,3,⭐
253,荣耀概念,253367730.95999998,13763652,55,4606686.017454545,-0.35,10,38,6,⭐
254,新零售,251763566.33999997,32623509,151,1667308.3863576157,-0.42,16,114,20,⭐
255,Kimi概念,251421657.36,11270003,16,15713853.585,-0.7,2,14,0,⭐
256,塑料,248972727.0,15559842,73,3410585.301369863,-0.5,15,51,7,⭐
257,生物识别,248732717.5,7942162,50,4974654.35,-0.33,12,34,3,⭐
258,数字水印,248397039.55,23109065,18,13799835.530555556,-0.87,4,13,1,⭐
259,虚拟现实,247756118.03,9435499,96,2580792.896145833,-0.55,21,69,6,⭐
260,中俄贸易概念,247264353.0,21947720,76,3253478.3289473685,-0.53,11,54,11,⭐
261,航空装备Ⅲ,246484079.04,11153377,47,5244342.107234042,-0.83,8,34,4,⭐
262,航空装备Ⅱ,246484079.04,11153377,47,5244342.107234042,-0.83,8,34,4,⭐
263,装配建筑,245987657.2,38688714,87,2827444.3356321836,-0.42,16,59,12,⭐
264,红利股,245896538.16000003,25880797,100,2458965.3816000004,-0.31,17,64,19,⭐
265,被动元件,243181331.92,6835196,16,15198833.245,-0.35,4,12,0,⭐
266,工业气体,242418410.0,8275154,27,8978459.629629629,0.16,11,13,3,⭐
267,跨境支付,240387082.12,18497664,61,3940771.8380327867,-0.57,9,47,5,⭐
268,其他小金属,239059463.65,3995110,14,17075675.975,-0.95,1,11,2,⭐
269,雅下水电概念,236308829.69,30234168,52,4544400.570961539,-0.6,6,44,2,⭐
270,增强现实,232181267.15,10616287,44,5276846.980681818,-0.53,11,31,1,⭐
271,飞行汽车(eVTOL),229424669.29,9878845,80,2867808.3661249997,-0.52,14,59,6,⭐
272,东北振兴,228976243.0,27139886,56,4088861.4821428573,-0.47,10,38,7,⭐
273,低价股,228974386.0,108172708,145,1579133.696551724,-0.63,16,92,35,⭐
274,多模态AI,228583259.32,9327614,63,3628305.7034920636,-0.64,4,53,5,⭐
275,科创板做市股,228560696.0,4369698,45,5079126.577777778,0.01,11,29,5,⭐
276,机器视觉,227062253.74,8485558,82,2769051.874878049,-0.29,17,57,8,⭐
277,养老概念,226361713.0,19535517,126,1796521.5317460317,-0.46,21,88,17,⭐
278,底盘与发动机系统,225459539.91,12574862,92,2450647.1729347827,-0.6,17,65,10,⭐
279,磁悬浮概念,224183693.0,8809940,29,7730472.172413793,-0.32,4,20,5,⭐
280,海绵城市,223032857.7,29972509,36,6195357.158333333,0.13,10,21,5,⭐
281,电子竞技,220999579.9,23648918,32,6906236.871875,-0.79,5,25,2,⭐
282,超级电容,220044027.0,13369933,31,7098194.419354838,-0.6,7,23,1,⭐
283,造纸印刷,217635713.4,29362064,35,6218163.24,-0.45,7,25,3,⭐
284,拼多多概念,216919192.0,17498481,28,7747114.0,-0.91,3,21,3,⭐
285,铁路基建,216739326.2,16146895,120,1806161.0516666665,-0.59,17,86,17,⭐
286,基因测序,216714798.5,25538234,39,5556789.705128205,-0.65,4,33,2,⭐
287,数字货币,216539731.12,17662288,82,2640728.428292683,-0.61,6,69,7,⭐
288,氦气概念,213954377.0,10992481,15,14263625.133333333,1.09,6,8,1,⭐
289,猪肉概念,213785483.5,58599450,35,6108156.671428571,-0.69,0,29,6,⭐
290,航母概念,212112845.0,7417200,32,6628526.40625,-0.42,7,24,1,⭐
291,次新股,211306649.57999998,7656916,52,4063589.4149999996,-0.38,10,36,5,⭐
292,流感,209691527.4,20064738,123,1704809.1658536587,-0.27,20,89,14,⭐
293,医美概念,208890276.2,13683568,75,2785203.6826666663,-0.38,15,53,7,⭐
294,通信服务,208083523.71,17576207,39,5335474.966923078,-0.87,5,33,1,⭐
295,商贸零售,206921069.03,27312837,101,2048723.4557425743,-0.57,12,80,8,⭐
296,能源及重型设备,206658230.0,15780276,56,3690325.535714286,-1.03,5,45,4,⭐
297,TOPCon电池,205925226.5,17482434,44,4680118.784090909,-0.49,8,32,4,⭐
298,钙钛矿电池,205155436.5,20833985,43,4771056.662790698,-0.71,6,34,3,⭐
299,化学制剂,204116052.0,13905225,95,2148590.0210526315,-0.3,19,68,8,⭐
300,白酒,203360844.63,10695549,47,4326826.481489361,-0.55,6,38,2,⭐
301,汽车零部件,200566296.0,8937896,72,2785643.0,-0.73,13,52,7,⭐
302,新消费,199384415.1,12834285,79,2523853.3556962023,-0.48,16,56,7,⭐
303,微盘股,198269608.7,18724296,400,495674.02174999996,-0.45,67,292,40,⭐
304,风力发电,197994374.54,32447893,15,13199624.969333332,-0.78,3,10,2,⭐
305,中药概念,196901663.2,26996245,96,2051058.9916666665,-0.26,19,72,5,⭐
306,页岩气,192977925.0,23031787,30,6432597.5,-0.72,4,23,3,⭐
307,彩票概念,192948500.4,20727533,19,10155184.231578948,-0.43,3,14,2,⭐
308,辅助生殖,191246106.48,13320716,54,3541594.564444444,-0.53,11,38,4,⭐
309,黑色家电,190463697.0,16241579,10,19046369.7,-1.21,1,8,1,⭐
310,彩电,187090239.0,15931000,4,46772559.75,-2.86,0,3,1,⭐
311,通用航空,186737241.0,14918386,35,5335349.742857143,-0.35,4,28,2,⭐
312,复合集流体,183867040.0,10190489,29,6340242.75862069,-0.67,6,20,3,⭐
313,华为昇腾,182531246.92000002,8663336,46,3968070.5852173916,-0.88,10,33,2,⭐
314,UWB概念,182495567.0,6390400,19,9605029.842105264,-0.8,1,16,2,⭐
315,其他电源设备Ⅱ,182327043.0,5396345,31,5881517.516129033,-0.67,4,22,5,⭐
316,饲料,180836131.5,49987150,16,11302258.21875,-1.16,0,14,2,⭐
317,3D玻璃,178519802.0,6732320,15,11901320.133333333,-0.49,2,12,1,⭐
318,GDR,178212260.2,7476999,11,16201114.563636363,-0.79,2,9,0,⭐
319,HJT电池,178083575.0,14621856,39,4566245.512820513,-0.58,9,29,1,⭐
