排名,板块名称,成交额(元),成交量(股),统计股数,平均每只成交额,平均涨幅%,上涨数,下跌数,平盘数,关注
87,参股银行,929255851.78,84222966,226,4111751.5565486723,-0.27,53,144,29,⭐
88,无人机,927440360.14,43152560,214,4333833.45859813,-0.45,52,144,17,⭐
89,锂矿概念,905514085.12,29974453,37,24473353.65189189,-0.63,11,26,0,⭐
90,深圳特区,887366987.75,19353406,98,9054765.181122448,-0.29,27,65,6,⭐
91,破净股,881868553.96,177638464,281,3138322.2560854093,-0.26,65,165,51,⭐
92,无线耳机,881596281.37,24492591,81,10883904.708271606,-1.0,11,66,4,⭐
93,电商概念,878559228.24,91013196,290,3029514.5801379313,-0.2,75,185,28,⭐
94,钠离子电池,849671727.59,29632046,68,12495172.464558825,-0.7,18,45,4,⭐
95,LED概念,812069050.49,31368665,96,8459052.609270833,-0.52,16,72,8,⭐
96,新型工业化,810100062.8,22968088,97,8351547.039175257,-0.53,22,67,8,⭐
97,电力,808797228.2,122953914,108,7488863.224074074,-0.88,14,88,6,⭐
98,AI应用,806450413.27,45620884,196,4114542.924846939,-0.32,51,127,17,⭐
99,养老金,802153759.5,29496664,197,4071846.494923858,-0.36,57,123,16,⭐
100,央视50_,796853272.9200001,22739008,50,15937065.458400002,-0.27,14,32,4,⭐
101,F5G概念,792454113.39,9665427,25,31698164.5356,-1.18,2,22,1,⭐
102,智慧城市,790283856.45,48075667,200,3951419.28225,-0.52,46,130,18,⭐
103,信创,789257917.0,14788127,88,8968839.965909092,-0.81,16,65,6,⭐
104,公用事业,761943393.0,109121145,94,8105780.776595744,-0.99,8,80,6,⭐
105,MiniLED,750739274.99,61303271,66,11374837.499848485,-0.58,8,55,1,⭐
106,核能核电,732773769.77,79945534,185,3960939.296054054,-0.44,48,117,17,⭐
107,智能电网,729619686.46,43973340,187,3901709.553262032,-0.46,50,126,11,⭐
108,参股新三板,725461050.22,45792901,102,7112363.237450981,-0.83,18,72,11,⭐
109,汽车,724359945.1800001,42716828,283,2559575.7780212015,-0.47,78,177,26,⭐
110,国防军工,723592559.67,24796082,138,5243424.345434782,-0.68,34,95,9,⭐
111,动力电池回收,718372711.25,34272656,41,17521285.640243903,-0.62,12,24,3,⭐
112,卫星互联网,717813240.47,36032716,87,8250726.901954023,-0.34,24,57,6,⭐
113,绿色电力,716212203.0,98937133,99,7234466.696969697,-0.89,18,71,10,⭐
114,元宇宙概念,708499385.96,60815224,141,5024818.340141844,-0.29,37,89,13,⭐
115,数字经济,700423824.38,62771094,175,4002421.8536,-0.26,44,101,26,⭐
116,毫米波概念,698687499.8399999,14499785,45,15526388.885333331,-0.35,6,37,2,⭐
117,大飞机,698307061.13,40616598,99,7053606.678080808,-0.41,31,61,7,⭐
118,价值股,695431457.65,42983893,100,6954314.5764999995,-0.17,29,62,9,⭐
119,IT服务Ⅱ,689409930.69,23923276,117,5892392.57,-0.83,23,79,13,⭐
120,IT服务Ⅲ,689409930.69,23923276,117,5892392.57,-0.83,23,79,13,⭐
121,氢能源,678580672.0,61044610,90,7539785.244444445,-0.91,20,63,7,⭐
122,汽车芯片,658817362.5,15146193,69,9548077.717391305,-0.91,9,55,5,⭐
123,黄金概念,640807320.4,54703026,71,9025455.216901409,-0.61,18,48,5,⭐
124,中特估,627904474.4,51333410,81,7751907.091358025,-0.3,20,45,16,⭐
125,国产软件,623559801.3199999,39654582,220,2834362.733272727,-0.46,49,152,18,⭐
126,可控核聚变,622879620.0,64910827,75,8305061.6,-0.56,16,54,4,⭐
127,低空经济,621750494.19,32687030,182,3416211.506538462,-0.45,50,116,12,⭐
128,创新医疗服务,614637455.11,15651092,77,7982304.611818182,-0.64,17,53,7,⭐
129,AIGC概念,603804410.71,34131418,109,5539490.006513761,-0.37,29,71,9,⭐
130,AI智能体,603407378.86,37325435,134,4503040.140746268,-0.6,38,85,10,⭐
131,光刻机(胶),581028055.61,15340590,92,6315522.343586957,-0.91,16,68,7,⭐
132,量子科技,578728871.8299999,17233679,51,11347624.937843136,-0.66,13,35,3,⭐
133,油气资源,576433196.45,51194610,143,4031001.373776224,-0.72,36,93,13,⭐
134,长期破净,565168275.16,148906411,189,2990308.334179894,-0.26,46,97,34,⭐
135,燃料电池概念,557178763.72,26337482,141,3951622.4377304967,-0.5,26,98,15,⭐
136,ChatGPT概念,554580728.5,27493674,66,8402738.31060606,-0.89,15,47,4,⭐
137,新零售,541810517.27,47020201,150,3612070.115133333,-0.08,44,91,13,⭐
138,无线充电,540893350.6600001,14057379,40,13522333.766500002,-0.71,5,34,1,⭐
139,AIPC,533084581.11,7338447,42,12692490.026428571,-1.23,6,32,4,⭐
140,天然气,531931777.45,45431642,120,4432764.812083333,-0.54,27,80,12,⭐
141,互联网服务,531606072.46000004,15568345,94,5655383.7495744685,-0.77,22,63,9,⭐
142,超级品牌,530524092.2,11845789,32,16578877.88125,0.2,16,13,3,⭐
143,医疗服务,520820113.11,9897183,53,9826794.586981133,-0.66,11,39,3,⭐
144,海工装备,518814481.85,30376235,72,7205756.692361112,-0.73,14,49,8,⭐
145,锂电池,518146053.0,10885777,27,19190594.555555556,-0.75,6,20,1,⭐
146,特高压,512074297.36,29136737,85,6024403.498352941,-0.19,24,56,5,⭐
147,计算机设备,509620910.1,22241274,84,6066915.596428571,-0.54,15,60,6,⭐
148,参股券商,507830739.52,37445724,127,3998667.2403149605,-0.48,23,84,20,⭐
149,反内卷概念,506279417.0,74724459,97,5219375.43298969,-0.48,20,67,10,⭐
150,红利股,502442699.7,43321702,100,5024426.9969999995,-0.1,27,59,14,⭐
151,创新药,495667207.0,12791964,93,5329754.913978495,-0.24,27,54,10,⭐
152,鸿蒙概念,493895019.43000007,30072282,119,4150378.3145378157,-1.0,22,86,11,⭐
153,中盘价值,491311319.14,44576206,122,4027141.960163934,-0.29,29,73,20,⭐
154,新型城镇化,487224947.65999997,30424800,99,4921464.117777778,-0.39,27,60,9,⭐
155,雄安新区,484527696.3,81057947,146,3318682.851369863,-0.19,43,80,18,⭐
156,安防概念,482982731.58000004,29110334,108,4472062.329444445,-0.55,25,72,7,⭐
157,医疗研发外包,479527341.11,6449783,29,16535425.555517241,-1.15,3,26,0,⭐
158,CRO,477486184.11,6693418,37,12905032.002972974,-0.77,4,30,3,⭐
159,低价股,473515403.08,209544479,137,3456316.81080292,-0.37,21,68,38,⭐
160,其他计算机设备,472685502.1,20817884,60,7878091.701666667,-0.56,12,44,3,⭐
161,网络游戏,465016131.15,30534404,66,7045698.956818181,-0.13,18,40,8,⭐
162,新材料,461525402.0,8474529,82,5628358.560975609,-0.94,20,56,5,⭐
163,工业金属,458690828.0,34447229,58,7908462.551724138,-0.8,8,44,5,⭐
164,水利建设,456993359.74,61324043,106,4311258.110754717,-0.29,36,62,7,⭐
165,先进封装,456071516.0,8142798,30,15202383.866666667,-1.24,4,25,1,⭐
166,AI芯片,455224960.86,5191958,38,11979604.233157896,-0.67,7,31,0,⭐
167,工业母机,452681498.2,14153149,79,5730145.546835443,-0.61,19,53,7,⭐
168,PPP模式,452669636.36,76763524,143,3165521.9325874127,-0.21,41,74,22,⭐
169,HJT电池,449127883.0,28299493,39,11516099.564102564,-1.29,9,29,0,⭐
170,微利股,443280709.89,62889796,98,4523272.549897959,-0.56,17,70,9,⭐
171,化学制药,440000561.53999996,29141582,150,2933337.076933333,-0.25,40,83,24,⭐
172,电子烟,435711778.32,12755496,51,8543368.202352941,-0.69,9,36,6,⭐
173,数据要素,435116087.47,33074935,152,2862605.8386184215,-0.22,41,96,13,⭐
174,高带宽内存,435082388.14,4959880,27,16114162.523703704,-1.37,1,26,0,⭐
175,在线教育,426857329.64000005,43383229,110,3880521.178545455,-0.2,29,71,10,⭐
176,电子化学品Ⅲ,419717704.2,12851201,33,12718718.309090909,-1.74,2,29,2,⭐
177,次新股,417679316.4,4339720,53,7880741.818867924,-1.05,9,41,3,⭐
178,并购重组概念,417299000.1,26338856,93,4487086.022580645,-0.51,19,65,9,⭐
179,华为海思,415795583.36,10151568,38,10941989.035789475,-1.1,3,32,2,⭐
180,病原体防治,414843319.8,23682290,168,2469305.475,-0.38,43,104,18,⭐
181,IGBT概念,411688612.0,21461544,40,10292215.3,-0.95,4,34,1,⭐
182,北斗导航,402225064.46,21645545,69,5829348.760289854,-0.6,20,43,6,⭐
183,柔性屏(折叠屏),394146046.65999997,13333043,74,5326297.9278378375,-0.7,11,54,9,⭐
184,氟化工概念,393857883.2,52417487,36,10940496.755555555,-0.75,6,30,0,⭐
185,雅下水电概念,393766441.15,85127322,52,7572431.560576922,-0.0,19,30,3,⭐
186,化学制品,393295553.04,25080801,168,2341044.958571429,-0.59,44,112,10,⭐
187,冷链物流,392802908.46000004,22423470,111,3538764.9410810815,-0.51,23,68,18,⭐
188,3D打印,391714155.13,18731550,70,5595916.501857143,-0.97,11,52,6,⭐
189,合成生物,386448541.0,18099913,112,3450433.401785714,-0.48,28,71,12,⭐
190,石墨烯,386116364.74,20962456,66,5850247.950606061,-1.13,4,56,5,⭐
191,铜缆高速连接,374436417.1,8649903,36,10401011.586111112,-0.87,5,29,2,⭐
192,氮化镓,373825710.6,13388753,47,7953738.5234042555,-1.01,5,39,2,⭐
193,海洋经济,372453290.32,28015625,96,3879721.7741666664,-0.73,21,66,8,⭐
194,CAR-T细胞疗法,371384893.11,5347542,23,16147169.265652174,-0.56,6,15,1,⭐
195,蚂蚁概念,367799978.0,31345449,61,6029507.836065574,-0.32,18,37,6,⭐
196,光模块,367014521.82000005,22661626,94,3904409.806595745,-0.41,24,59,11,⭐
197,乡村振兴,359202657.68999994,48842820,138,2602917.8093478256,-0.13,43,80,14,⭐
198,传感器,353611204.90999997,9574116,91,3885837.4165934063,-0.35,17,66,7,⭐
199,虚拟现实,351439012.36,9702782,96,3660823.0454166667,-0.75,19,67,7,⭐
200,化工原料,349317708.8,26906121,77,4536593.620779221,-0.55,22,48,7,⭐
201,科创板做市股,343592942.0,4693304,44,7808930.5,-0.84,11,29,3,⭐
202,WiFi,342912846.72,8713880,30,11430428.224000001,-0.51,4,23,3,⭐
203,自动化设备,341508246.29,5141664,79,4322889.193544304,-0.78,18,57,3,⭐
204,碳化硅,341242113.0,16675024,42,8124812.214285715,-0.9,4,37,1,⭐
205,内贸流通,338464900.0,38718381,160,2115405.625,-0.36,38,103,18,⭐
206,创业板综,336915741.02,5191339,99,3403189.303232323,-0.54,25,67,5,⭐
207,小红书概念,334634259.0,22531824,72,4647698.041666667,-0.02,21,44,7,⭐
208,小金属,334106907.7,8049177,24,13921121.154166667,0.16,7,14,3,⭐
209,稀土永磁,333846070.6,51037672,49,6813185.114285715,-0.09,13,32,4,⭐
210,碳交易,332204290.0,39148167,95,3496887.263157895,-0.5,20,64,10,⭐
211,数据安全,327730965.6,22124704,79,4148493.2354430384,-0.54,18,54,7,⭐
212,6G概念,327264741.75,9413246,34,9625433.580882354,-0.92,6,26,2,⭐
213,其他电子Ⅲ,327007447.38,8577184,33,9909316.587272728,-0.79,7,25,1,⭐
214,其他电子Ⅱ,327007447.38,8577184,33,9909316.587272728,-0.79,7,25,1,⭐
215,味蕾经济,321584339.88,13031631,90,3573159.332,-0.04,31,36,21,⭐
216,刀片电池,321256593.0,7353862,12,26771382.75,1.06,6,4,2,⭐
217,基础化工,320443861.0,26698747,161,1990334.5403726709,-0.39,46,87,24,⭐
218,建筑材料,317714363.29,43677335,69,4604555.989710146,-0.41,21,40,7,⭐
219,通用设备,317114601.0,9794839,168,1887586.9107142857,-0.49,45,103,16,⭐
220,混合现实,315865017.59000003,14094420,30,10528833.919666668,-0.14,8,21,1,⭐
221,光伏发电,312750129.0,50194314,13,24057702.230769232,-1.95,1,10,2,⭐
222,火力发电,311744449.2,48348027,31,10056272.55483871,-0.71,3,25,3,⭐
223,跨境支付,310470975.9,20785313,60,5174516.265,-0.47,7,46,7,⭐
224,银行,308520981.16,34978120,42,7345737.646666667,0.13,14,15,13,⭐
225,参股保险,306623366.2,54561480,75,4088311.549333333,-0.36,21,45,8,⭐
226,航天航空,296834041.26,11591589,49,6057837.576734694,-0.7,15,31,3,⭐
227,玻璃基板,296100854.78999996,8263111,34,8708848.670294117,-0.7,8,24,2,⭐
228,超级电容,292020741.1,13308982,31,9420023.906451615,-1.57,3,28,0,⭐
229,网红经济,291803801.02,28335486,97,3008286.608453608,-0.19,23,60,12,⭐
230,MLCC,290220288.22,6981482,18,16123349.345555557,-2.19,1,17,0,⭐
231,工业气体,289797284.7,8659853,27,10733232.766666666,-0.82,4,21,2,⭐
232,TOPCon电池,288296065.0,24833881,43,6704559.651162791,-0.79,10,33,0,⭐
233,电网设备,287693008.22,12144622,87,3306816.186436782,-0.49,23,57,7,⭐
234,抽水蓄能,286222812.18,35548188,37,7735751.680540541,-0.87,10,25,2,⭐
235,蓝宝石,281897718.93,15233588,18,15660984.385,-0.6,3,15,0,⭐
236,煤化工概念,280850244.0,33335736,72,3900697.8333333335,-0.61,12,51,9,⭐
237,氦气概念,279573624.7,10202644,14,19969544.62142857,-1.73,0,13,1,⭐
238,军工电子Ⅱ,275466760.40999997,7936288,62,4443012.264677418,-0.82,14,43,5,⭐
239,通信线缆及配套,274479853.24,6648156,11,24952713.930909093,-1.27,0,11,0,⭐
240,华为昇腾,273366347.77,13492118,46,5942746.690652174,-0.88,8,34,4,⭐
241,养老概念,272283338.09,25579125,126,2160978.8737301584,-0.09,35,71,19,⭐
242,IPO受益,271428165.71000004,16061912,54,5026447.513148149,-0.2,11,36,7,⭐
243,医美概念,271216809.77,16481954,75,3616224.1302666664,-0.09,17,48,10,⭐
244,空气能热泵,267704270.7,8615442,35,7648693.448571429,-0.39,9,22,3,⭐
245,航空装备Ⅱ,264339166.26,9941004,45,5874203.694666667,-0.59,11,31,3,⭐
246,航空装备Ⅲ,264339166.26,9941004,45,5874203.694666667,-0.59,11,31,3,⭐
247,钙钛矿电池,263096837.86,31968255,43,6118531.113023256,-1.36,5,36,2,⭐
248,腾讯云,262638907.36,3614975,20,13131945.368,-1.0,3,15,2,⭐
249,汽车整车,262425554.0,11760733,24,10934398.083333334,-0.1,5,15,4,⭐
250,虚拟电厂,261674893.0,17915463,64,4088670.203125,-0.71,16,45,2,⭐
251,环境治理,261160424.32,43384136,97,2692375.508453608,-0.21,30,53,13,⭐
252,机器视觉,260652488.98000002,9926710,82,3178688.89,-0.66,13,64,5,⭐
253,微盘股,260451458.53,25132867,400,651128.646325,-0.49,113,241,46,⭐
254,轻工制造,249540123.45000002,25438515,159,1569434.7386792453,-0.52,28,116,15,⭐
255,病毒防治,249461849.81,17442377,99,2519816.6647474747,-0.1,24,56,16,⭐
256,肝炎概念,246027719.0,14296797,57,4316275.771929825,-0.77,13,37,7,⭐
257,传媒,245437682.26000002,18844555,98,2504466.145510204,-0.14,30,55,12,⭐
258,多模态AI,245282668.75,11591428,63,3893375.6944444445,-0.47,18,40,4,⭐
259,被动元件概念,243737654.22,6600440,28,8704916.222142857,-1.0,5,22,1,⭐
260,3D摄像头,242301959.5,7627960,9,26922439.944444444,-1.65,0,8,1,⭐
261,移动支付,242151510.73000002,19586472,66,3668962.283787879,-0.79,8,55,3,⭐
262,白酒,242135832.5,20227048,47,5151826.223404256,0.12,17,22,8,⭐
263,财税数字化,240053255.9,3732957,40,6001331.3975,-0.74,6,29,5,⭐
264,能源金属,239867863.16,5489114,11,21806169.37818182,-0.56,4,7,0,⭐
265,数字孪生,239596707.0,18322418,83,2886707.313253012,-0.32,25,46,10,⭐
266,数字货币,238628697.88,31913589,80,2982858.7235,-0.74,11,65,4,⭐
267,飞行汽车(eVTOL),238434819.4,11501374,80,2980435.2425,-0.44,21,53,5,⭐
268,海南自贸,236793005.0,41210513,81,2923370.4320987654,-0.38,20,57,4,⭐
269,化学制剂,236021455.94,14367447,95,2484436.3783157896,-0.29,26,54,14,⭐
270,通信服务,236018016.0,21163100,39,6051744.0,-0.42,10,26,3,⭐
271,垂直应用软件,235549303.51999998,20462809,94,2505843.6544680847,-0.28,27,61,6,⭐
272,麒麟电池,234593137.0,1633480,8,29324142.125,-1.08,2,6,0,⭐
273,铁路基建,233982433.26,20138399,120,1949853.6105,-0.23,40,64,13,⭐
274,房地产,231768953.28,70649874,93,2492139.2825806453,-0.07,31,45,17,⭐
275,MicroLED,231225113.86,14400998,32,7225784.808125,-0.76,3,27,0,⭐
276,碳纤维,230485100.0,11196079,39,5909874.358974359,-0.91,5,32,2,⭐
277,电机Ⅲ,230277339.36,15888648,25,9211093.5744,-0.12,8,16,1,⭐
278,电机Ⅱ,230277339.36,15888648,25,9211093.5744,-0.12,8,16,1,⭐
279,换电概念,229897105.18,12509530,40,5747427.6295,-0.75,8,30,2,⭐
280,农业种植,229065375.4,17242159,76,3014018.097368421,-0.43,23,44,8,⭐
281,时空大数据,227750352.79,13117139,26,8759628.953461539,-0.88,5,19,2,⭐
282,ETC,225503806.8,50548620,42,5369138.257142858,-0.57,12,27,3,⭐
283,流感,224648159.13,18543598,123,1826407.797804878,-0.24,30,73,19,⭐
284,装配建筑,221146454.4,45831520,86,2571470.4,-0.31,24,54,8,⭐
285,工程建设,220701819.74,33778884,66,3343966.965757576,-0.39,19,38,8,⭐
286,影视概念,218220306.68,32943869,62,3519682.3658064515,-0.28,18,35,8,⭐
287,面板,217956763.86,53277337,38,5735704.312105264,-0.63,5,29,4,⭐
288,生物识别,214596089.0,7883416,50,4291921.78,-0.82,6,39,3,⭐
289,钢铁,214399225.45,74238776,43,4986028.498837209,-0.37,8,28,7,⭐
290,东北振兴,212863209.0,29345648,56,3801128.7321428573,-0.39,11,40,5,⭐
291,房地产开发,210611113.28,60677374,82,2568428.2107317075,-0.05,27,41,14,⭐
292,荣耀概念,209536252.11,10083064,55,3809750.0383636365,-1.16,5,47,3,⭐
293,超导概念,208787709.0,7964449,18,11599317.166666666,-0.93,3,14,1,⭐
294,复合集流体,208300591.51,9989490,29,7182779.017586207,-0.71,2,26,1,⭐
295,券商概念,208023182.24,18530834,54,3852281.152592593,-0.41,5,42,7,⭐
296,增强现实,207898926.12,13732663,44,4724975.593636364,-0.24,10,31,3,⭐
297,湖北自贸,206511110.93,4271260,28,7375396.818928571,-0.77,7,18,1,⭐
298,酿酒概念,205180305.5,6092699,36,5699452.930555556,-0.03,12,15,8,⭐
299,通用航空,205034622.26,18649701,35,5858132.064571428,-0.5,8,25,2,⭐
300,磷化工,204955886.0,11605371,45,4554575.244444445,-0.33,10,29,6,⭐
301,铜,195266835.0,13949635,17,11486284.411764706,-0.92,1,15,1,⭐
302,IPv6,194056996.5,6650063,13,14927461.26923077,-0.18,4,7,1,⭐
303,乘用车,193566065.0,2516633,8,24195758.125,-0.27,0,7,1,⭐
304,减速器,192596424.22,13105839,75,2567952.3229333335,-0.65,18,52,5,⭐
305,底盘与发动机系统,190587160.5,14948134,92,2071599.5706521738,-0.68,22,61,9,⭐
306,短剧互动游戏,188630968.04000002,15365156,35,5389456.2297142865,-0.0,10,20,4,⭐
307,塑料,187552898.2,10269884,73,2569217.7835616437,-0.3,20,43,9,⭐
308,超超临界发电,187416106.65,23970352,49,3824818.5030612247,-0.63,8,37,3,⭐
309,分立器件,187288345.0,1495745,18,10404908.055555556,-1.17,2,16,0,⭐
310,电动乘用车,187129752.0,1975000,3,62376584.0,-0.17,0,2,1,⭐
311,谷子经济,185923426.0,27583900,72,2582269.8055555555,-0.34,17,48,5,⭐
312,磁悬浮概念,185829442.0,8387562,29,6407911.793103448,-0.92,3,22,3,⭐
313,EDR概念,183772912.16,4162744,13,14136377.858461538,-1.53,2,11,0,⭐
314,其他专用设备,183710852.46,5824556,79,2325453.828607595,-0.84,17,53,7,⭐
315,净水概念,183324517.7,5557406,21,8729738.938095238,-0.19,5,12,3,⭐
316,辅助生殖,182875218.9,13668589,54,3386578.127777778,-0.22,13,31,9,⭐
317,京津冀,181685783.0,44300769,59,3079420.0508474577,-0.35,17,35,6,⭐
318,金属制品,181435170.0,14415826,70,2591931.0,-0.36,20,43,7,⭐
319,燃气Ⅱ,180816540.0,11767195,29,6235053.1034482755,-0.87,3,24,2,⭐
320,智谱AI概念,180252596.28,10088685,32,5632893.63375,-0.87,9,21,2,⭐
